"lexeme_id","english","target","article","pos","sense","level","rank","tags"
"de.lex.eis.ice-cream","ice cream","Eis","das","noun","ice cream","","",""
"de.lex.eisen","iron","Eisen","das","noun","","","",""
"de.lex.elefant","elephant","Elefant","der","noun","","","",""
"de.lex.elektriker","electrician","Elektriker","der","noun","","","",""
"de.lex.elektrizitaet","electricity","Elektrizität","die","noun","","","",""
"de.lex.element","element","Element","das","noun","","","",""
"de.lex.elf","eleven","elf","","word","","","",""
"de.lex.ellbogen","elbow","Ellbogen","der","noun","","","",""
"de.lex.eltern","parents","Eltern","die","noun","","","",""
"de.lex.emil","Emil","Emil","","name","","A0","",""
"de.lex.empathie","empathy","Empathie","die","noun","","","",""
"de.lex.empfehlen","to recommend","empfehlen","","verb","","","",""
"de.lex.empfehlen-empfohlen","to recommend → recommended","empfehlen → empfohlen","","phrase","","","",""
"de.lex.empfehlung","recommendation","Empfehlung","die","noun","","","",""
"de.lex.empfindlich","sensitive","empfindlich","","word","","","",""
"de.lex.ende","end","Ende","das","noun","","","",""
"de.lex.endlich","finally","endlich","","word","","","",""
"de.lex.energie","energy","Energie","die","noun","","","",""
"de.lex.eng","narrow / tight","eng","","word","","","",""
"de.lex.engel","angel","Engel","der","noun","","","",""
"de.lex.engstirnig","narrow-minded","engstirnig","","word","","","",""
"de.lex.enkel","grandson","Enkel","der","noun","","","",""
"de.lex.enkelin","granddaughter","Enkelin","die","noun","","","",""
"de.lex.entdeckung","discovery","Entdeckung","die","noun","","","",""
"de.lex.ente","duck","Ente","die","noun","","","",""
"de.lex.entfernung","the distance","Entfernung","die","noun","","","",""
"de.lex.enthaelt-das-gluten","Does this contain gluten?","Enthält das Gluten?","","phrase","","","",""
"de.lex.entlassen","to fire","entlassen","","verb","","","",""
"de.lex.entscheiden","to decide","entscheiden","","verb","","","",""
"de.lex.entscheidung","decision","Entscheidung","die","noun","","","",""
"de.lex.entschuldigung","Excuse me.","Entschuldigung.","","noun","","","",""
"de.lex.entschuldigung-wo-ist-der-bahnhof","Excuse me, where is the station?","Entschuldigung, wo ist der Bahnhof?","","phrase","","","",""
"de.lex.enttaeuscht-sein-von","to be disappointed with","enttäuscht sein von","","phrase","","","",""
"de.lex.entweder-oder","either ... or ...","entweder ... oder ...","","phrase","","","",""
"de.lex.entwickeln","to develop","entwickeln","","verb","","","",""
"de.lex.entwicklung","the development","Entwicklung","die","noun","","","",""
"de.lex.epidemie","epidemic","Epidemie","die","noun","","","",""
"de.lex.er","he","er","","word","","","",""
"de.lex.er-arbeitet-seit-dem-morgen","He has been working since morning.","Er arbeitet seit dem Morgen.","","phrase","","","",""
"de.lex.er-durfte","he was allowed to","er durfte","","phrase","","","",""
"de.lex.er-entschuldigt-sich","He apologizes.","Er entschuldigt sich.","","phrase","","","",""
"de.lex.er-fuehrt-ein-gesundes-leben","He leads a healthy life.","Er führt ein gesundes Leben.","","phrase","","","",""
"de.lex.er-fuellt-das-formular-aus","He fills in the form.","Er füllt das Formular aus.","","phrase","","","",""
"de.lex.er-geht-weil-er-hungrig-ist","He goes because he is hungry.","Er geht, weil er hungrig ist.","","phrase","","","",""
"de.lex.er-gibt-der-frau-das-buch","He gives the woman the book.","Er gibt der Frau das Buch.","","phrase","","","",""
"de.lex.er-gibt-es-ihr","He gives it to her. (pronouns)","Er gibt es ihr.","","phrase","","","",""
"de.lex.er-haette","he would have","er hätte","","phrase","","","",""
"de.lex.er-haette-kommen-koennen","He could have come.","Er hätte kommen können.","","phrase","","","",""
"de.lex.er-hat-sich-konzentriert","He concentrated.","Er hat sich konzentriert.","","phrase","","","",""
"de.lex.er-hat-sich-rasiert","He shaved.","Er hat sich rasiert.","","phrase","","","",""
"de.lex.er-isst-viel-gemuese","He eats a lot of vegetables.","Er isst viel Gemüse.","","phrase","","","",""
"de.lex.er-ist-30-jahre-alt","He is 30 years old.","Er ist 30 Jahre alt.","","phrase","","","",""
"de.lex.er-ist-gross-und-schlank","He is tall and slim.","Er ist groß und schlank.","","phrase","","","",""
"de.lex.er-koennte","he could (conditional)","er könnte","","phrase","","","",""
"de.lex.er-kommt-nicht","He doesn't come. (nicht)","Er kommt nicht.","","phrase","","","",""
"de.lex.er-konnte","he could (past: was able to)","er konnte","","phrase","","","",""
"de.lex.er-macht-das-licht-aus","He turns off the light.","Er macht das Licht aus.","","phrase","","","",""
"de.lex.er-muesste","he would have to","er müsste","","phrase","","","",""
"de.lex.er-musste","he had to","er musste","","phrase","","","",""
"de.lex.er-schlaegt-das-wort-nach","He looks the word up.","Er schlägt das Wort nach.","","phrase","","","",""
"de.lex.er-setzt-sich","He sits down.","Er setzt sich.","","phrase","","","",""
"de.lex.er-sie-es-darf","he / she / it may","er/sie/es darf","","phrase","","","",""
"de.lex.er-sie-es-faehrt","he / she / it drives","er/sie/es fährt","","phrase","","","",""
"de.lex.er-sie-es-faellt","he / she / it falls","er/sie/es fällt","","phrase","","","",""
"de.lex.er-sie-es-gibt","he / she / it gives","er/sie/es gibt","","phrase","","","",""
"de.lex.er-sie-es-haelt","he / she / it holds","er/sie/es hält","","phrase","","","",""
"de.lex.er-sie-es-hat","he / she / it has","er/sie/es hat","","phrase","","","",""
"de.lex.er-sie-es-hatte","he / she / it had","er/sie/es hatte","","phrase","","","",""
"de.lex.er-sie-es-hilft","he / she / it helps","er/sie/es hilft","","phrase","","","",""
"de.lex.er-sie-es-isst","he / she / it eats","er/sie/es isst","","phrase","","","",""
"de.lex.er-sie-es-ist","he / she / it is","er/sie/es ist","","phrase","","","",""
"de.lex.er-sie-es-kann","he / she / it can","er/sie/es kann","","phrase","","","",""
"de.lex.er-sie-es-laeuft","he / she / it runs","er/sie/es läuft","","phrase","","","",""
"de.lex.er-sie-es-liest","he / she / it reads","er/sie/es liest","","phrase","","","",""
"de.lex.er-sie-es-mag","he / she / it likes","er/sie/es mag","","phrase","","","",""
"de.lex.er-sie-es-moechte","he / she / it would like","er/sie/es möchte","","phrase","","","",""
"de.lex.er-sie-es-muss","he / she / it must","er/sie/es muss","","phrase","","","",""
"de.lex.er-sie-es-nimmt","he / she / it takes","er/sie/es nimmt","","phrase","","","",""
"de.lex.er-sie-es-schlaeft","he / she / it sleeps","er/sie/es schläft","","phrase","","","",""
"de.lex.er-sie-es-sieht","he / she / it sees","er/sie/es sieht","","phrase","","","",""
"de.lex.er-sie-es-soll","he / she / it should","er/sie/es soll","","phrase","","","",""
"de.lex.er-sie-es-spricht","he / she / it speaks","er/sie/es spricht","","phrase","","","",""
"de.lex.er-sie-es-traegt","he / she / it carries","er/sie/es trägt","","phrase","","","",""
"de.lex.er-sie-es-trifft","he / she / it meets","er/sie/es trifft","","phrase","","","",""
"de.lex.er-sie-es-waescht","he / she / it washes","er/sie/es wäscht","","phrase","","","",""
"de.lex.er-sie-es-war","he / she / it was","er/sie/es war","","phrase","","","",""
"de.lex.er-sie-es-weiss","he / she / it knows","er/sie/es weiß","","phrase","","","",""
"de.lex.er-sie-es-will","he / she / it wants","er/sie/es will","","phrase","","","",""
"de.lex.er-sie-es-wird","he / she / it becomes","er/sie/es wird","","phrase","","","",""
"de.lex.er-sie-es-wirft","he / she / it throws","er/sie/es wirft","","phrase","","","",""
"de.lex.er-sie-es-wurde","he / she / it became","er/sie/es wurde","","phrase","","","",""
"de.lex.er-sie-waere","he / she would be","er/sie wäre","","phrase","","","",""
"de.lex.er-sieht-seinem-vater-aehnlich","He looks like his father.","Er sieht seinem Vater ähnlich.","","phrase","","","",""
"de.lex.er-sollte.he-should","he should","er sollte","","phrase","he should","","",""
"de.lex.er-sollte.he-was-supposed-to","he was supposed to","er sollte","","phrase","he was supposed to","","",""
"de.lex.er-steht-frueh-auf","He gets up early.","Er steht früh auf.","","phrase","","","",""
"de.lex.er-wollte","he wanted","er wollte","","phrase","","","",""
"de.lex.erbse","pea","Erbse","die","noun","","","",""
"de.lex.erdapfel-statt-kartoffel","potato (Austrian)","Erdapfel (statt Kartoffel)","der","phrase","","","",""
"de.lex.erdbeere","strawberry","Erdbeere","die","noun","","","",""
"de.lex.erde","earth","Erde","die","noun","","","",""
"de.lex.erfahren","experienced","erfahren","","verb","","","",""
"de.lex.erfahrung","experience","Erfahrung","die","noun","","","",""
"de.lex.erfindung","invention","Erfindung","die","noun","","","",""
"de.lex.erfolg","success","Erfolg","der","noun","","","",""
"de.lex.ergaenzung","the addition","Ergänzung","die","noun","","","",""
"de.lex.ergebnis","result","Ergebnis","das","noun","","","",""
"de.lex.erhalten-erhalten","to receive → received","erhalten → erhalten","","phrase","","","",""
"de.lex.erhoehen-steigern","to increase","erhöhen / steigern","","phrase","","","",""
"de.lex.erhoehung","the increase","Erhöhung","die","noun","","","",""
"de.lex.erinnerung.memory","memory","Erinnerung","die","noun","memory","","",""
"de.lex.erinnerung.reminder","reminder","Erinnerung","die","noun","reminder","","",""
"de.lex.erkaeltung","cold (illness)","Erkältung","die","noun","","","",""
"de.lex.erklaeren","to explain","erklären","","verb","","","",""
"de.lex.erlauben","to allow","erlauben","","verb","","","",""
"de.lex.erlauben-sie-mir-zu-klaeren","Allow me to clarify.","Erlauben Sie mir zu klären.","","phrase","","","",""
"de.lex.erlaubnis","the permission","Erlaubnis","die","noun","","","",""
"de.lex.erleichterung","relief","Erleichterung","die","noun","","","",""
"de.lex.erneuerbare-energie","renewable energy","erneuerbare Energie","die","phrase","","","",""
"de.lex.ernst","serious","ernst","","word","","","",""
"de.lex.erreichen","to reach","erreichen","","verb","","","",""
"de.lex.erschrecken","to frighten / to be startled","erschrecken","","verb","","","",""
"de.lex.ersparnisse","savings","Ersparnisse","die","noun","","","",""
"de.lex.erst","first / only just","erst","","function","","","",""
"de.lex.erste","first","erste","","adjective","","A0","",""
"de.lex.erste-hilfe","first aid","Erste Hilfe","die","phrase","","","",""
"de.lex.erste-hilfe-set","first aid kit","Erste-Hilfe-Set","das","noun","","","",""
"de.lex.erste-klasse","first class","erste Klasse","die","phrase","","","",""
"de.lex.erstellen-schaffen","to create","erstellen / schaffen","","phrase","","","",""
"de.lex.erwachsene","adult (f)","Erwachsene","die","noun","","","",""
"de.lex.erwachsener","adult (m)","Erwachsener","der","noun","","","",""
"de.lex.erzaehl-mir","Tell me! (du)","Erzähl mir!","","phrase","","","",""
"de.lex.erzaehlen","to tell","erzählen","","verb","","","",""
"de.lex.es","it / she (for a neuter noun)","es","","function","","","",""
"de.lex.es-dauert-nicht-lange","It won't take long.","Es dauert nicht lange.","","phrase","","","",""
"de.lex.es-gefaellt-mir","I like it.","Es gefällt mir.","","phrase","","","",""
"de.lex.es-gefaellt-mir-nicht","I don't like it.","Es gefällt mir nicht.","","phrase","","","",""
"de.lex.es-geht-nicht-ums-gewinnen","This is not about winning.","Es geht nicht ums Gewinnen.","","phrase","","","",""
"de.lex.es-geht-so","So so.","Es geht so.","","phrase","","","",""
"de.lex.es-haengt-davon-ab","It depends on it.","Es hängt davon ab.","","phrase","","","",""
"de.lex.es-haengt-von-ab","It depends on...","Es hängt von... ab.","","phrase","","","",""
"de.lex.es-ist-3-uhr","It is 3 o'clock.","Es ist 3 Uhr.","","phrase","","","",""
"de.lex.es-ist-egal","It doesn't matter.","Es ist egal.","","phrase","","","",""
"de.lex.es-ist-ein-notfall","It's an emergency.","Es ist ein Notfall.","","phrase","","","",""
"de.lex.es-ist-erwaehnenswert-dass","It is worth noting that...","Es ist erwähnenswert, dass...","","phrase","","","",""
"de.lex.es-ist-etwas-zu-eng","It's a bit too tight.","Es ist etwas zu eng.","","phrase","","","",""
"de.lex.es-ist-halb-vier","It is half past 3.","Es ist halb vier.","","phrase","","","",""
"de.lex.es-ist-kalt","It's cold.","Es ist kalt.","","phrase","","","",""
"de.lex.es-ist-mittag","It is noon.","Es ist Mittag.","","phrase","","","",""
"de.lex.es-ist-mitternacht","It is midnight.","Es ist Mitternacht.","","phrase","","","",""
"de.lex.es-ist-sonnig","It's sunny.","Es ist sonnig.","","phrase","","","",""
"de.lex.es-ist-ungefaehr-10-minuten-zu-fuss","It's about 10 minutes on foot.","Es ist ungefähr 10 Minuten zu Fuß.","","phrase","","","",""
"de.lex.es-ist-viertel-nach-drei","It is quarter past 3.","Es ist Viertel nach drei.","","phrase","","","",""
"de.lex.es-ist-viertel-vor-vier","It is quarter to 4.","Es ist Viertel vor vier.","","phrase","","","",""
"de.lex.es-passt-perfekt","It fits perfectly.","Es passt perfekt.","","phrase","","","",""
"de.lex.es-regnet","It's raining.","Es regnet.","","phrase","","","",""
"de.lex.es-scheint-als-ob","It seems like...","Es scheint, als ob...","","phrase","","","",""
"de.lex.es-scheint-dass","it seems that","es scheint, dass","","phrase","","","",""
"de.lex.es-schneit","It's snowing.","Es schneit.","","phrase","","","",""
"de.lex.es-tut-hier-weh","It hurts here.","Es tut hier weh.","","phrase","","","",""
"de.lex.es-tut-mir-leid.i-am-sorry","I am sorry.","Es tut mir leid.","","phrase","i am sorry","","",""
"de.lex.es-tut-mir-leid.i-m-sorry","I'm sorry.","Es tut mir leid.","","phrase","i'm sorry","","",""
"de.lex.es-waere-besser","It would be better to...","Es wäre besser,...","","phrase","","","",""
"de.lex.es-war-anstrengend","It was exhausting.","Es war anstrengend.","","phrase","","","",""
"de.lex.es-war-einmal","once upon a time","es war einmal","","phrase","","","",""
"de.lex.es-war-koestlich","It was delicious!","Es war köstlich!","","phrase","","","",""
"de.lex.es-war-mir-ein-vergnuegen","It was a pleasure.","Es war mir ein Vergnügen.","","phrase","","","",""
"de.lex.essen.eat","to eat","essen","","verb","eat","","",""
"de.lex.essen.food","food","Essen","das","noun","food","","",""
"de.lex.essen-gegessen","to eat → eaten","essen → gegessen","","phrase","","","",""
"de.lex.essen-wir-lass-uns-essen","Let's eat!","Essen wir! / Lass uns essen!","","phrase","","","",""
"de.lex.essig","vinegar","Essig","der","noun","","","",""
"de.lex.esszimmer","dining room","Esszimmer","das","noun","","","",""
"de.lex.etikett","label","Etikett","das","noun","","","",""
"de.lex.etwas","something","etwas","","function","","","",""
"de.lex.etwas-besser","slightly better","etwas besser","","phrase","","","",""
"de.lex.euch","to you (dative, pl.)","euch","","word","","","",""
"de.lex.euch-selbst","yourselves","euch selbst","","phrase","","","",""
"de.lex.eule","owl","Eule","die","noun","","","",""
"de.lex.eventuell","possibly","eventuell","","word","","","",""
"de.lex.evolution","evolution","Evolution","die","noun","","","",""
"de.lex.experiment","experiment (scientific)","Experiment","das","noun","","","",""
"de.lex.export","export","Export","der","noun","","","",""
"de.lex.exportieren","to export","exportieren","","verb","","","",""
"de.lex.expresslieferung","express delivery","Expresslieferung","die","noun","","","",""
"de.lex.extrem","extreme","extrem","","word","","","",""
"de.lex.fabrik","factory","Fabrik","die","noun","","","",""
"de.lex.fach","subject","Fach","das","noun","","","",""
"de.lex.faden","thread","Faden","der","noun","","","",""
"de.lex.faehigkeit","skill","Fähigkeit","die","noun","","","",""
"de.lex.fahren","to drive","fahren","","verb","","","",""
"de.lex.fahren-fahrer-fahrt-fahrzeug","to drive → driver → ride → vehicle","fahren → Fahrer → Fahrt → Fahrzeug","","phrase","","","",""
"de.lex.fahren-gefahren","to drive → driven","fahren → gefahren","","phrase","","","",""
"de.lex.fahrer","driver","Fahrer","der","noun","","","",""
"de.lex.fahrkarte","ticket","Fahrkarte","die","noun","","","",""
"de.lex.fahrrad.bicycle","bicycle","Fahrrad","das","noun","bicycle","","",""
"de.lex.fahrrad.bike","bike","Fahrrad","das","noun","bike","","",""
"de.lex.fahrradweg","bicycle lane","Fahrradweg","der","noun","","","",""
"de.lex.fahrt","trip / ride","Fahrt","die","noun","","","",""
"de.lex.falk","Falk","Falk","","name","","A0","",""
"de.lex.fall","the case","Fall","der","noun","","","",""
"de.lex.fallen","to fall","fallen","","verb","","","",""
"de.lex.fallen-gefallen","to fall → fallen","fallen → gefallen","","phrase","","","",""
"de.lex.falsch","FALSE","falsch","","word","","","",""
"de.lex.falsch-liegen-sich-irren","to be wrong","falsch liegen / sich irren","","phrase","","","",""
"de.lex.falten","wrinkles","Falten","die","noun","","","",""
"de.lex.familie","family","Familie","die","noun","","","",""
"de.lex.fangen","to catch","fangen","","verb","","","",""
"de.lex.fangen-wir-an","Let's start!","Fangen wir an!","","phrase","","","",""
"de.lex.farbe","the color","Farbe","die","noun","","","",""
"de.lex.fast","almost","fast","","word","","","",""
"de.lex.faul","lazy","faul","","word","","","",""
"de.lex.faultier","sloth (animal)","Faultier","das","noun","","","",""
"de.lex.februar","February","Februar","der","noun","","","",""
"de.lex.feder","feather / pen","Feder","die","noun","","","",""
"de.lex.feedback","feedback","Feedback","das","noun","","","",""
"de.lex.fehlen","to be missing","fehlen","","verb","","A0","",""
"de.lex.fehler.bug","bug","Fehler","der","noun","bug","","",""
"de.lex.fehler.mistake","mistake","Fehler","der","noun","mistake","","",""
"de.lex.feierabend-machen","to call it a day","Feierabend machen","","phrase","","","",""
"de.lex.feiern","to celebrate","feiern","","verb","","","",""
"de.lex.feige","cowardly","feige","","word","","","",""
"de.lex.fein","fine / finest","fein","","word","","","",""
"de.lex.feind","enemy","Feind","der","noun","","","",""
"de.lex.feld","field","Feld","das","noun","","","",""
"de.lex.fenster","window","Fenster","das","noun","","","",""
"de.lex.fensterplatz","window seat","Fensterplatz","der","noun","","","",""
"de.lex.ferien","vacation","Ferien","die","noun","","","",""
"de.lex.fern","far","fern","","verb","","","",""
"de.lex.ferne","distance / faraway place","Ferne","die","noun","","","",""
"de.lex.fernseher","television","Fernseher","der","noun","","","",""
"de.lex.fest","firm / solid / fixed","fest","","word","","","",""
"de.lex.fett","fat (adjective)","fett","","word","","","",""
"de.lex.feuer","fire","Feuer","das","noun","","","",""
"de.lex.feueralarm","fire alarm","Feueralarm","der","noun","","","",""
"de.lex.feuerloescher","fire extinguisher","Feuerlöscher","der","noun","","","",""
"de.lex.feuerwache","fire station","Feuerwache","die","noun","","","",""
"de.lex.feuerwehrmann","firefighter","Feuerwehrmann","der","noun","","","",""
"de.lex.feuerwerk","fireworks","Feuerwerk","das","noun","","","",""
"de.lex.feuerzeug","lighter","Feuerzeug","das","noun","","","",""
"de.lex.fieber","fever","Fieber","das","noun","","","",""
"de.lex.film","film / movie","Film","der","noun","","","",""
"de.lex.finanzieren","to fund","finanzieren","","verb","","","",""
"de.lex.finden","to find","finden","","verb","","","",""
"de.lex.finden-gefunden","to find → found","finden → gefunden","","phrase","","","",""
"de.lex.finger","finger","Finger","der","noun","","","",""
"de.lex.firma","company","Firma","die","noun","","","",""
"de.lex.fisch","fish","Fisch","der","noun","","","",""
"de.lex.fitnessstudio","gym","Fitnessstudio","das","noun","","","",""
"de.lex.flach","flat","flach","","word","","","",""
"de.lex.flamme","flame","Flamme","die","noun","","","",""
"de.lex.flasche","bottle","Flasche","die","noun","","","",""
"de.lex.fledermaus","bat (animal)","Fledermaus","die","noun","","","",""
"de.lex.fleisch","meat","Fleisch","das","noun","","","",""
"de.lex.fleissig","diligent","fleißig","","word","","","",""
"de.lex.fleissig-arbeitsam","hardworking","fleißig / arbeitsam","","phrase","","","",""
"de.lex.flexibel","flexible","flexibel","","word","","","",""
"de.lex.fliege","fly","Fliege","die","noun","","","",""
"de.lex.fliegen","to fly","fliegen","","verb","","","",""
"de.lex.fliegen-geflogen","to fly → flown","fliegen → geflogen","","phrase","","","",""
"de.lex.fliessen","to flow","fließen","","verb","","","",""
"de.lex.fluegel","wing","Flügel","der","noun","","","",""
"de.lex.flughafen","airport","Flughafen","der","noun","","","",""
"de.lex.flugzeug.airplane","airplane","Flugzeug","das","noun","airplane","","",""
"de.lex.flugzeug.plane","plane","Flugzeug","das","noun","plane","","",""
"de.lex.flur","hallway","Flur","der","noun","","","",""
"de.lex.fluss","river","Fluss","der","noun","","","",""
"de.lex.flut","flood / high tide","Flut","die","noun","","","",""
"de.lex.fohlen","foal","Fohlen","das","noun","","","",""
"de.lex.folge","episode","Folge","die","noun","","","",""
"de.lex.folgen","to follow","folgen","","verb","","","",""
"de.lex.form","the shape","Form","die","noun","","","",""
"de.lex.forschung","research","Forschung","die","noun","","","",""
"de.lex.forschungsarbeit","research paper","Forschungsarbeit","die","noun","","","",""
"de.lex.fortschritt","progress","Fortschritt","der","noun","","","",""
"de.lex.fortschritte-machen","to make progress","Fortschritte machen","","phrase","","","",""
"de.lex.foto","photo","Foto","das","noun","","","",""
"de.lex.fotograf","photographer","Fotograf","der","noun","","","",""
"de.lex.fotografie","photography","Fotografie","die","noun","","","",""
"de.lex.fotografieren","to photograph","fotografieren","","verb","","","",""
"de.lex.frage","question","Frage","die","noun","","","",""
"de.lex.fragen","to ask","fragen","","verb","","","",""
"de.lex.frau","woman","Frau","die","noun","","","",""
"de.lex.frei","free","frei","","word","","","",""
"de.lex.freiheit","freedom","Freiheit","die","noun","","","",""
"de.lex.freitag","Friday","Freitag","der","noun","","","",""
"de.lex.freizeit.free-time","free time","Freizeit","die","noun","free time","","",""
"de.lex.freizeit.leisure","leisure","Freizeit","die","noun","leisure","","",""
"de.lex.fremde","stranger (f)","Fremde","die","noun","","","",""
"de.lex.fremder","stranger (m)","Fremder","der","noun","","","",""
"de.lex.fremdsprache","foreign language","Fremdsprache","die","noun","","","",""
"de.lex.frequenz","frequency","Frequenz","die","noun","","","",""
"de.lex.freude","joy","Freude","die","noun","","","",""
"de.lex.freund","friend","Freund","der","noun","","","",""
"de.lex.freund-freundschaft-freundlich","friend → friendship → friendly","Freund → Freundschaft → freundlich","","phrase","","","",""
"de.lex.freundin.female-friend","female friend","Freundin","die","noun","female friend","","",""
"de.lex.freundin.friend","friend (f)","Freundin","die","noun","friend","","",""
"de.lex.freundlich","kind","freundlich","","word","","","",""
"de.lex.freundliche-gruesse","Kind regards,","Freundliche Grüße,","","phrase","","","",""
"de.lex.freundschaft","friendship","Freundschaft","die","noun","","","",""
"de.lex.freut-mich","Nice to meet you.","Freut mich.","","phrase","","","",""
"de.lex.frieden","peace","Frieden","der","noun","","","",""
"de.lex.frieren","to freeze / be cold","frieren","","verb","","","",""
"de.lex.frisch","fresh","frisch","","word","","","",""
"de.lex.frist","deadline","Frist","die","noun","","","",""
"de.lex.froehlich","merry / cheerful","fröhlich","","word","","","",""
"de.lex.frohe-weihnachten","Merry Christmas!","Frohe Weihnachten!","","phrase","","","",""
"de.lex.frohes-neues-jahr","Happy New Year!","Frohes Neues Jahr!","","phrase","","","",""
"de.lex.fromm","devout / pious","fromm","","word","","","",""
"de.lex.frosch","frog","Frosch","der","noun","","","",""
"de.lex.frost","frost","Frost","der","noun","","","",""
"de.lex.frueh","early","früh","","word","","","",""
"de.lex.frueher-oder-spaeter","sooner or later","früher oder später","","phrase","","","",""
"de.lex.fruehling","spring","Frühling","der","noun","","","",""
"de.lex.fruehstueck","breakfast","Frühstück","das","noun","","","",""
"de.lex.fuchs","fox","Fuchs","der","noun","","","",""
"de.lex.fuehlen","to feel","fühlen","","verb","","","",""
"de.lex.fuehren","to lead","führen","","verb","","","",""
"de.lex.fuehrerschein","driving license","Führerschein","der","noun","","","",""
"de.lex.fuenf","five","fünf","","word","","","",""
"de.lex.fuenft","fifth","fünft-","","word","","","",""
"de.lex.fuenfzehn","fifteen","fünfzehn","","word","","","",""
"de.lex.fuenfzig","fifty","fünfzig","","word","","","",""
"de.lex.fuer","for","für","","function","","","",""
"de.lex.fuer-den-moment-ist-es-okay","It is fine for now.","Für den Moment ist es okay.","","phrase","","","",""
"de.lex.fuerchten","to fear","fürchten","","verb","","","",""
"de.lex.funktion","the function","Funktion","die","noun","","","",""
"de.lex.funktionieren","to work / function","funktionieren","","verb","","","",""
"de.lex.furcht","fear","Furcht","die","noun","","","",""
"de.lex.fusion","merger","Fusion","die","noun","","","",""
"de.lex.fuss","foot","Fuß","der","noun","","","",""
"de.lex.fussball","football / soccer","Fußball","der","noun","","","",""
"de.lex.fussball-spielen","to play football","Fußball spielen","","phrase","","","",""
"de.lex.fussgaengerueberweg","pedestrian crossing","Fußgängerüberweg","der","noun","","","",""
"de.lex.gabel","fork","Gabel","die","noun","","","",""
"de.lex.gaehnen","to yawn","gähnen","","verb","","","",""
"de.lex.gaertnern","gardening","Gärtnern","das","noun","","","",""
"de.lex.galgen","gallows","Galgen","der","noun","","","",""
"de.lex.gangplatz","aisle seat","Gangplatz","der","noun","","","",""
"de.lex.gans","goose","Gans","die","noun","","","",""
"de.lex.ganz","whole / entire","ganz","","word","","","",""
"de.lex.ganz-ehrlich","Honestly?","Ganz ehrlich?","","phrase","","","",""
"de.lex.ganz-ohr-sein","to be all ears","ganz Ohr sein","","phrase","","","",""
"de.lex.ganze","the whole","Ganze","das","noun","","","",""
"de.lex.gar-nicht","not at all","gar nicht","","phrase","","","",""
"de.lex.gar-nichts","nothing at all","gar nichts","","phrase","","","",""
"de.lex.garage","garage","Garage","die","noun","","","",""
"de.lex.garn","yarn / thread","Garn","das","noun","","","",""
"de.lex.garten","garden","Garten","der","noun","","","",""
"de.lex.gast","guest","Gast","der","noun","","","",""
"de.lex.gebaeude","building","Gebäude","das","noun","","","",""
"de.lex.gebaut-werden","to be built","gebaut werden","","phrase","","","",""
"de.lex.geben","to give","geben","","verb","","","",""
"de.lex.geben-gegeben","to give → given","geben → gegeben","","phrase","","","",""
"de.lex.gebildet","educated","gebildet","","word","","","",""
"de.lex.geboren-werden","to be born","geboren werden","","phrase","","","",""
"de.lex.gebraeunte-haut","tanned skin","gebräunte Haut","","phrase","","","",""
"de.lex.gebraucht-second-hand","second-hand","gebraucht / Second-Hand","","phrase","","","",""
"de.lex.geburtstag","birthday","Geburtstag","der","noun","","","",""
"de.lex.gedanke","thought","Gedanke","der","noun","","","",""
"de.lex.geduldig","patient","geduldig","","word","","","",""
"de.lex.gefaehrlich","dangerous","gefährlich","","word","","","",""
"de.lex.gefahr","danger","Gefahr","die","noun","","","",""
"de.lex.gefuehl","feeling","Gefühl","das","noun","","","",""
"de.lex.gefunden-werden","to be found","gefunden werden","","phrase","","","",""
"de.lex.gegen","against","gegen","","verb","","","",""
"de.lex.gegenueber","opposite (Dativ)","gegenüber","","word","","","",""
"de.lex.gegenueber-dem-bahnhof","opposite the station","gegenüber dem Bahnhof","","phrase","","","",""
"de.lex.gegenwart","present","Gegenwart","die","noun","","","",""
"de.lex.geh","Go! (du)","Geh!","","noun","","","",""
"de.lex.gehalt","salary","Gehalt","das","noun","","","",""
"de.lex.gehen.go","to go","gehen","","verb","go","","",""
"de.lex.gehen.go-on-foot","to go on foot / walk","gehen","","verb","go on foot","","",""
"de.lex.gehen-gegangen","to go → gone","gehen → gegangen","","phrase","","","",""
"de.lex.gehen-sie-geradeaus","Go straight ahead.","Gehen Sie geradeaus.","","phrase","","","",""
"de.lex.gehen-wir-lass-uns-gehen","Let's go!","Gehen wir! / Lass uns gehen!","","phrase","","","",""
"de.lex.gehirn","brain","Gehirn","das","noun","","","",""
"de.lex.gehoeren","to belong","gehören","","verb","","A0","",""
"de.lex.geige","violin","Geige","die","noun","","","",""
"de.lex.geist","spirit / ghost","Geist","der","noun","","","",""
"de.lex.geistige-gesundheit","mental health","geistige Gesundheit","die","phrase","","","",""
"de.lex.gelb","yellow","gelb","","word","","","",""
"de.lex.geld","money","Geld","das","noun","","","",""
"de.lex.geldautomat","cash machine / ATM","Geldautomat","der","noun","","","",""
"de.lex.geldboerse","wallet","Geldbörse","die","noun","","","",""
"de.lex.geldschein","banknote","Geldschein","der","noun","","","",""
"de.lex.gemein","mean","gemein","","word","","","",""
"de.lex.gemeinschaft","the community","Gemeinschaft","die","noun","","","",""
"de.lex.gemuese","vegetables","Gemüse","das","noun","","","",""
"de.lex.gen","gene","Gen","das","noun","","","",""
"de.lex.genau","Exactly.","Genau.","","noun","","","",""
"de.lex.genauso-gross-wie","as big as","genauso groß wie","","phrase","","","",""
