english,target,article,plural,type,register,tags,note,alternatives,article_prompt
end,Ende,das,Enden,noun,neutral,"time,basics,A1",,,TRUE
duration,Dauer,die,,noun,neutral,"time,B1",Usually uncountable.,,TRUE
period / timeframe,Zeitraum,der,Zeiträume,noun,neutral,"time,work,B1",,,TRUE
delay (general),Verzögerung,die,Verzögerungen,noun,neutral,"time,work,B1",,,TRUE
health,Gesundheit,die,,noun,neutral,"health,basics,A2",Usually uncountable.,,TRUE
illness,Krankheit,die,Krankheiten,noun,neutral,"health,basics,A2",,,TRUE
pain,Schmerz,der,Schmerzen,noun,neutral,"health,basics,A2",Often used in plural: 'Schmerzen haben'.,,TRUE
headache,Kopfschmerzen,die,,noun,neutral,"health,basics,A2",Always plural.,,TRUE
fever,Fieber,das,,noun,neutral,"health,basics,A2",Usually uncountable.,,TRUE
allergy,Allergie,die,Allergien,noun,neutral,"health,basics,A2",,,TRUE
medicine,Medikament,das,Medikamente,noun,neutral,"health,basics,A2",,,TRUE
prescription,Rezept,das,Rezepte,noun,neutral,"health,basics,B1",Also: recipe.,,TRUE
doctor,Arzt / Ärztin,der,Ärzte,noun,neutral,"health,basics,A1",,,TRUE
nurse,Krankenpfleger / Krankenpflegerin,der,Krankenpfleger,noun,neutral,"health,B1",Plural same as singular for masculine.,,TRUE
emergency,Notfall,der,Notfälle,noun,neutral,"health,emergency,A2",,,TRUE
ambulance,Krankenwagen,der,Krankenwagen,noun,neutral,"health,emergency,A2",Plural same as singular.,,TRUE
operation,Operation,die,Operationen,noun,neutral,"health,B1",,,TRUE
appointment (medical),Termin,der,Termine,noun,neutral,"health,A2",Same word as work appointment.,,TRUE
insurance,Versicherung,die,Versicherungen,noun,neutral,"health,work,B1",,,TRUE
word,Wort,das,Wörter,noun,neutral,"language,basics,A1",'Wörter' = individual words; 'Worte' = words with meaning/weight.,,TRUE
sentence,Satz,der,Sätze,noun,neutral,"language,basics,A2",,,TRUE
text,Text,der,Texte,noun,neutral,"language,basics,A2",,,TRUE
language,Sprache,die,Sprachen,noun,neutral,"language,basics,A1",,,TRUE
translation,Übersetzung,die,Übersetzungen,noun,neutral,"language,B1",,,TRUE
vocabulary,Vokabular,das,Vokabulare,noun,neutral,"language,B1",,,TRUE
grammar,Grammatik,die,,noun,neutral,"language,A2",Usually uncountable.,,TRUE
accent,Akzent,der,Akzente,noun,neutral,"language,B1",,,TRUE
pronunciation,Aussprache,die,,noun,neutral,"language,B1",Usually uncountable.,,TRUE
phone,Handy,das,Handys,noun,neutral,"communication,basics,A1",Handy is the standard German word (originally from English but used differently).,,TRUE
call,Anruf,der,Anrufe,noun,neutral,"communication,basics,A1",,,TRUE
text message,Nachricht,die,Nachrichten,noun,neutral,"communication,basics,A1",,,TRUE
voice message,Sprachnachricht,die,Sprachnachrichten,noun,neutral,"communication,B1",,,TRUE
notification,Benachrichtigung,die,Benachrichtigungen,noun,neutral,"communication,digital,B1",,,TRUE
chat,Chat,der,Chats,noun,neutral,"communication,digital,A2",,,TRUE
video call,Videoanruf,der,Videoanrufe,noun,neutral,"communication,work,B1",,,TRUE
meeting (online),Online-Meeting,das,Online-Meetings,noun,neutral,"communication,work,B1",,,TRUE
address,Adresse,die,Adressen,noun,neutral,"communication,basics,A2",,,TRUE
number,Nummer,die,Nummern,noun,neutral,"communication,basics,A1",,,TRUE
password,Passwort,das,Passwörter,noun,neutral,"communication,digital,A2",,,TRUE
username,Benutzername,der,Benutzernamen,noun,neutral,"communication,digital,B1",,,TRUE
link,Link,der,Links,noun,neutral,"communication,digital,A2",,,TRUE
website,Website,die,Websites,noun,neutral,"communication,digital,A2",,,TRUE
body,Körper,der,Körper,noun,neutral,"health,basics,A2",Plural same as singular.,,TRUE
head,Kopf,der,Köpfe,noun,neutral,"health,basics,A1",,,TRUE
face,Gesicht,das,Gesichter,noun,neutral,"health,basics,A2",,,TRUE
eye,Auge,das,Augen,noun,neutral,"health,basics,A1",,,TRUE
ear,Ohr,das,Ohren,noun,neutral,"health,basics,A1",,,TRUE
nose,Nase,die,Nasen,noun,neutral,"health,basics,A1",,,TRUE
mouth,Mund,der,Münder,noun,neutral,"health,basics,A1",,,TRUE
hand,Hand,die,Hände,noun,neutral,"health,basics,A1",,,TRUE
arm,Arm,der,Arme,noun,neutral,"health,basics,A1",,,TRUE
leg,Bein,das,Beine,noun,neutral,"health,basics,A1",,,TRUE
foot,Fuß,der,Füße,noun,neutral,"health,basics,A1",,,TRUE
back,Rücken,der,Rücken,noun,neutral,"health,basics,A2",Plural same as singular.,,TRUE
stomach,Bauch,der,Bäuche,noun,neutral,"health,basics,A2",,,TRUE
heart,Herz,das,Herzen,noun,neutral,"health,basics,A2",,,TRUE
chest,Brust,die,Brüste,noun,neutral,"health,basics,A2",,,TRUE
shoulder,Schulter,die,Schultern,noun,neutral,"health,basics,A2",,,TRUE
neck,Hals,der,Hälse,noun,neutral,"health,basics,A2",Also: throat.,,TRUE
money,Geld,das,,noun,neutral,"basics,A1",Usually uncountable.,,TRUE
price,Preis,der,Preise,noun,neutral,"shopping,basics,A1",,,TRUE
cost,Kosten,die,,noun,neutral,"work,shopping,A2",Always plural.,,TRUE
payment,Zahlung,die,Zahlungen,noun,neutral,"shopping,work,B1",,,TRUE
cash,Bargeld,das,,noun,neutral,"shopping,basics,A2",Usually uncountable.,,TRUE
card,Karte,die,Karten,noun,neutral,"shopping,basics,A1","Payment card, map, or card in general.",,TRUE
receipt,Quittung,die,Quittungen,noun,neutral,"shopping,basics,A2",,,TRUE
discount,Rabatt,der,Rabatte,noun,neutral,"shopping,B1",,,TRUE
offer / deal,Angebot,das,Angebote,noun,neutral,"shopping,B1",,,TRUE
bag,Tasche,die,Taschen,noun,neutral,"shopping,basics,A1",Also: handbag.,,TRUE
wallet,Geldbörse,die,Geldbörsen,noun,neutral,"shopping,basics,A2",,Portemonnaie,TRUE
size,Größe,die,Größen,noun,neutral,"shopping,basics,A2",Also means 'height'.,,TRUE
colour,Farbe,die,Farben,noun,neutral,"basics,A1",,,TRUE
material,Material,das,Materialien,noun,neutral,"shopping,bim,A2",,,TRUE
weight,Gewicht,das,Gewichte,noun,neutral,"basics,A2",,,TRUE
length,Länge,die,Längen,noun,neutral,"basics,A2",,,TRUE
width,Breite,die,Breiten,noun,neutral,"basics,bim,A2",,,TRUE
height,Höhe,die,Höhen,noun,neutral,"basics,bim,A2",,,TRUE
depth,Tiefe,die,Tiefen,noun,neutral,"basics,bim,B1",,,TRUE
distance,Entfernung,die,Entfernungen,noun,neutral,"basics,B1",,,TRUE
area,Fläche,die,Flächen,noun,neutral,"bim,basics,B1",,,TRUE
volume,Volumen,das,Volumen,noun,neutral,"bim,basics,B1",Plural same as singular.,,TRUE
measurement,Maß,das,Maße,noun,neutral,"bim,basics,B1",,,TRUE
scale,Maßstab,der,Maßstäbe,noun,neutral,"bim,architecture,B1",,,TRUE
level,Niveau,das,Niveaus,noun,neutral,"bim,basics,B1",,,TRUE
axis,Achse,die,Achsen,noun,neutral,"bim,B2",,,TRUE
point,Punkt,der,Punkte,noun,neutral,"bim,basics,A2",,,TRUE
line,Linie,die,Linien,noun,neutral,"bim,basics,A2",,,TRUE
surface,Oberfläche,die,Oberflächen,noun,neutral,"bim,basics,B1",,,TRUE
edge,Kante,die,Kanten,noun,neutral,"bim,basics,B1",,,TRUE
angle,Winkel,der,Winkel,noun,neutral,"bim,basics,B1",Plural same as singular.,,TRUE
load,Last,die,Lasten,noun,neutral,"bim,architecture,B1",,,TRUE
tension,Spannung,die,Spannungen,noun,neutral,"bim,architecture,B1",Also: excitement / suspense.,,TRUE
foundation,Fundament,das,Fundamente,noun,neutral,"bim,architecture,B1",,,TRUE
insulation,Dämmung,die,Dämmungen,noun,neutral,"bim,architecture,B2",,,TRUE
pipe,Rohr,das,Rohre,noun,neutral,"bim,architecture,B1",,,TRUE
cable,Kabel,das,Kabel,noun,neutral,"bim,architecture,A2",Plural same as singular.,,TRUE
ventilation,Lüftung,die,Lüftungen,noun,neutral,"bim,architecture,B2",,,TRUE
sanitary,Sanitär,das,,noun,neutral,"bim,architecture,B2",Usually used adjectivally or uncountable.,,TRUE
fire protection,Brandschutz,der,,noun,neutral,"bim,architecture,B2",Usually uncountable.,,TRUE
certificate,Zertifikat,das,Zertifikate,noun,neutral,"work,bim,B1",,,TRUE
approval,Genehmigung,die,Genehmigungen,noun,neutral,"work,bim,B1",,,TRUE
specification,Leistungsverzeichnis,das,Leistungsverzeichnisse,noun,neutral,"bim,work,B2",Formal tender/spec document.,LV,TRUE
standard,Norm,die,Normen,noun,neutral,"bim,work,B1",,,TRUE
regulation,Vorschrift,die,Vorschriften,noun,neutral,"bim,work,B1",,,TRUE
guideline,Richtlinie,die,Richtlinien,noun,neutral,"bim,work,B1",,,TRUE
revision,Überarbeitung,die,Überarbeitungen,noun,neutral,"work,bim,B1",,,TRUE
status,Status,der,Status,noun,neutral,"work,bim,B1",Plural same as singular.,,TRUE
note,Notiz,die,Notizen,noun,neutral,"work,basics,A2",,,TRUE
comment,Kommentar,der,Kommentare,noun,neutral,"work,basics,B1",,,TRUE
view,Ansicht,die,Ansichten,noun,neutral,"bim,communication,B1",Also: architectural elevation.,,TRUE
perspective,Perspektive,die,Perspektiven,noun,neutral,"abstract,work,B1",,,TRUE
position,Position,die,Positionen,noun,neutral,"work,basics,A2",,,TRUE
role,Rolle,die,Rollen,noun,neutral,"work,basics,B1",,,TRUE
responsibility (specific),Zuständigkeit,die,Zuständigkeiten,noun,neutral,"work,B1",Specific area of responsibility.,,TRUE
authority,Befugnis,die,Befugnisse,noun,neutral,"work,B2",,,TRUE
decision-maker,Entscheidungsträger,der,Entscheidungsträger,noun,neutral,"work,B2",Plural same as singular.,,TRUE
stakeholder,Stakeholder,der,Stakeholder,noun,neutral,"work,B2",Plural same as singular.,,TRUE
team,Team,das,Teams,noun,neutral,"work,basics,A2",,,TRUE
department,Abteilung,die,Abteilungen,noun,neutral,"work,B1",,,TRUE
manager,Manager / Managerin,der,Manager,noun,neutral,"work,B1",Plural same as singular.,,TRUE
leader,Leiter / Leiterin,der,Leiter,noun,neutral,"work,B1",Plural same as singular.,,TRUE
consultant,Berater / Beraterin,der,Berater,noun,neutral,"work,B2",Plural same as singular.,,TRUE
architect,Architekt / Architektin,der,Architekten,noun,neutral,"work,bim,B1",,,TRUE
engineer,Ingenieur / Ingenieurin,der,Ingenieure,noun,neutral,"work,bim,B1",,,TRUE
planner,Planer / Planerin,der,Planer,noun,neutral,"work,bim,B1",Plural same as singular.,,TRUE
contractor,Auftragnehmer,der,Auftragnehmer,noun,neutral,"work,bim,B1",Plural same as singular.,,TRUE
subcontractor,Nachunternehmer,der,Nachunternehmer,noun,neutral,"work,bim,B2",Plural same as singular.,,TRUE
number (abstract),Zahl,die,Zahlen,noun,neutral,"basics,A2",'Zahl' = number (abstract). 'Nummer' = number (identifier).,,TRUE
calculation,Berechnung,die,Berechnungen,noun,neutral,"work,bim,B1",,,TRUE
formula,Formel,die,Formeln,noun,neutral,"work,bim,B1",,,TRUE
table (data),Tabelle,die,Tabellen,noun,neutral,"work,basics,B1",Data table — not a furniture table.,,TRUE
list,Liste,die,Listen,noun,neutral,"work,basics,A2",,,TRUE
category,Kategorie,die,Kategorien,noun,neutral,"work,basics,B1",,,TRUE
type,Typ,der,Typen,noun,neutral,"work,basics,B1",,,TRUE
class,Klasse,die,Klassen,noun,neutral,"work,basics,A2",,,TRUE
property,Eigenschaft,die,Eigenschaften,noun,neutral,"work,bim,B1",,,TRUE
attribute,Attribut,das,Attribute,noun,neutral,"work,bim,B1",,,TRUE
value (data),Wert,der,Werte,noun,neutral,"work,bim,B1",Also: value (ethical).,,TRUE
object,Objekt,das,Objekte,noun,neutral,"work,bim,A2",,,TRUE
template,Vorlage,die,Vorlagen,noun,neutral,"work,digital,B1",,,TRUE
copy,Kopie,die,Kopien,noun,neutral,"work,digital,A2",,,TRUE
original,Original,das,Originale,noun,neutral,"work,basics,A2",,,TRUE
step,Schritt,der,Schritte,noun,neutral,"work,basics,A2",,,TRUE
stage,Stufe,die,Stufen,noun,neutral,"work,basics,A2",Also: stair step.,,TRUE
option,Option,die,Optionen,noun,neutral,"work,basics,B1",,,TRUE
alternative,Alternative,die,Alternativen,noun,neutral,"work,basics,B1",,,TRUE
method,Methode,die,Methoden,noun,neutral,"work,basics,B1",,,TRUE
strategy,Strategie,die,Strategien,noun,neutral,"work,B1",,,TRUE
analysis,Analyse,die,Analysen,noun,neutral,"work,B1",,,TRUE
evaluation,Auswertung,die,Auswertungen,noun,neutral,"work,B1",,,TRUE
comparison,Vergleich,der,Vergleiche,noun,neutral,"work,basics,B1",,,TRUE
test,Test,der,Tests,noun,neutral,"work,basics,A2",,,TRUE
check,Prüfung,die,Prüfungen,noun,neutral,"work,B1",Also: exam.,,TRUE
review,Review,das,Reviews,noun,neutral,"work,digital,B1",,,TRUE
approval (sign-off),Freigabe,die,Freigaben,noun,neutral,"work,bim,B1",,,TRUE
change request,Änderungsantrag,der,Änderungsanträge,noun,neutral,"work,bim,B2",,,TRUE
complaint,Beschwerde,die,Beschwerden,noun,neutral,"work,communication,B1",,,TRUE
conflict (scheduling),Terminkonflikt,der,Terminkonflikte,noun,neutral,"work,B1",,,TRUE
access,Zugang,der,Zugänge,noun,neutral,"work,digital,B1",Also: physical access.,,TRUE
permission,Berechtigung,die,Berechtigungen,noun,neutral,"work,digital,B1",,,TRUE
key (digital),Schlüssel,der,Schlüssel,noun,neutral,"work,digital,B1",Same word as physical key. Plural same as singular.,,TRUE
backup,Backup,das,Backups,noun,neutral,"work,digital,B1",,,TRUE
log,Protokoll,das,Protokolle,noun,neutral,"work,digital,B1",Also: meeting minutes.,,TRUE
error message,Fehlermeldung,die,Fehlermeldungen,noun,neutral,"work,digital,B1",,,TRUE
environment,Umgebung,die,Umgebungen,noun,neutral,"work,digital,B1",,,TRUE
test environment,Testumgebung,die,Testumgebungen,noun,neutral,"work,digital,B2",,,TRUE
release,Release,das,Releases,noun,neutral,"work,digital,B1",,,TRUE
feature,Feature,das,Features,noun,neutral,"work,digital,B1",,,TRUE
bug,Bug,der,Bugs,noun,neutral,"work,digital,B1",Error in software.,,TRUE
script,Skript,das,Skripte,noun,neutral,"work,digital,B1",,,TRUE
plugin,Plugin,das,Plugins,noun,neutral,"work,digital,B1",,,TRUE
jacket,Jacke,die,Jacken,noun,neutral,"clothing,basics,A1",,,TRUE
coat,Mantel,der,Mäntel,noun,neutral,"clothing,basics,A2",,,TRUE
shirt,Hemd,das,Hemden,noun,neutral,"clothing,basics,A1",,,TRUE
trousers,Hose,die,Hosen,noun,neutral,"clothing,basics,A1",,,TRUE
dress,Kleid,das,Kleider,noun,neutral,"clothing,basics,A1",,,TRUE
shoes,Schuhe,die,,noun,neutral,"clothing,basics,A1",Always used in plural in practice.,,TRUE
hat,Mütze,die,Mützen,noun,neutral,"clothing,basics,A1",Knitted/winter hat. Hut = formal hat.,,TRUE
scarf,Schal,der,Schals,noun,neutral,"clothing,basics,A2",,,TRUE
umbrella,Regenschirm,der,Regenschirme,noun,neutral,"clothing,basics,A2",,,TRUE
glasses,Brille,die,Brillen,noun,neutral,"clothing,basics,A2",,,TRUE
watch,Uhr,die,Uhren,noun,neutral,"clothing,basics,A1",Also: clock.,,TRUE
bag (handbag),Handtasche,die,Handtaschen,noun,neutral,"clothing,basics,A2",,,TRUE
ring,Ring,der,Ringe,noun,neutral,"clothing,basics,A2",,,TRUE
sun,Sonne,die,Sonnen,noun,neutral,"nature,basics,A1",,,TRUE
moon,Mond,der,Monde,noun,neutral,"nature,basics,A1",,,TRUE
star,Stern,der,Sterne,noun,neutral,"nature,basics,A1",,,TRUE
sky,Himmel,der,Himmel,noun,neutral,"nature,basics,A1",Plural same as singular.,,TRUE
cloud (sky),Wolke,die,Wolken,noun,neutral,"nature,basics,A1",,,TRUE
rain,Regen,der,,noun,neutral,"nature,basics,A1",Usually uncountable.,,TRUE
snow,Schnee,der,,noun,neutral,"nature,basics,A1",Usually uncountable.,,TRUE
wind,Wind,der,Winde,noun,neutral,"nature,basics,A1",,,TRUE
weather,Wetter,das,,noun,neutral,"nature,basics,A1",Usually uncountable.,,TRUE
temperature,Temperatur,die,Temperaturen,noun,neutral,"nature,basics,A2",,,TRUE
tree,Baum,der,Bäume,noun,neutral,"nature,basics,A1",,,TRUE
flower,Blume,die,Blumen,noun,neutral,"nature,basics,A1",,,TRUE
river,Fluss,der,Flüsse,noun,neutral,"nature,basics,A2",,,TRUE
lake,See,der,Seen,noun,neutral,"nature,basics,A2",'Der See' = lake. 'Die See' = sea. Different articles!,,TRUE
sea,Meer,das,Meere,noun,neutral,"nature,basics,A2",,,TRUE
mountain,Berg,der,Berge,noun,neutral,"nature,basics,A2",,,TRUE
forest,Wald,der,Wälder,noun,neutral,"nature,basics,A2",,,TRUE
road,Straße,die,Straßen,noun,neutral,"transport,basics,A1",Same as 'street'.,,TRUE
map,Karte,die,Karten,noun,neutral,"travel,basics,A2","Also: card, menu.",,TRUE
sign,Schild,das,Schilder,noun,neutral,"city,basics,A2",,,TRUE
direction,Richtung,die,Richtungen,noun,neutral,"city,basics,A2",,,TRUE
north,Norden,der,,noun,neutral,"city,basics,A2",Usually uncountable.,,TRUE
south,Süden,der,,noun,neutral,"city,basics,A2",Usually uncountable.,,TRUE
east,Osten,der,,noun,neutral,"city,basics,A2",Usually uncountable.,,TRUE
west,Westen,der,,noun,neutral,"city,basics,A2",Usually uncountable.,,TRUE
noise,Lärm,der,,noun,neutral,"basics,B1",Usually uncountable.,,TRUE
silence,Stille,die,,noun,neutral,"abstract,B1",Usually uncountable.,,TRUE
light,Licht,das,Lichter,noun,neutral,"basics,A2",,,TRUE
shadow,Schatten,der,Schatten,noun,neutral,"basics,B1",Plural same as singular.,,TRUE
energy,Energie,die,Energien,noun,neutral,"basics,B1",,,TRUE
power,Kraft,die,Kräfte,noun,neutral,"basics,B1",,,TRUE
space,Raum,der,Räume,noun,neutral,"bim,basics,A2",Also: room (in a building).,,TRUE
time,Zeit,die,Zeiten,noun,neutral,"basics,A1",,,TRUE
thought,Gedanke,der,Gedanken,noun,neutral,"abstract,B1",Weak noun: des Gedankens / dem Gedanken.,,TRUE
memory,Erinnerung,die,Erinnerungen,noun,neutral,"abstract,B1",,,TRUE
imagination,Vorstellung,die,Vorstellungen,noun,neutral,"abstract,B1",Also: presentation of oneself.,,TRUE
attention,Aufmerksamkeit,die,,noun,neutral,"abstract,B1",Usually uncountable.,,TRUE
concentration,Konzentration,die,,noun,neutral,"abstract,B1",Usually uncountable.,,TRUE
patience,Geduld,die,,noun,neutral,"abstract,B1",Usually uncountable.,,TRUE
courage,Mut,der,,noun,neutral,"abstract,B1",Usually uncountable.,,TRUE
strength,Stärke,die,Stärken,noun,neutral,"abstract,B1",,,TRUE
weakness,Schwäche,die,Schwächen,noun,neutral,"abstract,B1",,,TRUE
