word_id,english,target,article,plural,type,level,tags,hint,source_id,source
w182,desperate,verzweifelt,,,adjective,B1,emotion,Also past participle.,s182,"Wenn man nicht gerade die Figur von Megan Fox hat, kann das ziemlich verzweifelt aussehen."
w183,to know,wissen,,,verb,A1,knowledge,"Irregular verb: weiß, wusste.",s183,Ich weiß nicht.
w184,maybe,vielleicht,,,adverb,A1,particles,Common uncertainty adverb.,s184,Vielleicht bin ich auch pervers: Ich steh auf normale Unterwäsche.
w185,trainee nurse,Schwesternschülerin,die,Schwesternschülerinnen,noun,C1,jobs,Older term for trainee nurse.,s185,"Hanna ist eigentlich auch erst Schwesternschülerin, also in der Ausbildung oder so, und wenn sie in mein Zimmer kommt, streckt sie immer zuerst den Kopf um die Ecke und klopft dann mit zwei Fingern an den Türrahmen, das finde ich sehr, sehr höflich, und sie denkt sich jeden Tag einen neuen Namen für mich aus."
w186,good grief,Alter Finne,,,phrase,B2,colloquial,Colloquial exclamation.,s186,"Erst hieß ich Maik, dann Maiki, dann Maikipaiki, wo ich schon dachte: Alter Finne."
w187,end,Ende,das,Enden,noun,A1,time,das Ende = the end.,s187,Aber das war noch nicht das Ende.
w188,pig murderer,Schweinemörder,der,Schweinemörder,noun,B2,insult,Compound insult.,s188,"Dann hieß ich Michael Schumacher, dann Attila der Hunnenkönig, dann Schweinemörder und zuletzt sogar der kranke Hase."
w189,hospital,Krankenhaus,das,Krankenhäuser,noun,A2,health,Plural has umlaut.,s189,Allein deshalb würde ich am liebsten noch ein Jahr in diesem Krankenhaus bleiben.
w190,bandage,Verband,der,Verbände,noun,B1,health,Plural has umlaut.,s190,Hanna wechselt jeden Tag meinen Verband.
w191,to see; look,sehen,,,verb,A1,sight,"Strong verb: sieht, sah, gesehen.",s191,"Das tut ziemlich weh, und Hanna tut es auch weh, wie man an ihrem Gesicht sehen kann."
w192,to marry,heiraten,,,verb,A2,relationships,Regular verb.,s192,"«Hauptsache, dir macht’s Spaß», sagt sie dann immer, wenn sie fertig ist, und ich sage dann immer, dass ich sie später wahrscheinlich einmal heiraten werde oder so was."
w193,sorry,leidtun,,,verb,A2,phrases,tut mir leid = I am sorry.,s193,Aber leider hat sie schon einen Freund.
w194,visitor; visit,Besuch,der,Besuche,noun,A2,people,Can mean visit or visitor(s).,s194,"Manchmal kommt sie auch einfach so und setzt sich an mein Bett, weil ich ja sonst praktisch keinen Besuch kriege, und es sind richtig gute Unterhaltungen, die wir da führen."
w195,conversations,Unterhaltung,die,Unterhaltungen,noun,B1,communication,Also entertainment.,s195,Richtige Erwachsenenunterhaltungen.
w196,unbelievably,unfassbar,,,adverb,B2,intensity,Literally: ungraspable.,s196,"Mit Frauen wie Hanna ist es immer unfassbar viel leichter, sich zu unterhalten, als mit Mädchen in meinem Alter."
w197,why,warum,,,adverb,A1,questions,Question word for reason.,s197,"Falls mir jemand erklären kann, warum das so ist, kann er mich übrigens gern anrufen, weil, ich kann es mir nämlich nicht erklären."
w198,entertaining,unterhaltsam,,,adjective,B1,description,Related to Unterhaltung.,s198,Der Arzt ist weniger unterhaltsam.
w199,maybe,vielleicht,,,adverb,A1,particles,Common uncertainty adverb.,s199,"«Das ist nur ein Stück Fleisch», sagt er, «Muskel», sagt er, «ist nicht schlimm, das wächst nach. Bleibt vielleicht ’ne kleine Delle oder Narbe», sagt er, «das sieht dann sexy aus», und das sagt er jeden Tag."
w200,bandage,Verband,der,Verbände,noun,B1,health,Plural has umlaut.,s200,"Jeden Tag guckt er sich den Verband an und erzählt genau das Gleiche, dass da ’ne Narbe bleibt, dass das nicht schlimm ist, dass das später mal aussieht, als wär ich im Krieg gewesen."
w201,profound,tiefsinnig,,,adjective,B2,abstract,Literally deep-minded.,s201,"«Als wärst du im Krieg gewesen, junger Mann, da stehen die Frauen drauf», sagt er, und es soll wohl irgendwie tiefsinnig sein, aber ich versteh den Tiefsinn nicht, und dann zwinkert er mich an, und meistens zwinker ich zurück, obwohl ich’s nicht verstehe."
w202,after all,schließlich,,,adverb,B1,connectors,Can mean finally or after all.,s202,"Schließlich hat der Mann mir geholfen, da helfe ich ihm auch."
w203,to appear; occur,vorkommen,,,verb,B1,literature,Separable verb: kommt vor.,s203,"Später werden unsere Gespräche besser, vor allem, weil sie ernster werden."
w204,or rather,beziehungsweise,,,conjunction,B2,connectors,Often abbreviated bzw.,s204,"Beziehungsweise, es ist eigentlich nur ein Gespräch."
w205,to limp,humpeln,,,verb,B1,movement,Regular verb.,s205,"Als ich wieder humpeln kann, holt er mich in sein Zimmer, in dem ausnahmsweise mal ein Schreibtisch steht und kein medizinisches Gerät, und da sitzen wir uns dann gegenüber wie Firmenchefs, die den nächsten Deal eintüten."
w206,upper body; torso,Oberkörper,der,Oberkörper,noun,B2,body,Compound noun.,s206,"Auf dem Tisch steht ein menschlicher Oberkörper aus Plastik, wo man die Organe rausnehmen kann."
w207,large intestine,Dickdarm,der,Dickdärme,noun,C1,body,Medical/anatomy term.,s207,"Der Dickdarm sieht aus wie ein Gehirn, und vom Magen blättert die Farbe ab."
w208,conversation opener,Gesprächsanfang,der,Gesprächsanfänge,noun,B2,communication,Compound noun.,s208,"«Ich muss mal mit dir reden», sagt der Arzt, und das ist logisch der dümmste Gesprächsanfang, den ich kenne."
w209,sorry,leidtun,,,verb,A2,phrases,tut mir leid = I am sorry.,s209,"Und dann warte ich, dass er mit Reden anfängt, aber das gehört zu diesem Anfang leider dazu, dass man sagt, ich muss mal mir dir reden, und dann erst mal nicht redet."
w210,cardboard folder,Pappordner,der,Pappordner,noun,B2,objects,Compound noun.,s210,"Der Arzt starrt mich also an, senkt dann seinen Blick und klappt einen grünen Pappordner auf."
w211,to appear; occur,vorkommen,,,verb,B1,literature,Separable verb: kommt vor.,s211,"Oder klappt ihn nicht auf, sondern öffnet ihn, wie ich mir vorstelle, dass er einem Patienten die Bauchdecke aufschneidet."
w212,to see; look,sehen,,,verb,A1,sight,"Strong verb: sieht, sah, gesehen.",s212,"Sehr umsichtig, sehr kompliziert, sehr ernst."
w213,surgeon,Chirurg,der,Chirurgen,noun,B2,jobs,Medical profession.,s213,Der Mann ist Chirurg.
w214,happiness; luck,Glück,das,,noun,A2,emotion,Can mean luck or happiness.,s214,Glückwunsch.
w215,to come,kommen,,,verb,A1,movement,Strong verb pattern.,s215,"Was danach kommt, ist schon weniger interessant."
w216,to appear; occur,vorkommen,,,verb,B1,literature,Separable verb: kommt vor.,s216,"Im Grunde will er nur wissen, wo meine Kopfwunde herkommt, vorne rechts."
w217,highway; motorway,Autobahn,die,Autobahnen,noun,A2,travel,Auto + Bahn; German motorway.,s217,"Auch wo die anderen Wunden herkommen – von der Autobahn, wie gesagt, okay, das wusste er schon –, aber die Kopfwunde, da bin ich vom Stuhl gefallen, auf der Station der Autobahnpolizei."
w218,fingertips,Fingerspitze,die,Fingerspitzen,noun,B1,body,Compound noun.,s218,Der Arzt legt die Hände an den Fingerspitzen zusammen.
w219,report,Bericht,der,Berichte,noun,B1,documents,Official report.,s219,"Ja, so würde das da auch im Bericht drinstehen: vom Stuhl gefallen."
w220,police station,Polizeistation,die,Polizeistationen,noun,A2,places,Compound noun.,s220,Auf der Polizeistation.
w221,to nod,nicken,,,verb,A2,body,Regular verb.,s221,Er nickt.
w222,yes,ja,,,adverb,A1,basics,Basic answer word.,s222,Ja.
w223,to nod,nicken,,,verb,A2,body,Regular verb.,s223,Ich nicke auch.
w224,to say,sagen,,,verb,A1,speech,Regular verb.,s224,"«Wir sind hier unter uns», sagt er nach einer Weile."
w225,certainty; safety,Sicherheit,die,Sicherheiten,noun,B1,abstract,mit Sicherheit = certainly.,s225,"«Ist mir klar», sage ich wie der letzte Blödmann und zwinkere erst dem Arzt zu und dann zur Sicherheit auch nochmal dem Plastikoberkörper."
w226,duty of confidentiality,Schweigepflicht,die,,noun,C1,law;medicine,Important legal/medical term.,s226,"«Du kannst hier über alles sprechen. Ich bin dein Arzt, und das heißt in diesem Fall, ich habe eine Schweigepflicht.»"
w227,yes,ja,,,adverb,A1,basics,Basic answer word.,s227,"«Ja, gut», sage ich."
w228,to appear; occur,vorkommen,,,verb,B1,literature,Separable verb: kommt vor.,s228,"So was Ähnliches hatte er mir vor ein paar Tagen schon mal angedeutet, ich hab’s jetzt begriffen."
w229,silence,Schweigen,das,,noun,B1,communication,Nominalized verb.,s229,"Der Mann hat eine Schweigepflicht, und er erwartet jetzt, dass ich ihm etwas erzähle, damit er davon schweigen kann."
w230,but what,aber was,,,phrase,A1,phrases,Short question phrase.,s230,Aber was?
w231,fear,Angst,die,Ängste,noun,A2,emotion,vor Angst = from fear.,s231,"Wie übertrieben geil es ist, sich vor Angst in die Hose zu pissen?"
w232,to appear; occur,vorkommen,,,verb,B1,literature,Separable verb: kommt vor.,s232,"«Es ist ja nicht nur die Handlungsweise. Das ist eine Verletzung der Aufsichtspflicht. Die hätten sich nicht auf deine Angaben verlassen dürfen, verstehst du? Die hätten nachgucken und vor allem sofort den Arzt rufen müssen. Weißt du, wie kritisch das war? Und du sagst, du bist vom Stuhl gefallen?»"
w233,yes,ja,,,adverb,A1,basics,Basic answer word.,s233,«Ja.»
w234,suspicious,misstrauisch,,,adjective,B2,emotion,Opposite of trusting.,s234,"«Das steht hier auch so drin. Aber wir Ärzte sind misstrauische Menschen. Ich meine, die wollten doch einiges von dir. Als dein behandelnder Arzt . . .»"
w235,"yes, yes","ja, ja",,,phrase,A1,basics,Repeated affirmation.,s235,"Ja, ja."
w236,heavens,Himmel,der,,noun,A2,emotion,Exclamation; literally sky/heaven.,s236,Himmel.
w237,duty of confidentiality,Schweigepflicht,die,,noun,C1,law;medicine,Important legal/medical term.,s237,Schweigepflicht.
w238,got it,schon klar,,,phrase,A1,phrases,Colloquial: understood.,s238,Schon klar.
w239,to know,wissen,,,verb,A1,knowledge,"Irregular verb: weiß, wusste.",s239,Aber was will er denn jetzt wissen?
w240,chair,Stuhl,der,Stühle,noun,A1,objects,Plural has umlaut.,s240,Wie man vom Stuhl fällt?
w241,plop,plumps,,,adverb,B2,sound,Sound-symbolic word.,s241,Seitlich runter und dann plumps?
w242,to do; make,machen,,,verb,A1,actions,Very common verb.,s242,"Er schüttelt erst lange den Kopf, dann macht er eine winzige Bewegung mit der Hand – und da erst wird mir klar, worauf er hinauswill."
w243,God,Gott,der,Götter,noun,A2,religion,Mein Gott = my God.,s243,"Mein Gott, steht bei mir einer auf der Leitung."
w244,damn embarrassment,Scheißpeinlichkeit,die,Scheißpeinlichkeiten,noun,C1,colloquial,Vulgar intensifying prefix.,s244,Immer diese Scheißpeinlichkeit.
w245,plain language,Klartext,der,,noun,B2,communication,Klartext reden = speak plainly.,s245,Warum redet er nicht Klartext?
w246,swarms of flies,Fliegenschwarm,der,Fliegenschwärme,noun,B2,nature,Compound noun.,s246,"«Nee, nee!», rufe ich und winke mit den Händen in der Luft herum, als würde ich riesige Fliegenschwärme abwehren."
w247,dizzy; dizziness,schwindlig,,,adjective,A2,body,Mir ist schwindlig = I feel dizzy.,s247,"«Alles korrekt! Ich hab auf dem Stuhl gesessen und mein Hosenbein hochgemacht, und dann hab ich das gesehen und dann Schwindel und rums. Keine Fremdeinwirkung.»"
w248,good word,gutes Wort,,,phrase,A1,phrases,Adjective ending -es with neuter noun.,s248,Gutes Wort.
w249,crime-scene TV show,Tatort,der,Tatorte,noun,B2,culture,Also means crime scene.,s249,Kenn ich aus dem Tatort.
w250,"so, sure",also sicher,,,phrase,A2,phrases,also can mean so/well.,s250,«Also sicher?»
w251,dizzy; dizziness,schwindlig,,,adjective,A2,body,Mir ist schwindlig = I feel dizzy.,s251,«Sicher. Ja. Und die Polizisten total nett. Ich hab sogar ein Wasser gekriegt und ein Taschentuch. Nur eben Schwindel und dann seitlich runter.»
w252,to appear; occur,vorkommen,,,verb,B1,literature,Separable verb: kommt vor.,s252,Ich richte mich vor dem Schreibtisch auf und lasse mich schauspielerisch hochbegabt zweimal halb nach rechts kippen.
w253,to say,sagen,,,verb,A1,speech,Regular verb.,s253,"«Gut», sagt der Arzt langsam."
w254,to scribble,kritzeln,,,verb,B1,writing,Regular verb.,s254,Er kritzelt etwas auf ein Papier.
w255,blood loss,Blutverlust,der,Blutverluste,noun,B2,health,Compound noun.,s255,«Wollt ich nur wissen. Trotzdem unverantwortlich. Blutverlust . . . hätte man wirklich . . . sieht auch nicht so aus.»
w256,to close,schließen,,,verb,A2,actions,"Strong verb: schloss, geschlossen.",s256,Er schließt den grünen Ordner und schaut mich lange an.
w257,maybe,vielleicht,,,adverb,A1,particles,Common uncertainty adverb.,s257,"«Und ich weiß ja nicht, geht mich vielleicht auch nichts an – aber das würde mich jetzt doch mal interessieren. Du musst nicht antworten, wenn du nicht magst. Aber – was wolltet ihr denn da eigentlich? Oder wohin?»"
w258,idea; knowledge,Ahnung,die,Ahnungen,noun,A2,knowledge,keine Ahnung = no idea.,s258,«Keine Ahnung.»
w259,out of interest,interessehalber,,,adverb,C1,phrases,halber = for the sake of.,s259,"«Wie gesagt, du musst es nicht sagen. Ich frag nur interessehalber.»"
w260,to believe,glauben,,,verb,A1,mental,Colloquial ich glaub = ich glaube.,s260,"«Ich würd’s Ihnen sagen. Aber wenn ich’s Ihnen sage, glauben Sie’s eh nicht. Glaube ich.»"
w261,to believe,glauben,,,verb,A1,mental,Colloquial ich glaub = ich glaube.,s261,«Ich glaub dir alles.»
w262,to smile,lächeln,,,verb,A1,body,Regular verb.,s262,Er lächelt freundlich.
w263,mate-like,kumpelhaft,,,adjective,B2,description,From Kumpel = buddy.,s263,Kumpelhaft.
w264,silly,albern,,,adjective,B1,description,Useful everyday adjective.,s264,«Es ist albern.»
w265,silly,albern,,,adjective,B1,description,Useful everyday adjective.,s265,«Was ist schon albern?»
w266,silly,albern,,,adjective,B1,description,Useful everyday adjective.,s266,"«Das ist . . . na ja. Wir wollten eigentlich in die Walachei. Sehen Sie, Sie finden’s doch albern.»"
w267,silly,albern,,,adjective,B1,description,Useful everyday adjective.,s267,"«Ich find’s nicht albern, ich hab’s nur nicht verstanden. Wohin?»"
w268,Wallachia,Walachei,die,,noun,B2,place,Place name; also used idiomatically.,s268,«In die Walachei.»
w269,to be supposed to,sollen,,,verb,A1,modal verbs,Modal verb: ich soll.,s269,"«Wo soll das sein?» Er sieht mich interessiert an, und ich spüre, dass ich rot werde."
w270,to go into in depth,vertiefen,,,verb,B2,discussion,vertiefen = deepen.,s270,Wir vertiefen das dann nicht weiter.
w271,duty of confidentiality,Schweigepflicht,die,,noun,C1,law;medicine,Important legal/medical term.,s271,"Zum Schluss geben wir uns noch die Hand wie erwachsene Menschen, und ich bin irgendwie froh, dass ich seine Schweigepflicht nicht überstrapazieren musste."
