"id","seq","scene","english","target","hint","explanation","chunks","pattern","level"
"s093","93","4","“The writer's name, no doubt; or rather his monogram.”","»Mitnichten.","","","»Mitnichten.","","Extended"
"s094","94","4","“Not at all.","Das ›G‹ mit dem kleinen ›t‹ steht für das deutsche Wort ›Gesellschaft‹.","","","Das ›G‹ mit dem kleinen ›t‹ steht für das deutsche Wort ›Gesellschaft‹.","","Extended"
"s095","95","4","The ‘G’ with the small ‘t’ stands for the German word ‘Gesellschaft.’ That is a common abbreviation, like our ‘Co.’ for ‘Company.’ ‘P’ of course stands for ‘Papier.’ Now for the ‘Eg.’ Let us take a look at our Continental Gazetteer.”","Das ist eine gebräuchliche Abkürzung wie unser ›Co.‹ für ›Company‹. ›P‹ steht natürlich für ›Papier‹.","","","Das ist eine gebräuchliche Abkürzung wie unser ›Co.‹ für ›Company‹.|›P‹ steht natürlich für ›Papier‹.","","Extended"
"s096","96","4","He took a heavy brown volume from the shelf.","Nun zu dem ›Eg‹.","","","Nun zu dem ›Eg‹.","","Extended"
"s097","97","4","“Eglow, Eglonitz—here we are, Egria, also called Eger.","Werfen wir mal einen Blick in unser Kontinentales Geographielexikon.«","","","Werfen wir mal einen Blick in unser Kontinentales Geographielexikon.«","","Extended"
"s098","98","4","It lies in a German-speaking country—in Bohemia, not far from Carlsbad.","Er nahm einen schweren braunen Band vom Regal.","","","Er nahm einen schweren braunen Band vom Regal.","","Extended"
"s099","99","4","‘Known as the place of Wallenstein's death, and also for its numerous glassworks and paper mills.’ Ha, ha, my boy, what do you make of that?”","»Eglow, Eglonitz – hier haben wir's, Egria, auch Eger genannt.","","","»Eglow, Eglonitz –|hier haben wir's, Egria,|auch Eger genannt.","","Extended"
"s100","100","4","“The paper was made in Bohemia,” I said.","Es liegt in einem deutschsprachigen Land – in Böhmen, nicht weit von Karlsbad. ›Bekannt als der Ort von Wallensteins Tod, außerdem für seine zahlreichen Glasfabriken und Papiermühlen.‹ Ha, ha, mein Junge, was halten Sie davon?«","","","Es liegt in einem deutschsprachigen Land – in Böhmen,|nicht weit von Karlsbad. ›Bekannt|als der Ort von Wallensteins Tod,|außerdem für seine zahlreichen Glasfabriken und Papiermühlen.‹ Ha, ha, mein Junge,|was halten Sie davon?«","","Extended"
"s101","101","4","His eyes sparkled, and he sent up a great blue triumphant cloud from his cigarette.","Seine Augen funkelten, und er ließ eine große, blaue, triumphale Wolke von seiner Zigarette aufsteigen.","","","Seine Augen funkelten,|und er ließ eine große, blaue,|triumphale Wolke von seiner Zigarette aufsteigen.","","Extended"
"s102","102","4","“The paper was made in Bohemia,” I said.","»Das Papier wurde in Böhmen hergestellt«, sagte ich.","","","»Das Papier wurde in Böhmen hergestellt«, sagte ich.","","Extended"
"s103","103","4","“Precisely.","»Haargenau.","","","»Haargenau.","","Extended"
"s104","104","4","And the man who wrote the letter is a German.","Und der Mann, der den Brief geschrieben hat, ist ein Deutscher.","","","Und der Mann,|der den Brief geschrieben hat,|ist ein Deutscher.","de.relative.der","Extended"
"s105","105","4","Do you notice the unusual construction of the sentence: ‘This have we from all sides heard about you’? A Frenchman or a Russian could not have written that.","Fällt Ihnen die ungewöhnliche Konstruktion des Satzes auf: ›Dies haben wir von allen Seiten gehört über Sie.‹ Ein Franzose oder Russe könnte das nicht geschrieben haben.","","","Fällt Ihnen die ungewöhnliche Konstruktion des Satzes auf:|›Dies haben wir von allen Seiten gehört über Sie.‹ Ein|Franzose oder Russe könnte das nicht geschrieben haben.","","Extended"
"s106","106","4","Only a German is so discourteous to his verbs.","Nur der Deutsche ist so unhöflich zu seinen Verben.","","","Nur der Deutsche ist so unhöflich zu seinen Verben.","de.zu-infinitive","Extended"
"s107","107","4","It therefore remains only to discover what this German wants, who writes on Bohemian paper and prefers to wear a mask rather than show his face.","Es bleibt also nur noch herauszufinden, was dieser Deutsche will, der auf böhmischem Papier schreibt und es vorzieht, eine Maske zu tragen, anstatt sein Gesicht zu zeigen.","","","Es bleibt also nur noch herauszufinden,|was dieser Deutsche will,|der auf böhmischem Papier schreibt und es vorzieht,|eine Maske zu tragen,|anstatt sein Gesicht zu zeigen.","de.relative.der|de.zu-infinitive","Extended"
"s108","108","4","And here he comes now, unless I am mistaken, to clear up all our doubts.”","Und hier kommt er auch schon, wenn ich mich nicht irre, um all unsere Zweifel auszuräumen.«","","","Und hier kommt er auch schon,|wenn ich mich nicht irre,|um all unsere Zweifel auszuräumen.«","","Extended"
"s109","109","5","As he spoke, the loud clatter of horses' hoofs and the scraping of wheels against the curb could be heard, followed by a violent pull at the bell.","Während er sprach, waren das laute Klappern von Pferdehufen und das Schleifen von Rädern gegen den Bordstein zu hören, gefolgt von einem heftigen Zug an der Klingel.","","","Während er sprach,|waren das laute Klappern von Pferdehufen|und das Schleifen von Rädern gegen den Bordstein zu hören,|gefolgt von einem heftigen Zug an der Klingel.","de.zu-infinitive","Extended"
"s110","110","5","Holmes whistled.","Holmes pfiff.","","","Holmes pfiff.","","Extended"
"s111","111","5","“A pair, by the sound of it,” he said.","»Ein Zweispänner, dem Geräusch nach«, sagte er.","","","»Ein Zweispänner,|dem Geräusch nach«, sagte er.","de.relative.der","Extended"
"s112","112","5","“Yes,” he continued, looking out of the window.","»Ja«, fuhr er fort, indem er aus dem Fenster schaute.","","","»Ja«,|fuhr er fort,|indem er aus dem Fenster schaute.","","Extended"
"s113","113","5","“A handsome little brougham and a pair of beauties.","»Ein hübscher kleiner Brougham und ein Paar Schönheiten.","","","»Ein hübscher kleiner Brougham und ein Paar Schönheiten.","","Extended"
"s114","114","5","A hundred and fifty guineas apiece.","Hundertfünfzig Guineas das Tier.","","","Hundertfünfzig Guineas das Tier.","","Extended"
"s115","115","5","This case promises money at least, Watson, even if there is nothing else in it.”","Dieser Fall verspricht zumindest Geld, Watson, auch wenn sonst nichts dran sein sollte.«","","","Dieser Fall verspricht zumindest Geld, Watson,|auch wenn sonst nichts dran sein sollte.«","","Extended"
"s116","116","5","“I think I had better go, Holmes.”","»Ich denke, ich sollte wohl besser gehen, Holmes.«","","","»Ich denke,|ich sollte wohl besser gehen, Holmes.«","","Extended"
"s117","117","5","“Not at all, Doctor.","»Auf keinen Fall, Doktor.","","","»Auf keinen Fall, Doktor.","","Extended"
"s118","118","5","Stay where you are.","Bleiben Sie, wo Sie sind.","","","Bleiben Sie,|wo Sie sind.","","Extended"
"s119","119","5","I am lost without my Boswell.","Ich bin doch verloren ohne meinen Boswell.","","","Ich bin doch verloren ohne meinen Boswell.","","Extended"
"s120","120","5","And this promises to be interesting.","Und das hier verspricht, interessant zu werden.","","","Und das hier verspricht,|interessant zu werden.","de.zu-infinitive","Extended"
"s121","121","5","It would be a pity to miss it.”","Wäre doch schade, es zu verpassen.«","","","Wäre doch schade,|es zu verpassen.«","de.zu-infinitive|de.konjunktiv2.past","Extended"
"s122","122","5","“But your client…”","»Aber Ihr Klient…«","","","»Aber Ihr Klient…«","","Extended"
"s123","123","5","“Do not worry about him.","»Machen Sie sich seinetwegen keine Sorgen.","","","»Machen Sie sich seinetwegen keine Sorgen.","","Extended"
"s124","124","5","I may need your help, and so may he.","Ich werde vielleicht Ihre Hilfe brauchen und er genauso.","","","Ich werde vielleicht Ihre Hilfe brauchen und er genauso.","","Extended"
"s125","125","5","Here he comes.","Hier kommt er.","","","Hier kommt er.","","Extended"
"s126","126","5","Sit down in this armchair, Doctor, and give us your closest attention.”","Setzen Sie sich in diesen Sessel, Doktor, und schenken Sie uns Ihre größte Aufmerksamkeit.«","","","Setzen Sie sich in diesen Sessel, Doktor,|und schenken Sie uns Ihre größte Aufmerksamkeit.«","","Extended"
"s127","127","5","The slow, heavy steps that had been heard on the stairs and in the corridor stopped directly outside the door.","Die langsamen und schweren Schritte, die auf der Treppe und im Flur zu hören gewesen waren, verstummten direkt vor der Tür.","","","Die langsamen und schweren Schritte,|die auf der Treppe und im Flur zu hören gewesen waren,|verstummten direkt vor der Tür.","de.relative.der|de.zu-infinitive","Extended"
"s128","128","5","Then came a loud and authoritative knock.","Dann ertönte ein lautes und autoritäres Klopfen.","","","Dann ertönte ein lautes und autoritäres Klopfen.","","Extended"
"s129","129","5","“Come in!” said Holmes.","»Herein!« sagte Holmes.","","","»Herein!« sagte Holmes.","","Extended"
"s130","130","6","A man entered who could hardly have been less than two metres tall and had the chest and limbs of a Hercules.","Ein Mann trat ein, der kaum kleiner als zwei Meter gewesen sein konnte und den Brustkorb und die Gliedmaßen eines Herkules besaß.","","","Ein Mann trat ein,|der kaum kleiner als zwei Meter gewesen sein konnte|und den Brustkorb und die Gliedmaßen eines Herkules besaß.","de.relative.der","Extended"
"s131","131","6","His clothes were magnificent in a way that in England would almost have been regarded as bad taste.","Seine Kleidung war auf eine Art und Weise prunkvoll, die in England fast schon als schlechter Geschmack betrachtet werden würde.","","","Seine Kleidung war auf eine Art und Weise prunkvoll,|die in England fast schon|als schlechter Geschmack betrachtet werden würde.","de.relative.der|de.konjunktiv2.wuerde","Extended"
"s132","132","6","Thick bands of astrakhan ran across the sleeves and lapels of his double-breasted coat, while the dark-blue cloak over his shoulders was lined with flame-red silk and fastened at the neck with a brooch consisting of a single glowing beryl.","Dicke Streifen aus Astrachan liefen quer über die Ärmel und die Revers seines zweireihigen Rockes, während der dunkelblaue Umhang, der über seine Schultern geworfen war, mit feuerroter Seide gefüttert war und am Hals von einer Brosche aus einem einzelnen leuchtenden Beryll zusammengehalten wurde.","","","Dicke Streifen aus Astrachan liefen quer über die Ärmel|und die Revers seines zweireihigen Rockes,|während der dunkelblaue Umhang,|der über seine Schultern geworfen war,|mit feuerroter Seide gefüttert war|und am Hals von einer Brosche aus einem einzelnen leuchtenden|Beryll zusammengehalten wurde.","de.relative.der","Extended"
"s133","133","6","Boots reaching halfway up his calves and trimmed at the tops with thick brown fur completed the impression of barbaric opulence conveyed by his whole appearance.","Stiefel, die bis zur Mitte der Waden hinaufreichten und oben am Schaft mit dichtem braunem Pelz besetzt waren, vollendeten den Eindruck von barbarischer Opulenz, den seine ganze Erscheinung vermittelte.","","","Stiefel,|die bis zur Mitte der Waden hinaufreichten|und oben am Schaft mit dichtem braunem Pelz besetzt waren,|vollendeten den Eindruck von barbarischer Opulenz,|den seine ganze Erscheinung vermittelte.","de.relative.der","Extended"
"s134","134","6","He held a broad-brimmed hat in his hand, and wore a black mask across his face extending beyond the cheekbones; he had apparently put it on only a moment before, for his hand was still raised to it as he entered.","Er hielt einen breitkrempigen Hut in der Hand, und im Gesicht trug er eine schwarze Augenmaske, die bis über die Wangenknochen reichte, und die er offenbar eben erst angelegt hatte, denn als er eintrat, war seine Hand noch zu ihr erhoben.","","","Er hielt einen breitkrempigen Hut in der Hand,|und im Gesicht trug er eine schwarze Augenmaske,|die bis über die Wangenknochen reichte,|und die er offenbar eben erst angelegt hatte,|denn als er eintrat,|war seine Hand noch zu ihr erhoben.","de.relative.der","Extended"
"s135","135","6","From the lower part of his face he appeared to be a man of strong character, with a full hanging lower lip and a long straight chin suggesting resolution carried to the point of obstinacy.","Dem unteren Teil seines Gesichts nach schien er ein Mann von starkem Charakter zu sein mit einer vollen, hängenden Unterlippe und einem langen, geraden Kinn, das Entschlossenheit bis hin zur Sturheit vermuten ließ.","","","Dem unteren Teil seines Gesichts nach schien er ein Mann|von starkem Charakter zu sein mit einer vollen,|hängenden Unterlippe und einem langen, geraden Kinn,|das Entschlossenheit bis hin zur Sturheit vermuten ließ.","de.relative.der|de.zu-infinitive","Extended"
"s136","136","6","“You received my letter?” he asked in a deep, harsh voice with a strong German accent.","»Sie haben meinen Brief erhalten?« fragte er mit tiefer, rauher Stimme und einem starken deutschen Akzent.","","","»Sie haben meinen Brief erhalten?« fragte er mit tiefer,|rauher Stimme und einem starken deutschen Akzent.","","Extended"
"s137","137","6","“I wrote that I would come.”","»Ich hatte Ihnen geschrieben, daß ich kommen würde.«","","","»Ich hatte Ihnen geschrieben,|daß ich kommen würde.«","de.subordinate.dass|de.konjunktiv2.wuerde","Extended"
"s138","138","6","He looked from one of us to the other as though uncertain whom to address.","Er blickte von einem zum anderen, als sei er nicht sicher, an wen er sich wenden sollte.","","","Er blickte von einem zum anderen,|als sei er nicht sicher,|an wen er sich wenden sollte.","","Extended"
"s139","139","6","“Please take a seat,” said Holmes.","»Bitte nehmen Sie Platz«, sagte Holmes.","","","»Bitte nehmen Sie Platz«, sagte Holmes.","","Extended"
"s140","140","6","“This is my friend and colleague Dr Watson, who is occasionally kind enough to help me with my cases.","»Dies ist mein Freund und Kollege Dr. Watson, der gelegentlich so freundlich ist, mir bei meinen Fällen zu helfen.","","","»Dies ist mein Freund und Kollege Dr. Watson,|der gelegentlich so freundlich ist,|mir bei meinen Fällen zu helfen.","de.relative.der|de.zu-infinitive","Extended"
"s141","141","6","Whom do I have the pleasure of addressing?”","Mit wem habe ich das Vergnügen?«","","","Mit wem habe ich das Vergnügen?«","","Extended"
"s142","142","6","“You may address me as Count von Kramm, a Bohemian nobleman.","»Sie dürfen mich als den Grafen von Kramm ansprechen, einen böhmischen Edelmann.","","","»Sie dürfen mich als den Grafen von Kramm ansprechen,|einen böhmischen Edelmann.","","Extended"
"s143","143","6","I assume that this gentleman, your friend, is a man of honour and discretion to whom I may entrust a matter of the utmost importance.","Ich nehme doch an, daß dieser Gentleman, Ihr Freund, ein Mann von Ehre und Diskretion ist, dem ich eine Angelegenheit von allergrößter Wichtigkeit anvertrauen kann.","","","Ich nehme doch an,|daß dieser Gentleman, Ihr Freund,|ein Mann von Ehre und Diskretion ist,|dem ich eine Angelegenheit von allergrößter Wichtigkeit anvertrauen kann.","de.subordinate.dass|de.relative.der","Extended"
"s144","144","6","If not, I would much prefer to speak with you alone.”","Falls nicht, würde ich es sehr vorziehen, mit Ihnen alleine zu sprechen.«","","","Falls nicht,|würde ich es sehr vorziehen,|mit Ihnen alleine zu sprechen.«","de.zu-infinitive|de.konjunktiv2.wuerde","Extended"
"s145","145","6","I rose to go, but Holmes caught me by the wrist and pulled me back into my chair.","Ich erhob mich, um zu gehen, doch Holmes hielt mich am Handgelenk fest und zog mich in meinen Sessel zurück.","","","Ich erhob mich,|um zu gehen,|doch Holmes hielt mich am Handgelenk fest|und zog mich in meinen Sessel zurück.","de.zu-infinitive","Extended"
"s146","146","6","“Either both or neither,” he said.","»Entweder beide oder keiner«, sagte er.","","","»Entweder beide oder keiner«, sagte er.","","Extended"
"s147","147","6","“You may say in front of this gentleman anything that you may say to me.”","»Sie können vor diesem Gentleman alles sagen, was Sie auch mir sagen können.«","","","»Sie können vor diesem Gentleman alles sagen,|was Sie auch mir sagen können.«","","Extended"
"s148","148","6","The Count shrugged his broad shoulders.","Der Graf zuckte seine breiten Schultern.","","","Der Graf zuckte seine breiten Schultern.","","Extended"
"s149","149","6","“Then I must first,” he said, “bind you both to absolute secrecy for two years; at the end of that time the matter will no longer be of any importance.","»Dann muß ich als erstes«, sagte er, »Sie beide für zwei Jahre zu absoluter Geheimhaltung verpflichten; am Ende dieser Zeit wird die Angelegenheit keine Bedeutung mehr haben.","","","»Dann muß ich als erstes«, sagte er,|»Sie beide für zwei Jahre zu absoluter Geheimhaltung verpflichten;|am Ende dieser Zeit wird die Angelegenheit keine Bedeutung mehr haben.","","Extended"
"s150","150","6","At this moment, however, it is no exaggeration to say that it is of such weight that it might influence European history.”","In diesem Moment jedoch ist es nicht übertrieben zu sagen, daß sie von solchem Gewicht ist, daß sie Einfluß auf die europäische Geschichte nehmen könnte.«","","","In diesem Moment jedoch ist es nicht übertrieben zu sagen,|daß sie von solchem Gewicht ist,|daß sie Einfluß auf die europäische Geschichte nehmen könnte.«","de.subordinate.dass|de.zu-infinitive","Extended"
"s151","151","6","“I promise,” said Holmes.","»Ich verspreche es«, sagte Holmes.","","","»Ich verspreche es«, sagte Holmes.","","Extended"
"s152","152","6","“And I as well.”","»Ich ebenso.«","","","»Ich ebenso.«","","Extended"
"s153","153","6","“You must excuse this mask,” our strange visitor continued.","»Sie müssen diese Maske verzeihen«, fuhr unser merkwürdiger Besucher fort.","","","»Sie müssen diese Maske verzeihen«,|fuhr unser merkwürdiger Besucher fort.","","Extended"
"s154","154","6","“The august person who employs me wishes his agent to remain unknown to you, and I must confess that the title by which I introduced myself is, strictly speaking, not my own.”","»Die erlauchte Person, die meine Dienste in Anspruch nimmt, wünscht, daß ihr Beauftragter Ihnen unbekannt bleibt, und ich darf gestehen, daß der Titel, mit dem ich mich vorhin benannt habe, genau genommen nicht der meine ist.«","","","»Die erlauchte Person,|die meine Dienste in Anspruch nimmt, wünscht,|daß ihr Beauftragter Ihnen unbekannt bleibt,|und ich darf gestehen,|daß der Titel,|mit dem ich mich vorhin benannt habe,|genau genommen nicht der meine ist.«","de.subordinate.dass|de.relative.der","Extended"
"s155","155","6","“I was aware of that,” said Holmes dryly.","»Das war mir bewußt«, sagte Holmes trocken.","","","»Das war mir bewußt«,|sagte Holmes trocken.","","Extended"
"s156","156","6","“The circumstances are extremely delicate, and every imaginable precaution must be taken to prevent a tremendous scandal that could seriously compromise one of the reigning houses of Europe.","»Die Umstände sind äußerst delikat, und es muß jede erdenkliche Vorsichtsmaßnahme getroffen werden, um einen drohenden ungeheueren Skandal zu vermeiden, der eines der Herrscherhäuser von Europa ernstlich kompromittieren könnte.","","","»Die Umstände sind äußerst delikat,|und es muß jede erdenkliche Vorsichtsmaßnahme getroffen werden,|um einen drohenden ungeheueren Skandal zu vermeiden,|der eines der Herrscherhäuser von Europa ernstlich kompromittieren könnte.","de.relative.der|de.zu-infinitive","Extended"
"s157","157","6","To speak quite plainly, the matter concerns the great House of Ormstein, hereditary kings of Bohemia.”","Um ganz offen zu sein, die Angelegenheit betrifft das Hohe Haus von Ormstein, Erbkönige von Böhmen.«","","","Um ganz offen zu sein,|die Angelegenheit betrifft das Hohe Haus von Ormstein,|Erbkönige von Böhmen.«","de.relative.der|de.zu-infinitive","Extended"
"s158","158","6","“I was aware of that as well,” murmured Holmes as he settled into his armchair and closed his eyes.","»Auch das war mir bewußt«, murmelte Holmes, als er sich in seinem Sessel niederließ und die Augen schloß.","","","»Auch das war mir bewußt«, murmelte Holmes,|als er sich in seinem Sessel niederließ|und die Augen schloß.","","Extended"
"s159","159","7","Our visitor looked with some surprise at the thoughtful, lounging man who had no doubt been described to him as the sharpest reasoner and most energetic agent in Europe.","Unser Besucher blickte mit einiger Überraschung auf den in Gedanken versunkenen, in seinem Sessel lümmelnden Mann, der ihm ohne Zweifel als der schärfste Denker und energischste Agent in Europa beschrieben worden war.","","","Unser Besucher blickte mit einiger Überraschung auf den in Gedanken versunkenen,|in seinem Sessel lümmelnden Mann,|der ihm ohne Zweifel als der schärfste Denker|und energischste Agent in Europa beschrieben worden war.","de.relative.der","Extended"
"s160","160","7","Holmes slowly opened his eyes again and looked impatiently at his gigantic client.","Holmes schlug langsam die Augen wieder auf und sah seinen gigantischen Klienten ungeduldig an.","","","Holmes schlug langsam die Augen wieder auf|und sah seinen gigantischen Klienten ungeduldig an.","","Extended"
"s161","161","7","“If Your Majesty would be so gracious as to state your case,” he remarked, “it would be easier for me to advise you.”","»Wenn Eure Majestät so gnädig wären, Ihren Fall darzulegen«, bemerkte er, »wäre es einfacher für mich, Sie zu beraten.«","","","»Wenn Eure Majestät so gnädig wären,|Ihren Fall darzulegen«, bemerkte er,|»wäre es einfacher für mich,|Sie zu beraten.«","de.zu-infinitive|de.konjunktiv2.past","Extended"
"s162","162","7","The man sprang from his chair and paced up and down the room in uncontrollable agitation.","Der Mann sprang von seinem Stuhl auf und schritt in unkontrollierbarer Erregung im Zimmer auf und ab.","","","Der Mann sprang von seinem Stuhl auf|und schritt in unkontrollierbarer Erregung im Zimmer auf und ab.","","Extended"
"s163","163","7","Then, with a gesture of despair, he tore the mask from his face and hurled it to the floor.","Dann riß er mit einer Geste der Verzweiflung die Maske von seinem Gesicht und schleuderte sie auf den Boden.","","","Dann riß er mit einer Geste der Verzweiflung die Maske|von seinem Gesicht und schleuderte sie auf den Boden.","","Extended"
"s164","164","7","“You are right,” he cried; “I am the King.","»Sie haben recht«, rief er; »ich bin der König.","","","»Sie haben recht«, rief er;|»ich bin der König.","","Extended"
"s165","165","7","Why should I try to conceal it?”","Weshalb sollte ich versuchen, es zu verheimlichen?«","","","Weshalb sollte ich versuchen,|es zu verheimlichen?«","de.zu-infinitive","Extended"
"s166","166","7","“Indeed, why?” murmured Holmes.","»In der Tat, weshalb?« murmelte Holmes.","","","»In der Tat,|weshalb?« murmelte Holmes.","","Extended"
"s167","167","7","“Your Majesty had not spoken a word before I already knew that I had the honour of addressing Wilhelm Gottsreich Sigismond von Ormstein, Grand Duke of Cassel-Felstein and hereditary King of Bohemia.”","»Eure Majestät hatten noch kein Wort gesprochen, als mir schon klar war, daß ich die Ehre habe mit Wilhelm Gottsreich Sigismond von Ormstein, Großherzog von Kassel-Felstein und Erbkönig von Böhmen.«","","","»Eure Majestät hatten noch kein Wort gesprochen,|als mir schon klar war,|daß ich die Ehre habe mit Wilhelm Gottsreich Sigismond von Ormstein,|Großherzog von Kassel-Felstein und Erbkönig von Böhmen.«","de.subordinate.dass","Extended"
"s168","168","7","“But you can understand,” said our strange visitor as he sat down again and passed his hand over his high white forehead, “you can understand that I am not accustomed to conducting such business in person.","»Aber Sie können verstehen«, sagte unser fremder Besucher, als er sich wieder hinsetzte und mit der Hand über seine hohe weiße Stirn fuhr, »Sie können verstehen, daß ich es nicht gewohnt bin, solche Geschäfte in eigener Person zu erledigen.","","","»Aber Sie können verstehen«,|sagte unser fremder Besucher,|als er sich wieder hinsetzte|und mit der Hand über seine hohe weiße Stirn fuhr,|»Sie können verstehen,|daß ich es nicht gewohnt bin,|solche Geschäfte in eigener Person zu erledigen.","de.subordinate.dass|de.zu-infinitive","Extended"
"s169","169","7","But this matter is so delicate that I could not entrust it to an agent without putting myself in his power.","Aber diese Angelegenheit ist so delikat, daß ich sie keinem Beauftragten anvertrauen konnte, ohne mich ihm auszuliefern.","","","Aber diese Angelegenheit ist so delikat,|daß ich sie keinem Beauftragten anvertrauen konnte,|ohne mich ihm auszuliefern.","de.subordinate.dass","Extended"
"s170","170","7","I came incognito from Prague solely to consult you.”","Ich bin inkognito aus Prag hergekommen, nur um Sie zu konsultieren.«","","","Ich bin inkognito aus Prag hergekommen,|nur um Sie zu konsultieren.«","de.zu-infinitive","Extended"
"s171","171","7","“Then please, consult me,” said Holmes, closing his eyes again.","»Dann bitte, konsultieren Sie«, sagte Holmes, und schloß erneut die Augen.","","","»Dann bitte, konsultieren Sie«, sagte Holmes,|und schloß erneut die Augen.","","Extended"
"s172","172","8","“The facts, briefly, are these: about five years ago, during a long stay in Warsaw, I made the acquaintance of the well-known adventuress Irene Adler.","»Die Fakten sind kurz gesagt folgende: Vor etwa fünf Jahren, während eines längeren Aufenthalts in Warschau, machte ich die Bekanntschaft der berühmten Abenteurerin Irene Adler.","","","»Die Fakten sind kurz gesagt folgende:|Vor etwa fünf Jahren,|während eines längeren Aufenthalts in Warschau,|machte ich die Bekanntschaft der berühmten Abenteurerin Irene Adler.","","Extended"
"s173","173","8","The name is no doubt familiar to you.”","Der Name ist Ihnen zweifellos bekannt.«","","","Der Name ist Ihnen zweifellos bekannt.«","","Extended"
"s174","174","8","“Would you kindly look her up in my index, Doctor,” murmured Holmes without opening his eyes.","»Würden Sie sie freundlicherweise in meinem Index nachschlagen, Doktor«, murmelte Holmes, ohne die Augen zu öffnen.","","","»Würden Sie sie freundlicherweise in meinem Index nachschlagen, Doktor«, murmelte Holmes,|ohne die Augen zu öffnen.","de.zu-infinitive|de.konjunktiv2.wuerde","Extended"
"s175","175","8","For many years he had systematically collected newspaper articles about all sorts of people and subjects, so that it was difficult to name a topic or a person on whom he could not immediately produce information.","Seit vielen Jahren schon sammelte er systematisch Zeitungsartikel über alles mögliche und jedermann, so daß es schwierig war, ein Thema oder eine Person zu nennen, über die er nicht augenblicklich Informationen zur Hand gehabt hätte.","","","Seit vielen Jahren schon sammelte er systematisch Zeitungsartikel über alles|mögliche und jedermann,|so daß es schwierig war,|ein Thema oder eine Person zu nennen,|über die er nicht augenblicklich Informationen zur Hand gehabt hätte.","de.subordinate.dass|de.zu-infinitive|de.konjunktiv2.past","Extended"
"s176","176","8","In this case I found her biography between that of a Hebrew rabbi and that of a staff commander who had written a book on deep-sea fish.","In diesem Fall fand ich ihre Biographie zwischen der eines hebräischen Rabbis und der eines Stabskommandanten, der ein Buch über Tiefseefische geschrieben hatte.","","","In diesem Fall fand ich ihre Biographie zwischen der eines|hebräischen Rabbis und der eines Stabskommandanten,|der ein Buch über Tiefseefische geschrieben hatte.","de.relative.der","Extended"
"s177","177","8","“Let us see!” said Holmes.","»Dann wollen wir mal sehen!« sagte Holmes.","","","»Dann wollen wir mal sehen!« sagte Holmes.","","Extended"
"s178","178","8","“Hum!","»Hm!","","","»Hm!","","Extended"
"s179","179","8","Born in New Jersey in the year 1858.","Geboren in New Jersey im Jahre 1858.","","","Geboren in New Jersey im Jahre 1858.","","Extended"
"s180","180","8","Contralto—hum!","Contralto – hm!","","","Contralto – hm!","","Extended"
"s181","181","8","La Scala, hum!","La Scala, hm!","","","La Scala, hm!","","Extended"
"s182","182","8","Prima donna at the Imperial Opera of Warsaw—yes!","Primadonna an der Kaiserlichen Oper von Warschau – ja!","","","Primadonna an der Kaiserlichen Oper von Warschau – ja!","","Extended"
"s183","183","8","Retired from the operatic stage—ha!","Von der Opernbühne zurückgezogen – ha!","","","Von der Opernbühne zurückgezogen – ha!","","Extended"
"s184","184","8","Now living in London—quite so!","Lebt zur Zeit in London – genau!","","","Lebt zur Zeit in London – genau!","","Extended"
"s185","185","8","Your Majesty, then, as I understand it, had an affair with this young person, wrote her several compromising letters, and now wishes to recover those letters.”","Eure Majestät hatten also, wenn ich recht verstehe, ein Techtelmechtel mit dieser jungen Person, haben ihr ein paar kompromittierende Briefe geschrieben, und wünschen nun, diese Briefe wiederzubekommen.«","","","Eure Majestät hatten also,|wenn ich recht verstehe,|ein Techtelmechtel mit dieser jungen Person,|haben ihr ein paar kompromittierende Briefe geschrieben,|und wünschen nun,|diese Briefe wiederzubekommen.«","","Extended"
"s186","186","8","“Precisely.","»Genau so ist es.","","","»Genau so ist es.","","Extended"
"s187","187","8","But how…”","Aber wie…«","","","Aber wie…«","","Extended"
"s188","188","8","“Was there a secret marriage?”","»Gab es eine heimliche Hochzeit?«","","","»Gab es eine heimliche Hochzeit?«","","Extended"
"s189","189","8","“None.”","»Keine.»«","","","»Keine.»«","","Extended"
"s190","190","8","“Any legally valid papers or certificates?”","»Irgend welche rechtsgültigen Papiere oder Bescheinigungen?«","","","»Irgend welche rechtsgültigen Papiere oder Bescheinigungen?«","","Extended"
"s191","191","8","“None.”","»Keine.«","","","»Keine.«","","Extended"
"s192","192","8","“Then I am afraid I cannot quite follow Your Majesty.","»Dann kann ich Eurer Majestät leider nicht ganz folgen.","","","»Dann kann ich Eurer Majestät leider nicht ganz folgen.","","Extended"
"s193","193","8","If this young person were to produce your letters for blackmail or other purposes, how could she prove their authenticity?”","Wenn diese junge Person ihre Briefe für eine Erpressung oder andere Zwecke vorlegen sollte, wie will sie dann deren Echtheit beweisen?«","","","Wenn diese junge Person ihre Briefe für eine Erpressung|oder andere Zwecke vorlegen sollte,|wie will sie dann deren Echtheit beweisen?«","","Extended"
"s194","194","9","“There is the handwriting.”","»Da ist die Handschrift.«","","","»Da ist die Handschrift.«","","Extended"
"s195","195","9","“Pooh, pooh!","»Ach, papperlapapp!","","","»Ach, papperlapapp!","","Extended"
"s196","196","9","Forgery.”","Fälschung.«","","","Fälschung.«","","Extended"
"s197","197","9","“My private notepaper.”","»Mein privates Briefpapier.«","","","»Mein privates Briefpapier.«","","Extended"
