id,lexeme_id,english,target,article,hint,source_id,forms,kind
w0353,de.private.bohemia.ext.surface.gelesen,read,gelesen,,,s075,gelesen,word
w0354,de.private.bohemia.ext.entschlossen,determined,entschlossen,,,s076,entschlossen,word
w0355,de.private.bohemia.ext.surface.bewundernswerte,admirable; worthy of admiration,bewundernswerte,,,s077,bewundernswerte,word
w0356,de.lex.schaden,to harm,schaden,,,s078,schade,word
w0357,de.private.bohemia.ext.surface.scheint,seems; shines,scheint,,,s079,scheint,word
w0358,de.lex.aendern,to change,ändern,,,s079,anderem,word
w0359,de.lex.sagen,to say,sagen,,,s079,sagte|sagen,word
w0360,de.lex.kuehl,cool,kühl,,,s079,kühl,word
w0361,de.private.bohemia.ext.surface.bedaure,regret; am sorry,bedaure,,,s080,bedaure,word
w0362,de.private.bohemia.ext.surface.erfolgreicheren,more successful,erfolgreicheren,,,s080,erfolgreicheren,word
w0363,de.lex.abschluss,degree,Abschluss,der,,s080,Abschluß,word
w0364,de.lex.bringen,to bring,bringen,,,s080,bringen,word
w0365,de.private.bohemia.ext.surface.gegenteil,contrary; opposite,Gegenteil,,,s081,Gegenteil,word
w0366,de.lex.herr,Mr / gentleman,Herr,der,,s081,Herr,word
w0367,de.lex.erfolg,success,Erfolg,der,,s081,Erfolg,word
w0368,de.lex.gross,big / large,groß,,,s081,größer,word
w0369,de.lex.wort,word,Wort,das,,s082,Wort,word
w0370,de.lex.jetzt,now,jetzt,,,s083,jetzt,word
w0371,de.private.bohemia.ext.genauso,just as / exactly as,genauso,,,s083,genauso,word
w0372,de.lex.sicher,safe,sicher,,,s083,sicher,word
w0373,de.lex.feuer,fire,Feuer,das,,s083,Feuer,word
w0374,de.private.bohemia.ext.surface.froh,glad; pleased,froh,,,s084,froh,word
w0375,de.lex.hoeren,to hear,hören,,,s084,hören,word
w0376,de.private.bohemia.ext.surface.unendlich,infinitely; endlessly,unendlich,,,s085,unendlich,word
w0377,de.lex.tief,deep,tief,,,s085,tief,word
w0378,de.lex.schuld,guilt,Schuld,die,,s085,Schuld,word
w0379,de.lex.bitte,Please.,Bitte.,,,s086,Bitte,word
w0380,de.lex.weise,wise,weise,,,s086,Weise,word
w0381,de.private.bohemia.ext.surface.belohnen,reward,belohnen,,,s086,belohnen,word
w0382,de.lex.ring,ring,Ring,der,,s087,Ring,word
w0383,de.private.bohemia.ext.surface.smaragd-schlangenring,ring,Smaragd-Schlangenring,,,s087,Smaragd-Schlangenring,word
w0384,de.lex.finger,finger,Finger,der,,s087,Finger,word
w0385,de.private.bohemia.ext.halten,held / stopped,halten,,,s087,hielt,word
w0386,de.private.bohemia.ext.surface.handflaeche,ring,Handfläche,,,s087,Handfläche,word
w0387,de.lex.hin,there,hin,,,s087,hin,word
w0388,de.lex.etwas,something,etwas,,,s088,etwas,function
w0389,de.lex.viel,much,viel,,,s088,viel,function
w0390,de.private.bohemia.ext.surface.hoeher,higher; more highly,höher,,,s088,höher,word
w0391,de.lex.schaetzen,to estimate,schätzen,,,s088,schätzen,word
w0392,de.lex.dies,this,dies,,,s090,Diese|dies,function
w0393,de.private.bohemia.ext.photographie,photograph,Photographie,die,,s090,Photographie,word
w0394,de.private.bohemia.ext.surface.starrte,stared,starrte,,,s091,starrte,word
w0395,de.private.bohemia.ext.verbluefft,astonished,verblüfft,,,s091,verblüfft,word
w0396,de.private.bohemia.ext.surface.selbstverstaendlich,certainly; of course,Selbstverständlich,,,s093,Selbstverständlich,word
w0397,de.lex.danke,Thank you.,Danke.,,,s094,danke,word
w0398,de.private.bohemia.ext.surface.eurer,Your; your,Eurer,,,s094,Eurer,word
w0399,de.private.bohemia.ext.angelegenheit,matter / affair,Angelegenheit,die,,s095,Angelegenheit,word
w0400,de.lex.nichts,nothing,nichts,,,s095,nichts,word
w0401,de.private.bohemia.ext.ehre,honour,Ehre,die,,s096,Ehre,word
w0402,de.private.bohemia.ext.surface.verbeugte,bowed,verbeugte,,,s097,verbeugte,word
w0403,de.private.bohemia.ext.surface.drehte,turned,drehte,,,s097,drehte,word
w0404,de.private.bohemia.ext.surface.ausgestreckte,outstretched,ausgestreckte,,,s097,ausgestreckte,word
w0405,de.lex.bemerken,to notice,bemerken,,,s097,bemerken,word
w0406,de.private.bohemia.ext.surface.begleitung,company; accompaniment,Begleitung,,,s097,Begleitung,word
w0407,de.lex.haus,house,Haus,das,,s097,Hause,word
w0408,de.private.bohemia.ext.surface.gewaltiger,tremendous; enormous,gewaltiger,,,s098,gewaltiger,word
w0409,de.private.bohemia.ext.skandal,scandal,Skandal,der,,s098,Skandal,word
w0410,de.private.bohemia.ext.surface.koenigreich,kingdom,Königreich,,,s098,Königreich,word
w0411,de.private.bohemia.ext.surface.bedroht,threatened,bedroht,,,s098,bedroht,word
w0412,de.private.bohemia.ext.surface.ausgekluegelten,elaborate; sophisticated,ausgeklügelten,,,s098,ausgeklügelten,word
w0413,de.lex.plan,plan,Plan,der,,s098,Pläne,word
w0414,de.private.bohemia.ext.surface.gewitzten,clever; shrewd,gewitzten,,,s098,gewitzten,word
w0415,de.private.bohemia.ext.surface.durchkreuzt,foiled; thwarted,durchkreuzt,,,s098,durchkreuzt,word
w0416,de.lex.frueh,early,früh,,,s099,früher,word
w0417,de.lex.ueber,over / above / about,über,,,s099,über,function
w0418,de.private.bohemia.ext.surface.schlauheit,cleverness; cunning,Schlauheit,,,s099,Schlauheit,word
w0419,de.lex.lustig,funny,lustig,,,s099,lustig,word
w0420,de.private.bohemia.ext.surface.letzter,last; recent,letzter,,,s099,letzter,word
w0421,de.lex.zeit,time,Zeit,die,,s099,Zeit,word
w0422,de.private.bohemia.ext.surface.dergleichen,that sort of thing; such things,dergleichen,,,s099,dergleichen,word
w0423,de.lex.gehoeren,to belong,gehören,,,s099,gehört,word
w0424,de.private.bohemia.ext.surface.spricht,speaks,spricht,,,s100,spricht,word
w0425,de.lex.oder,or,oder,,,s100,oder,word
w0426,de.lex.erwaehnen,to mention,erwähnen,,,s100,erwähnt,word
w0427,de.private.bohemia.ext.surface.geschieht,happens; occurs,geschieht,,,s100,geschieht,word
w0428,de.private.bohemia.ext.surface.ehrentitel,honorific title; title of honour,Ehrentitel,,,s100,Ehrentitel,word
