"lexeme_id","english","target","article","pos","sense","level","rank","tags"
"it.lex.bluetooth","bluetooth","bluetooth","","","","","832","core-3000"
"it.lex.sicurezza-informatica","cybersecurity","sicurezza informatica","","","","","833","core-3000"
"it.lex.crittografia","encryption","crittografia","","","","","834","core-3000"
"it.lex.intelligenza-artificiale","artificial intelligence","intelligenza artificiale","","","","","835","core-3000"
"it.lex.realta-virtuale","virtual reality","realtà virtuale","","","","","836","core-3000"
"it.lex.stampa-3d","3D printing","stampa 3D","","","","","837","core-3000"
"it.lex.automazione","automation","automazione","","","","","838","core-3000"
"it.lex.social-media","social media","social media","","","","","839","core-3000"
"it.lex.streaming","streaming","streaming","","","","","840","core-3000"
"it.lex.commercio-elettronico","e-commerce","commercio elettronico","","","","","841","core-3000"
"it.lex.digitale","digital","digitale","","","","","842","core-3000"
"it.lex.salute","health","salute","","","","","843","core-3000"
"it.lex.malattia","illness","malattia","","","","","844","core-3000"
"it.lex.dolore","pain","dolore","","","","","845","core-3000"
"it.lex.febbre","fever","febbre","","","","","846","core-3000"
"it.lex.raffreddore","cold","raffreddore","","","","","847","core-3000"
"it.lex.influenza","flu","influenza","","","","","848","core-3000"
"it.lex.allergia","allergy","allergia","","","","","849","core-3000"
"it.lex.medicina-farmaco","medicine","medicina / farmaco","","","","","850","core-3000"
"it.lex.pillola","pill","pillola","","","","","851","core-3000"
"it.lex.iniezione","injection","iniezione","","","","","852","core-3000"
"it.lex.benda","bandage","benda","","","","","853","core-3000"
"it.lex.operazione","operation","operazione","","","","","854","core-3000"
"it.lex.appuntamento","appointment","appuntamento","","","","","855","core-3000"
"it.lex.dieta","diet","dieta","","","","","856","core-3000"
"it.lex.sonno","sleep","sonno","","","","","857","core-3000"
"it.lex.stress","stress","stress","","","","","858","core-3000"
"it.lex.peso","weight","peso","","","","","859","core-3000"
"it.lex.mal-di-testa","headache","mal di testa","","","","","860","core-3000"
"it.lex.mal-di-stomaco","stomachache","mal di stomaco","","","","","861","core-3000"
"it.lex.mal-di-denti","toothache","mal di denti","","","","","862","core-3000"
"it.lex.mal-di-schiena","back pain","mal di schiena","","","","","863","core-3000"
"it.lex.ricetta.prescription","prescription","ricetta","","","","","864","core-3000"
"it.lex.sintomo","symptom","sintomo","","","","","865","core-3000"
"it.lex.diagnosi","diagnosis","diagnosi","","","","","866","core-3000"
"it.lex.trattamento","treatment","trattamento","","","","","867","core-3000"
"it.lex.vaccino","vaccine","vaccino","","","","","868","core-3000"
"it.lex.virus","virus","virus","","","","","869","core-3000"
"it.lex.batteri","bacteria","batteri","","","","","870","core-3000"
"it.lex.pressione-sanguigna","blood pressure","pressione sanguigna","","","","","871","core-3000"
"it.lex.frequenza-cardiaca","heart rate","frequenza cardiaca","","","","","872","core-3000"
"it.lex.pronto-soccorso.first-aid","first aid","pronto soccorso","","","","","873","core-3000"
"it.lex.emergenza","emergency","emergenza","","","","","874","core-3000"
"it.lex.sala-d-attesa","waiting room","sala d'attesa","","","","","875","core-3000"
"it.lex.studio-medico","doctor's office","studio medico","","","","","876","core-3000"
"it.lex.visita-di-controllo","checkup","visita di controllo","","","","","877","core-3000"
"it.lex.chirurgia-intervento","surgery","chirurgia / intervento","","","","","878","core-3000"
"it.lex.guarigione-recupero","recovery","guarigione / recupero","","","","","879","core-3000"
"it.lex.prevenzione","prevention","prevenzione","","","","","880","core-3000"
"it.lex.igiene","hygiene","igiene","","","","","881","core-3000"
"it.lex.disinfettante","disinfectant","disinfettante","","","","","882","core-3000"
"it.lex.ambulanza","ambulance","ambulanza","","","","","883","core-3000"
"it.lex.sedia-a-rotelle","wheelchair","sedia a rotelle","","","","","884","core-3000"
"it.lex.stampelle","crutches","stampelle","","","","","885","core-3000"
"it.lex.analisi-del-sangue","blood test","analisi del sangue","","","","","887","core-3000"
"it.lex.radiografia","X-ray","radiografia","","","","","888","core-3000"
"it.lex.scansione-ecografia","scan","scansione / ecografia","","","","","889","core-3000"
"it.lex.termometro","thermometer","termometro","","","","","890","core-3000"
"it.lex.vestiti-abbigliamento","clothes","vestiti / abbigliamento","","","","","891","core-3000"
"it.lex.camicia","shirt","camicia","","","","","892","core-3000"
"it.lex.maglietta","t-shirt","maglietta","","","","","893","core-3000"
"it.lex.pantaloni","pants","pantaloni","","","","","894","core-3000"
"it.lex.jeans","jeans","jeans","","","","","895","core-3000"
"it.lex.vestito-abito","dress","vestito / abito","","","","","896","core-3000"
"it.lex.gonna","skirt","gonna","","","","","897","core-3000"
"it.lex.giacca","jacket","giacca","","","","","898","core-3000"
"it.lex.cappotto","coat","cappotto","","","","","899","core-3000"
"it.lex.maglione","sweater","maglione","","","","","900","core-3000"
"it.lex.abito-completo","suit","abito / completo","","","","","901","core-3000"
"it.lex.cravatta","tie","cravatta","","","","","902","core-3000"
"it.lex.scarpe","shoes","scarpe","","","","","903","core-3000"
"it.lex.stivali","boots","stivali","","","","","904","core-3000"
"it.lex.calzini","socks","calzini","","","","","905","core-3000"
"it.lex.cappello","hat","cappello","","","","","906","core-3000"
"it.lex.berretto","cap","berretto","","","","","907","core-3000"
"it.lex.sciarpa","scarf","sciarpa","","","","","908","core-3000"
"it.lex.guanti","gloves","guanti","","","","","909","core-3000"
"it.lex.occhiali","glasses","occhiali","","","","","910","core-3000"
"it.lex.occhiali-da-sole","sunglasses","occhiali da sole","","","","","911","core-3000"
"it.lex.borsa.bag","bag","borsa","","","","","912","core-3000"
"it.lex.anello","ring","anello","","","","","913","core-3000"
"it.lex.orologio","watch","orologio","","","","","914","core-3000"
"it.lex.collana","necklace","collana","","","","","915","core-3000"
"it.lex.orecchino","earring","orecchino","","","","","916","core-3000"
"it.lex.braccialetto","bracelet","braccialetto","","","","","917","core-3000"
"it.lex.ombrello","umbrella","ombrello","","","","","918","core-3000"
"it.lex.cintura","belt","cintura","","","","","919","core-3000"
"it.lex.tasca","pocket","tasca","","","","","920","core-3000"
"it.lex.bottone","button","bottone","","","","","921","core-3000"
"it.lex.cerniera","zipper","cerniera","","","","","922","core-3000"
"it.lex.biancheria-intima","underwear","biancheria intima","","","","","923","core-3000"
"it.lex.pigiama","pajamas","pigiama","","","","","924","core-3000"
"it.lex.costume-da-bagno","swimsuit","costume da bagno","","","","","925","core-3000"
"it.lex.abbigliamento-sportivo","sportswear","abbigliamento sportivo","","","","","926","core-3000"
"it.lex.impermeabile","raincoat","impermeabile","","","","","927","core-3000"
"it.lex.sandali","sandals","sandali","","","","","928","core-3000"
"it.lex.scarpe-da-ginnastica","sneakers","scarpe da ginnastica","","","","","929","core-3000"
"it.lex.tacco","heel","tacco","","","","","930","core-3000"
"it.lex.pelliccia","fur coat","pelliccia","","","","","931","core-3000"
"it.lex.giubbotto-di-pelle","leather jacket","giubbotto di pelle","","","","","932","core-3000"
"it.lex.felpa-con-cappuccio","hoodie","felpa con cappuccio","","","","","933","core-3000"
"it.lex.pantaloncini","shorts","pantaloncini","","","","","934","core-3000"
"it.lex.seta","silk","seta","","","","","935","core-3000"
"it.lex.cotone","cotton","cotone","","","","","936","core-3000"
"it.lex.lana","wool","lana","","","","","937","core-3000"
"it.lex.lino","linen","lino","","","","","938","core-3000"
"it.lex.idea","idea","idea","","","","","939","core-3000"
"it.lex.pensiero","thought","pensiero","","","","","940","core-3000"
"it.lex.opinione","opinion","opinione","","","","","941","core-3000"
"it.lex.sentimento","feeling","sentimento","","","","","942","core-3000"
"it.lex.sogno","dream","sogno","","","","","943","core-3000"
"it.lex.memoria-ricordo","memory","memoria / ricordo","","","","","944","core-3000"
"it.lex.immaginazione","imagination","immaginazione","","","","","945","core-3000"
"it.lex.decisione","decision","decisione","","","","","946","core-3000"
"it.lex.scelta","choice","scelta","","","","","947","core-3000"
"it.lex.piano","plan","piano","","","","","948","core-3000"
"it.lex.obiettivo.goal","goal","obiettivo","","","","","949","core-3000"
"it.lex.desiderio","wish","desiderio","","","","","950","core-3000"
"it.lex.speranza","hope","speranza","","","","","951","core-3000"
"it.lex.paura","fear","paura","","","","","952","core-3000"
"it.lex.amore","love","amore","","","","","953","core-3000"
"it.lex.odio","hate","odio","","","","","954","core-3000"
"it.lex.gioia","joy","gioia","","","","","955","core-3000"
"it.lex.tristezza","sadness","tristezza","","","","","956","core-3000"
"it.lex.rabbia","anger","rabbia","","","","","957","core-3000"
"it.lex.sorpresa","surprise","sorpresa","","","","","958","core-3000"
"it.lex.fiducia","trust","fiducia","","","","","959","core-3000"
"it.lex.rispetto","respect","rispetto","","","","","960","core-3000"
"it.lex.amicizia","friendship","amicizia","","","","","961","core-3000"
"it.lex.liberta","freedom","libertà","","","","","962","core-3000"
"it.lex.pace","peace","pace","","","","","963","core-3000"
"it.lex.guerra","war","guerra","","","","","964","core-3000"
"it.lex.pericolo","danger","pericolo","","","","","965","core-3000"
"it.lex.fortuna","luck","fortuna","","","","","966","core-3000"
"it.lex.successo","success","successo","","","","","967","core-3000"
"it.lex.fallimento.failure","failure","fallimento","","","","","968","core-3000"
"it.lex.errore","mistake","errore","","","","","969","core-3000"
"it.lex.problema","problem","problema","","","","","970","core-3000"
"it.lex.soluzione","solution","soluzione","","","","","971","core-3000"
"it.lex.ragione-motivo","reason","ragione / motivo","","","","","972","core-3000"
"it.lex.causa","cause","causa","","","","","973","core-3000"
"it.lex.effetto","effect","effetto","","","","","974","core-3000"
"it.lex.risultato","result","risultato","","","","","975","core-3000"
"it.lex.esperienza","experience","esperienza","","","","","976","core-3000"
"it.lex.consiglio.advice","advice","consiglio","","","","","977","core-3000"
"it.lex.regola","rule","regola","","","","","978","core-3000"
"it.lex.legge","law","legge","","","","","979","core-3000"
"it.lex.diritto","right","diritto","","","","","980","core-3000"
"it.lex.responsabilita","responsibility","responsabilità","","","","","981","core-3000"
"it.lex.verita","truth","verità","","","","","982","core-3000"
"it.lex.bugia","lie","bugia","","","","","983","core-3000"
"it.lex.importanza","importance","importanza","","","","","984","core-3000"
"it.lex.valore","value","valore","","","","","985","core-3000"
"it.lex.differenza","difference","differenza","","","","","986","core-3000"
"it.lex.somiglianza","similarity","somiglianza","","","","","987","core-3000"
"it.lex.cambiamento","change","cambiamento","","","","","988","core-3000"
"it.lex.progresso","progress","progresso","","","","","989","core-3000"
"it.lex.cultura","culture","cultura","","","","","990","core-3000"
"it.lex.tradizione","tradition","tradizione","","","","","991","core-3000"
"it.lex.religione","religion","religione","","","","","992","core-3000"
"it.lex.politica","politics","politica","","","","","993","core-3000"
"it.lex.societa","society","società","","","","","994","core-3000"
"it.lex.scienza","science","scienza","","","","","996","core-3000"
"it.lex.tecnologia","technology","tecnologia","","","","","997","core-3000"
"it.lex.istruzione-educazione","education","istruzione / educazione","","","","","998","core-3000"
"it.lex.opportunita","opportunity","opportunità","","","","","999","core-3000"
"it.lex.rischio","risk","rischio","","","","","1000","core-3000"
"it.lex.solitudine","loneliness","solitudine","","","","","1001","core-3000"
"it.lex.nostalgia","nostalgia","nostalgia","","","","","1002","core-3000"
"it.lex.entusiasmo","enthusiasm","entusiasmo","","","","","1003","core-3000"
"it.lex.passione","passion","passione","","","","","1004","core-3000"
"it.lex.colpa","guilt","colpa","","","","","1005","core-3000"
"it.lex.orgoglio","pride","orgoglio","","","","","1006","core-3000"
"it.lex.gratitudine","gratitude","gratitudine","","","","","1007","core-3000"
"it.lex.sollievo","relief","sollievo","","","","","1008","core-3000"
"it.lex.noia","boredom","noia","","","","","1009","core-3000"
"it.lex.ansia","anxiety","ansia","","","","","1010","core-3000"
"it.lex.empatia","empathy","empatia","","","","","1011","core-3000"
"it.lex.compassione","compassion","compassione","","","","","1012","core-3000"
"it.lex.coraggio","courage","coraggio","","","","","1013","core-3000"
"it.lex.pazienza","patience","pazienza","","","","","1014","core-3000"
"it.lex.generosita","generosity","generosità","","","","","1015","core-3000"
"it.lex.onesta","honesty","onestà","","","","","1016","core-3000"
"it.lex.lealta","loyalty","lealtà","","","","","1017","core-3000"
"it.lex.giustizia","justice","giustizia","","","","","1018","core-3000"
"it.lex.uguaglianza","equality","uguaglianza","","","","","1019","core-3000"
"it.lex.essere","to be","essere","","","","","1020","core-3000"
"it.lex.avere","to have","avere","","","","","1021","core-3000"
"it.lex.fare","to do / make","fare","","","","","1022","core-3000"
"it.lex.dire","to say","dire","","","","","1023","core-3000"
"it.lex.andare","to go","andare","","","","","1024","core-3000"
"it.lex.venire","to come","venire","","","","","1025","core-3000"
"it.lex.sapere","to know (a fact)","sapere","","","","","1026","core-3000"
"it.lex.conoscere","to know (a person)","conoscere","","","","","1027","core-3000"
"it.lex.pensare","to think","pensare","","","","","1028","core-3000"
"it.lex.vedere","to see","vedere","","","","","1029","core-3000"
"it.lex.volere","to want","volere","","","","","1030","core-3000"
"it.lex.dare","to give","dare","","","","","1031","core-3000"
"it.lex.prendere","to take","prendere","","","","","1032","core-3000"
"it.lex.trovare","to find","trovare","","","","","1033","core-3000"
"it.lex.raccontare-dire","to tell","raccontare / dire","","","","","1034","core-3000"
"it.lex.chiedere","to ask","chiedere","","","","","1035","core-3000"
"it.lex.lavorare","to work","lavorare","","","","","1036","core-3000"
"it.lex.chiamare","to call","chiamare","","","","","1037","core-3000"
"it.lex.provare-cercare","to try","provare / cercare","","","","","1038","core-3000"
"it.lex.aver-bisogno-di","to need","aver bisogno di","","","","","1039","core-3000"
"it.lex.sentire-sentirsi","to feel","sentire / sentirsi","","","","","1040","core-3000"
"it.lex.diventare","to become","diventare","","","","","1041","core-3000"
"it.lex.partire-lasciare","to leave","partire / lasciare","","","","","1042","core-3000"
"it.lex.significare","to mean","significare","","","","","1043","core-3000"
"it.lex.tenere-mantenere","to keep","tenere / mantenere","","","","","1044","core-3000"
"it.lex.lasciare","to let","lasciare","","","","","1045","core-3000"
"it.lex.iniziare-cominciare","to begin","iniziare / cominciare","","","","","1046","core-3000"
"it.lex.mostrare","to show","mostrare","","","","","1047","core-3000"
"it.lex.sentire","to hear","sentire","","","","","1048","core-3000"
"it.lex.giocare-suonare","to play","giocare / suonare","","","","","1049","core-3000"
"it.lex.correre","to run","correre","","","","","1050","core-3000"
"it.lex.muoversi-spostarsi","to move","muoversi / spostarsi","","","","","1051","core-3000"
"it.lex.vivere","to live","vivere","","","","","1052","core-3000"
"it.lex.credere","to believe","credere","","","","","1053","core-3000"
"it.lex.tenere","to hold","tenere","","","","","1054","core-3000"
"it.lex.portare.to-bring","to bring","portare","","","","","1055","core-3000"
"it.lex.scrivere","to write","scrivere","","","","","1056","core-3000"
"it.lex.stare-in-piedi","to stand","stare in piedi","","","","","1057","core-3000"
"it.lex.perdere","to lose","perdere","","","","","1058","core-3000"
"it.lex.pagare","to pay","pagare","","","","","1059","core-3000"
"it.lex.incontrare","to meet","incontrare","","","","","1060","core-3000"
"it.lex.imparare","to learn","imparare","","","","","1061","core-3000"
"it.lex.cambiare","to change","cambiare","","","","","1062","core-3000"
"it.lex.guidare-condurre","to lead","guidare / condurre","","","","","1063","core-3000"
"it.lex.capire","to understand","capire","","","","","1064","core-3000"
"it.lex.guardare.to-watch","to watch","guardare","","","","","1065","core-3000"
"it.lex.seguire.to-follow","to follow","seguire","","","","","1066","core-3000"
"it.lex.fermarsi-smettere","to stop","fermarsi / smettere","","","","","1067","core-3000"
"it.lex.creare","to create","creare","","","","","1068","core-3000"
"it.lex.parlare","to speak","parlare","","","","","1069","core-3000"
"it.lex.leggere","to read","leggere","","","","","1070","core-3000"
"it.lex.trascorrere-passare","to spend (time)","trascorrere / passare","","","","","1071","core-3000"
"it.lex.spendere","to spend (money)","spendere","","","","","1072","core-3000"
"it.lex.crescere","to grow","crescere","","","","","1073","core-3000"
"it.lex.aprire","to open","aprire","","","","","1074","core-3000"
"it.lex.chiudere","to close","chiudere","","","","","1075","core-3000"
"it.lex.camminare","to walk","camminare","","","","","1076","core-3000"
"it.lex.vincere","to win","vincere","","","","","1077","core-3000"
"it.lex.offrire","to offer","offrire","","","","","1078","core-3000"
"it.lex.ricordare","to remember","ricordare","","","","","1079","core-3000"
"it.lex.amare","to love","amare","","","","","1080","core-3000"
"it.lex.comprare","to buy","comprare","","","","","1081","core-3000"
"it.lex.aspettare","to wait","aspettare","","","","","1082","core-3000"
"it.lex.morire","to die","morire","","","","","1083","core-3000"
"it.lex.mandare-inviare","to send","mandare / inviare","","","","","1084","core-3000"
"it.lex.costruire","to build","costruire","","","","","1085","core-3000"
"it.lex.restare-rimanere","to stay","restare / rimanere","","","","","1086","core-3000"
"it.lex.cadere","to fall","cadere","","","","","1087","core-3000"
"it.lex.tagliare","to cut","tagliare","","","","","1088","core-3000"
"it.lex.raggiungere","to reach","raggiungere","","","","","1089","core-3000"
"it.lex.vendere","to sell","vendere","","","","","1090","core-3000"
"it.lex.decidere","to decide","decidere","","","","","1091","core-3000"
"it.lex.tornare-restituire","to return","tornare / restituire","","","","","1092","core-3000"
"it.lex.spiegare","to explain","spiegare","","","","","1093","core-3000"
"it.lex.sperare","to hope","sperare","","","","","1094","core-3000"
"it.lex.sviluppare","to develop","sviluppare","","","","","1095","core-3000"
"it.lex.portare.to-carry","to carry","portare","","","","","1096","core-3000"
"it.lex.rompere","to break","rompere","","","","","1097","core-3000"
"it.lex.ricevere","to receive","ricevere","","","","","1098","core-3000"
"it.lex.essere-d-accordo","to agree","essere d'accordo","","","","","1099","core-3000"
"it.lex.supportare-sostenere","to support","supportare / sostenere","","","","","1100","core-3000"
"it.lex.mangiare","to eat","mangiare","","","","","1101","core-3000"
"it.lex.bere","to drink","bere","","","","","1102","core-3000"
"it.lex.dormire","to sleep","dormire","","","","","1103","core-3000"
"it.lex.sedersi.to-sit","to sit","sedersi","","","","","1104","core-3000"
"it.lex.aiutare","to help","aiutare","","","","","1105","core-3000"
"it.lex.viaggiare","to travel","viaggiare","","","","","1106","core-3000"
"it.lex.volare","to fly","volare","","","","","1107","core-3000"
"it.lex.nuotare","to swim","nuotare","","","","","1108","core-3000"
"it.lex.cucinare","to cook","cucinare","","","","","1109","core-3000"
"it.lex.guidare","to drive","guidare","","","","","1110","core-3000"
"it.lex.girare","to turn","girare","","","","","1111","core-3000"
"it.lex.tirare.to-pull","to pull","tirare","","","","","1112","core-3000"
"it.lex.spingere.to-push","to push","spingere","","","","","1113","core-3000"
"it.lex.saltare","to jump","saltare","","","","","1114","core-3000"
"it.lex.lanciare.to-throw","to throw","lanciare","","","","","1115","core-3000"
"it.lex.prendere-afferrare","to catch","prendere / afferrare","","","","","1116","core-3000"
"it.lex.cantare","to sing","cantare","","","","","1117","core-3000"
"it.lex.ballare","to dance","ballare","","","","","1118","core-3000"
"it.lex.ridere","to laugh","ridere","","","","","1119","core-3000"
"it.lex.piangere","to cry","piangere","","","","","1120","core-3000"
"it.lex.sorridere","to smile","sorridere","","","","","1121","core-3000"
"it.lex.baciare","to kiss","baciare","","","","","1122","core-3000"
"it.lex.abbracciare","to hug","abbracciare","","","","","1123","core-3000"
"it.lex.combattere-litigare","to fight","combattere / litigare","","","","","1124","core-3000"
"it.lex.scegliere","to choose","scegliere","","","","","1125","core-3000"
"it.lex.usare-utilizzare","to use","usare / utilizzare","","","","","1126","core-3000"
"it.lex.pulire","to clean","pulire","","","","","1127","core-3000"
"it.lex.riparare.to-fix","to fix","riparare","","","","","1128","core-3000"
"it.lex.iniziare-partire","to start","iniziare / partire","","","","","1129","core-3000"
"it.lex.finire","to finish","finire","","","","","1130","core-3000"
"it.lex.controllare","to check","controllare","","","","","1131","core-3000"
"it.lex.pianificare","to plan","pianificare","","","","","1132","core-3000"
"it.lex.preparare","to prepare","preparare","","","","","1133","core-3000"
"it.lex.misurare","to measure","misurare","","","","","1134","core-3000"
"it.lex.contare","to count","contare","","","","","1135","core-3000"
"it.lex.condividere","to share","condividere","","","","","1136","core-3000"
"it.lex.visitare","to visit","visitare","","","","","1137","core-3000"
"it.lex.invitare","to invite","invitare","","","","","1138","core-3000"
"it.lex.accettare","to accept","accettare","","","","","1139","core-3000"
"it.lex.rifiutare","to refuse","rifiutare","","","","","1140","core-3000"
"it.lex.dimenticare","to forget","dimenticare","","","","","1141","core-3000"
"it.lex.perdonare","to forgive","perdonare","","","","","1142","core-3000"
"it.lex.promettere","to promise","promettere","","","","","1143","core-3000"
"it.lex.suggerire","to suggest","suggerire","","","","","1144","core-3000"
"it.lex.consigliare","to recommend","consigliare","","","","","1145","core-3000"
"it.lex.ringraziare","to thank","ringraziare","","","","","1146","core-3000"
"it.lex.salutare","to greet","salutare","","","","","1147","core-3000"
"it.lex.presentare","to introduce","presentare","","","","","1148","core-3000"
"it.lex.confermare","to confirm","confermare","","","","","1149","core-3000"
"it.lex.annullare","to cancel","annullare","","","","","1150","core-3000"
"it.lex.prenotare","to reserve","prenotare","","","","","1151","core-3000"
"it.lex.ordinare","to order","ordinare","","","","","1152","core-3000"
"it.lex.prendere-in-prestito","to borrow","prendere in prestito","","","","","1153","core-3000"
"it.lex.prestare","to lend","prestare","","","","","1154","core-3000"
"it.lex.affittare","to rent","affittare","","","","","1155","core-3000"
"it.lex.guadagnare","to earn","guadagnare","","","","","1156","core-3000"
"it.lex.risparmiare","to save","risparmiare","","","","","1157","core-3000"
"it.lex.gestire","to manage","gestire","","","","","1158","core-3000"
"it.lex.organizzare","to organize","organizzare","","","","","1159","core-3000"
"it.lex.risolvere","to solve","risolvere","","","","","1160","core-3000"
"it.lex.proteggere","to protect","proteggere","","","","","1161","core-3000"
"it.lex.evitare","to avoid","evitare","","","","","1162","core-3000"
"it.lex.permettere","to allow","permettere","","","","","1163","core-3000"
"it.lex.prevenire","to prevent","prevenire","","","","","1164","core-3000"
"it.lex.migliorare","to improve","migliorare","","","","","1165","core-3000"
"it.lex.aumentare","to increase","aumentare","","","","","1166","core-3000"
"it.lex.diminuire","to decrease","diminuire","","","","","1167","core-3000"
"it.lex.raccogliere.to-collect","to collect","raccogliere","","","","","1168","core-3000"
"it.lex.cercare","to search","cercare","","","","","1169","core-3000"
"it.lex.scoprire","to find out","scoprire","","","","","1170","core-3000"
"it.lex.notare","to notice","notare","","","","","1171","core-3000"
"it.lex.immaginare","to imagine","immaginare","","","","","1172","core-3000"
"it.lex.preoccuparsi","to worry","preoccuparsi","","","","","1173","core-3000"
"it.lex.godere-divertirsi","to enjoy","godere / divertirsi","","","","","1174","core-3000"
"it.lex.soffrire","to suffer","soffrire","","","","","1175","core-3000"
"it.lex.festeggiare","to celebrate","festeggiare","","","","","1176","core-3000"
"it.lex.rilassarsi","to relax","rilassarsi","","","","","1177","core-3000"
"it.lex.studiare","to study","studiare","","","","","1178","core-3000"
"it.lex.insegnare","to teach","insegnare","","","","","1179","core-3000"
"it.lex.disegnare","to draw","disegnare","","","","","1180","core-3000"
"it.lex.dipingere","to paint","dipingere","","","","","1181","core-3000"
"it.lex.fotografare","to photograph","fotografare","","","","","1182","core-3000"
"it.lex.registrare","to record","registrare","","","","","1183","core-3000"
"it.lex.stampare","to print","stampare","","","","","1184","core-3000"
"it.lex.salvare","to save (file)","salvare","","","","","1185","core-3000"
"it.lex.eliminare-cancellare","to delete","eliminare / cancellare","","","","","1186","core-3000"
"it.lex.installare","to install","installare","","","","","1187","core-3000"
"it.lex.scaricare","to download","scaricare","","","","","1188","core-3000"
"it.lex.caricare","to upload","caricare","","","","","1189","core-3000"
"it.lex.connettere-collegare","to connect","connettere / collegare","","","","","1190","core-3000"
"it.lex.tradurre","to translate","tradurre","","","","","1191","core-3000"
"it.lex.ripetere","to repeat","ripetere","","","","","1192","core-3000"
"it.lex.praticare-esercitarsi","to practice","praticare / esercitarsi","","","","","1193","core-3000"
"it.lex.assumere","to hire","assumere","","","","","1194","core-3000"
"it.lex.licenziare","to fire","licenziare","","","","","1195","core-3000"
"it.lex.candidarsi","to apply","candidarsi","","","","","1196","core-3000"
"it.lex.andare-in-pensione","to retire","andare in pensione","","","","","1197","core-3000"
"it.lex.partecipare","to participate","partecipare","","","","","1198","core-3000"
"it.lex.confrontare","to compare","confrontare","","","","","1199","core-3000"
"it.lex.sdraiarsi","to lie down","sdraiarsi","","","","","1200","core-3000"
"it.lex.alzarsi-in-piedi","to stand up","alzarsi in piedi","","","","","1201","core-3000"
"it.lex.sedersi.to-sit-down","to sit down","sedersi","","","","","1202","core-3000"
"it.lex.alzarsi","to get up","alzarsi","","","","","1203","core-3000"
"it.lex.svegliarsi","to wake up","svegliarsi","","","","","1204","core-3000"
"it.lex.addormentarsi","to fall asleep","addormentarsi","","","","","1205","core-3000"
"it.lex.vestirsi","to get dressed","vestirsi","","","","","1206","core-3000"
"it.lex.svestirsi","to get undressed","svestirsi","","","","","1207","core-3000"
"it.lex.affrettarsi-sbrigarsi","to hurry","affrettarsi / sbrigarsi","","","","","1208","core-3000"
"it.lex.calmarsi","to calm down","calmarsi","","","","","1209","core-3000"
"it.lex.innamorarsi","to fall in love","innamorarsi","","","","","1210","core-3000"
"it.lex.perdersi","to get lost","perdersi","","","","","1211","core-3000"
"it.lex.abituarsi-a","to get used to","abituarsi a","","","","","1212","core-3000"
"it.lex.lamentarsi","to complain","lamentarsi","","","","","1213","core-3000"
"it.lex.scusarsi","to apologize","scusarsi","","","","","1214","core-3000"
"it.lex.concentrarsi","to concentrate","concentrarsi","","","","","1215","core-3000"
"it.lex.assaggiare","to taste","assaggiare","","","","","1216","core-3000"
"it.lex.annusare","to smell","annusare","","","","","1217","core-3000"
"it.lex.toccare","to touch","toccare","","","","","1218","core-3000"
"it.lex.udire","to hear","udire","","","","","1219","core-3000"
"it.lex.guardare.to-look-at","to look at","guardare","","","","","1220","core-3000"
"it.lex.ascoltare","to listen to","ascoltare","","","","","1221","core-3000"
"it.lex.io-sono","I am","io sono","","","","","1222","core-3000"
"it.lex.tu-sei","you are (sg.)","tu sei","","","","","1223","core-3000"
"it.lex.lui-lei-e","he / she is","lui / lei è","","","","","1224","core-3000"
"it.lex.noi-siamo","we are","noi siamo","","","","","1225","core-3000"
"it.lex.voi-siete","you are (pl.)","voi siete","","","","","1226","core-3000"
"it.lex.loro-sono","they are","loro sono","","","","","1227","core-3000"
"it.lex.io-ho","I have","io ho","","","","","1228","core-3000"
"it.lex.tu-hai","you have (sg.)","tu hai","","","","","1229","core-3000"
"it.lex.lui-lei-ha","he / she has","lui / lei ha","","","","","1230","core-3000"
"it.lex.noi-abbiamo","we have","noi abbiamo","","","","","1231","core-3000"
"it.lex.voi-avete","you have (pl.)","voi avete","","","","","1232","core-3000"
"it.lex.loro-hanno","they have","loro hanno","","","","","1233","core-3000"
"it.lex.io-vado","I go","io vado","","","","","1234","core-3000"
"it.lex.tu-vai","you go (sg.)","tu vai","","","","","1235","core-3000"
"it.lex.lui-lei-va","he / she goes","lui / lei va","","","","","1236","core-3000"
"it.lex.noi-andiamo","we go","noi andiamo","","","","","1237","core-3000"
"it.lex.voi-andate","you go (pl.)","voi andate","","","","","1238","core-3000"
"it.lex.loro-vanno","they go","loro vanno","","","","","1239","core-3000"
"it.lex.io-vengo","I come","io vengo","","","","","1240","core-3000"
"it.lex.tu-vieni","you come (sg.)","tu vieni","","","","","1241","core-3000"
"it.lex.lui-lei-viene","he / she comes","lui / lei viene","","","","","1242","core-3000"
"it.lex.noi-veniamo","we come","noi veniamo","","","","","1243","core-3000"
"it.lex.voi-venite","you come (pl.)","voi venite","","","","","1244","core-3000"
"it.lex.loro-vengono","they come","loro vengono","","","","","1245","core-3000"
"it.lex.io-faccio","I do / make","io faccio","","","","","1246","core-3000"
"it.lex.tu-fai","you do (sg.)","tu fai","","","","","1247","core-3000"
"it.lex.lui-lei-fa","he / she does","lui / lei fa","","","","","1248","core-3000"
"it.lex.noi-facciamo","we do","noi facciamo","","","","","1249","core-3000"
"it.lex.voi-fate","you do (pl.)","voi fate","","","","","1250","core-3000"
"it.lex.loro-fanno","they do","loro fanno","","","","","1251","core-3000"
