"id","lexeme_id","english","target","article","hint"
"w0331","de.lex.reich.empire","empire / realm","Reich","das","Hook: bishopric. The English -ric ending (bishopric) is the same word. Rich is related too."
"w0332","de.lex.reich.rich","rich","reich","","Sounds like ""rich""."
"w0333","de.lex.angst","fear / anxiety","Angst","die","Hook: Angst. English borrowed Angst. Anxious and anger share the tight root."
"w0334","de.lex.eng","narrow / tight","eng","","Hook: anxious. Same tight root as Angst and anger."
"w0335","de.lex.furcht","fear","Furcht","die","Sounds like ""fright""."
"w0336","de.lex.gefahr","danger","Gefahr","die","Hook: fear. Fear hides inside: ge-FAHR. Its true cognate is fare (travel was danger)."
"w0337","de.lex.reise","journey","Reise","die","Hook: rise. Setting out = rising up: Old English risan, same root."
"w0338","de.lex.fahren","to drive / to travel","fahren","","Hook: fare. English fare: farewell = travel well."
"w0339","de.lex.fahrt","trip / ride","Fahrt","die","Hook: fare. Same root."
"w0340","de.lex.weg.way","way / path","Weg","der","Sounds like ""way""."
"w0341","de.lex.bruecke","bridge","Brücke","die","Sounds like ""bridge""."
"w0342","de.lex.stadt","city / town","Stadt","die","Hook: homestead. English -stead (homestead, instead) = place: Hampstead."
"w0343","de.lex.dorf","village","Dorf","das","Hook: thorpe. English village names keep it: Scunthorpe, Cleethorpes."
"w0344","de.lex.garten","garden","Garten","der","Hook: garden. garden: yard is related too (g↔y)."
"w0345","de.lex.raum","room / space","Raum","der","Sounds like ""room""."
"w0346","de.lex.dach","roof","Dach","das","Hook: thatch. English thatch = straw roof."
"w0347","de.lex.wand","wall","Wand","die","Hook: wound (wind). From winden (to wind): walls were originally woven wattle."
"w0348","de.lex.boden.floor","floor / ground","Boden","der","Sounds like ""bottom""."
"w0349","de.lex.decke.blanket-covering","blanket","Decke","die","Hook: deck. A covering that keeps you warm."
"w0350","de.lex.fenster","window","Fenster","das","Hook: defenestration. Latin fenestra: defenestration = throwing out the window."
"w0351","de.lex.schluessel","key","Schlüssel","der","Hook: slot. From schließen (to lock): English slot (bolt) is in the family."
"w0352","de.lex.schliessen","to close / to lock","schließen","","Hook: slot. Same hook."
"w0353","de.lex.stuhl","chair","Stuhl","der","Hook: stool. English stool."
"w0354","de.lex.tisch","table","Tisch","der","Hook: dish. Both from Latin discus: the dish became the table."
"w0355","de.lex.schrank","wardrobe / cupboard","Schrank","der","Hook: shrink. You shrink your stuff into the cupboard. Playful hook."
"w0356","de.lex.spiegel","mirror","Spiegel","der","Hook: inspect. Latin speculum (looker): the spect- root of inspect, spectacle."
"w0357","de.lex.uhr.clock","clock / watch","Uhr","die","Hook: hour. Both from Latin hora."
"w0358","de.lex.stunde.hour","hour","Stunde","die","Hook: stand. Related to stehen: one standing's worth of time."
"w0359","de.lex.jahr","year","Jahr","das","Hook: year. year (j↔y)."
"w0360","de.lex.monat","month","Monat","der","Hook: month. month: related to Mond (moon)."
"w0361","de.lex.morgen.morning","morning","Morgen","der","Sounds like ""morning""."
"w0362","de.lex.morgen.tomorrow","tomorrow","morgen","","Hook: morrow. Tomorrow = to-morrow: the same word."
"w0363","de.lex.gestern","yesterday","gestern","","Hook: yesterday. Yester- is the same word (g↔y)."
"w0364","de.lex.heute","today","heute","","Hook: today. Built the same way: hiu tagu = on this day, like to-day."
"w0365","de.lex.abend","evening","Abend","der","Hook: eve. English eve/evening (Old English aefen) is related."
"w0366","de.lex.fruehstueck","breakfast","Frühstück","das","Hook: early piece. Früh (early) + Stück (piece): breakfast = the early bite."
"w0367","de.lex.immer","always","immer","","Hook: ever. Ever sounds out of it: i-MMER."
"w0368","de.lex.oft","often","oft","","Hook: often. often: English still has oft (oft-quoted)."
"w0369","de.lex.selten.rarely","rarely","selten","","Sounds like ""seldom""."
"w0370","de.lex.neu","new","neu","","Sounds like ""new""."
"w0371","de.lex.jung","young","jung","","Hook: young. young (j↔y)."
"w0372","de.lex.lang","long","lang","","Sounds like ""long""."
"w0373","de.lex.kurz","short","kurz","","Hook: curt. Latin curtus behind both: curt = brusquely short."
"w0374","de.lex.hoch","high / tall","hoch","","Sounds like ""high""."
"w0375","de.lex.niedrig","low","niedrig","","Hook: nether. English nether = lower: the Netherlands."
"w0376","de.lex.stark","strong","stark","","Hook: stark. English stark = powerful, harsh (stark contrast)."
"w0377","de.lex.weich","soft","weich","","Hook: weak. English weak is the cognate: soft = weak."
"w0378","de.lex.hart","hard","hart","","Sounds like ""hard""."
"w0379","de.lex.schoen","beautiful","schön","","Hook: sheen. English sheen = shine, lustre."
"w0380","de.lex.sauber","clean","sauber","","Hook: sober. Latin sobrius: sober = clear-headed, clean."
"w0381","de.lex.schmutzig","dirty","schmutzig","","Hook: smut. English smut = soot, filth."
"w0382","de.lex.schwer","heavy / difficult","schwer","","Hook: severe. Not related, but severe is close in sound and weight."
"w0383","de.lex.leicht","light / easy","leicht","","Hook: light. light: both meanings (weight and easy)."
"w0384","de.lex.voll","full","voll","","Sounds like ""full""."
"w0385","de.lex.leer","empty","leer","","Hook: Lear. King Lear ends with nothing: empty-handed. Playful hook."
"w0386","de.lex.teuer","expensive","teuer","","Hook: dear. English dear = expensive and beloved."
"w0387","de.lex.wahr","true","wahr","","Hook: very. Very comes from French vrai (true): very = truly."
"w0388","de.lex.falsch","false / wrong","falsch","","Hook: false. false: Latin falsus."
"w0389","de.lex.klug","clever","klug","","Hook: clever. Not related, but the k-l skeleton links them."
"w0390","de.lex.weise","wise","weise","","Sounds like ""wise""."
"w0391","de.lex.dumm","stupid","dumm","","Hook: dumb. English dumb = mute, then stupid."
"w0392","de.lex.leise","quiet","leise","","Hook: hush. The long soft s is the whisper itself: leise."
"w0393","de.lex.nah","near","nah","","Hook: nigh. English nigh = near (archaic): well-nigh."
"w0394","de.lex.fern","far","fern","","Sounds like ""far""."
"w0395","de.lex.schmal","narrow","schmal","","Hook: small. English small is the cognate: little, narrow."
"w0396","de.lex.glaube","faith / belief","Glaube","der","Hook: belief. be-LIEF and g-LAUBE: same root (to hold dear)."
"w0397","de.lex.glauben","to believe","glauben","","Sounds like ""believe""."
"w0398","de.lex.glueck.happiness-wellbeing","happiness","Glück","das","Hook: Glück is a state of happiness; related to English luck."
"w0399","de.lex.welt","world","Welt","die","Hook: world. Wer-alt = man-age: world is built exactly the same way."
"w0400","de.lex.donner","thunder","Donner","der","Hook: thunder. Donnerstag = Thursday = Thor's day!."
"w0401","de.lex.blitz","lightning","Blitz","der","Hook: Blitz. English borrowed it: Blitz chess."
"w0402","de.lex.sturm","storm","Sturm","der","Sounds like ""storm""."
"w0403","de.lex.hagel","hail","Hagel","der","Sounds like ""hail""."
"w0404","de.lex.nebel","fog","Nebel","der","Hook: nebula. Latin nebula (fog, cloud): shared Indo-European root."
"w0405","de.lex.wolke","cloud","Wolke","die","Hook: wool. A cloud like wool: close in sound too."
"w0406","de.lex.luft","air","Luft","die","Hook: lofty. English loft/lofty (up high): Lufthansa."
"w0407","de.lex.stein","stone","Stein","der","Hook: stone. stone: Einstein = one stone."
"w0408","de.lex.sand","sand","Sand","der","Near-identical to English ""sand""."
"w0409","de.lex.gold","gold","Gold","das","Near-identical to English ""gold""."
"w0410","de.lex.silber","silver","Silber","das","Sounds like ""silver""."
"w0411","de.lex.eisen","iron","Eisen","das","Hook: iron. Old English isern preserves it: iron → Eisen."
"w0412","de.lex.kupfer","copper","Kupfer","das","Hook: copper. copper: Latin cuprum (from Cyprus)."
"w0413","de.lex.blau","blue","blau","","Sounds like ""blue""."
"w0414","de.lex.gruen","green","grün","","Sounds like ""green""."
"w0415","de.lex.gelb","yellow","gelb","","Hook: yellow. g↔y swap: yellow (like Garten–yard)."
"w0416","de.lex.braun","brown","braun","","Sounds like ""brown""."
"w0417","de.lex.grau.gray","gray","grau","","Sounds like ""gray""."
"w0418","de.lex.schwarz","black","schwarz","","Hook: swarthy. English swarthy = dark-skinned."
"w0419","de.lex.eins","one","eins","","Hook: one. one: Old English an was even closer."
"w0420","de.lex.vier","four","vier","","Sounds like ""four""."
"w0421","de.lex.fuenf","five","fünf","","Sounds like ""five""."
"w0422","de.lex.sechs","six","sechs","","Sounds like ""six""."
"w0423","de.lex.sieben","seven","sieben","","Sounds like ""seven""."
"w0424","de.lex.neun","nine","neun","","Sounds like ""nine""."
"w0425","de.lex.hundert","hundred","hundert","","Sounds like ""hundred""."
"w0426","de.lex.tausend","thousand","tausend","","Sounds like ""thousand""."
"w0427","de.lex.wer.who","who","wer","","Hook: who. The w-question system: who → wer."
"w0428","de.lex.wo.where","where","wo","","Sounds like ""where""."
"w0429","de.lex.wann","when","wann","","Sounds like ""when""."
"w0430","de.lex.warum.why","why","warum","","Sounds like ""why""."
"w0431","de.lex.wie","how","wie","","Hook: how. Old English how also began with hw: h and w swapped places."
"w0432","de.lex.schuh","shoe","Schuh","der","Sounds like ""shoe""."
"w0433","de.lex.handschuh","glove","Handschuh","der","Hook: hand-shoe. Hand + Schuh = a shoe for the hand: funny and unforgettable."
"w0434","de.lex.hut","hat","Hut","der","Hook: hat. hat: hood is in the family."
"w0435","de.lex.hose.trousers","trousers","Hose","die","Hook: Hose. English Hose = stockings, tubing: once the trouser leg."
"w0436","de.lex.rock","skirt","Rock","der","Hook: frock. English frock (dress) sticks by sound."
"w0437","de.lex.mantel","coat","Mantel","der","Hook: mantle. English mantle = cloak."
"w0438","de.lex.kleid","dress","Kleid","das","Hook: clad. English clad = dressed: iron-clad."
"w0439","de.lex.knopf","button","Knopf","der","Hook: knob. English knob."
"w0440","de.lex.tasche.pocket","bag / pocket","Tasche","die","Hook: attaché. Think attaché case: a bag by sound association."
"w0441","de.lex.brille","glasses","Brille","die","Hook: brilliant. The first lenses were cut from beryl: brilliant!."
"w0442","de.lex.schirm","umbrella / shield","Schirm","der","Hook: screen. screen: what shields and covers."
"w0443","de.lex.regenschirm","umbrella","Regenschirm","der","Hook: rain screen. Regen (rain) + Schirm (screen): a rain shield."
"w0444","de.lex.zeitung","newspaper","Zeitung","die","Hook: tidings. English tidings (news) is the exact parallel: Zeit–tide."
"w0445","de.lex.schatz","treasure / darling","Schatz","der","Hook: stash. English stash = hidden hoard. Close in sound."
"w0446","de.lex.wortschatz","vocabulary","Wortschatz","der","Hook: word-treasure. Wort + Schatz = a treasure of words."
"w0447","de.lex.spiel","game","Spiel","das","Hook: Spiel. English borrowed it: sales Spiel."
"w0448","de.lex.spielen","to play","spielen","","Hook: spiel. Same hook."
"w0449","de.lex.anfang","beginning","Anfang","der","Hook: an + fangen. An + fangen (to catch): to get a grip on something = to begin."
"w0450","de.lex.ende","end","Ende","das","Sounds like ""end""."
"w0451","de.lex.aufgeben","to give up","aufgeben","","Hook: give up. Auf (up) + geben (give): an exact mirror of the English phrasal verb."
"w0452","de.lex.aufstehen.get-up","to get up / to stand up","aufstehen","","Hook: stand up. Auf (up) + stehen (stand): the same picture."
"w0453","de.lex.ausgehen","to go out","ausgehen","","Hook: go out. Aus (out) + gehen (go)."
"w0454","de.lex.ausgeben","to spend / to hand out","ausgeben","","Hook: give out. Aus (out) + geben (give): money is what you give out."
"w0455","de.lex.aussehen","to look / to appear","aussehen","","Hook: look. Aus (out) + sehen (see): how something looks from the outside. Du siehst gut."
"w0456","de.lex.mitkommen","to come along","mitkommen","","Hook: come with. Mit (with) + kommen (come). Kommst du mit? = are you coming along?"
"w0457","de.lex.mitbringen","to bring along","mitbringen","","Hook: bring with. Mit (with) + bringen (bring)."
"w0458","de.lex.zurueckkommen","to come back","zurückkommen","","Hook: come back. Zurück (back) + kommen (come)."
"w0459","de.lex.zurueckgeben","to give back / to return","zurückgeben","","Hook: give back. Zurück (back) + geben (give): exact mirror."
"w0460","de.lex.weggehen","to go away","weggehen","","Hook: go away. Weg (away) + gehen (go)."
"w0461","de.lex.wegwerfen","to throw away","wegwerfen","","Hook: throw away. Weg (away) + werfen (throw, cousin of warp)."
"w0462","de.lex.hereinkommen","to come in","hereinkommen","","Hook: come in. Herein (in here) + kommen. Herein! = come in!"
"w0463","de.lex.herauskommen","to come out","herauskommen","","Hook: come out. Heraus (out here) + kommen."
"w0464","de.lex.herausfinden","to find out","herausfinden","","Hook: find out. Heraus (out) + finden (find): a perfect mirror of the English phrasal verb."
"w0465","de.lex.aufwachen","to wake up","aufwachen","","Hook: wake up. Auf (up) + wachen (wake): exact mirror."
"w0466","de.lex.anrufen","to call / to phone","anrufen","","Hook: call up. An + rufen (to call): English call up is the same picture."
"w0467","de.lex.aufschreiben","to write down","aufschreiben","","Hook: write down. Contrast hook: German writes UP (auf), English writes DOWN. The clash."
"w0468","de.lex.einladen","to invite","einladen","","Hook: load in. Ein (in) + laden (load): you load guests into your home. English laden =."
"w0469","de.lex.einschalten","to switch on","einschalten","","Hook: switch in. Ein (in) + schalten (switch): switching the current in."
"w0470","de.lex.ausschalten","to switch off","ausschalten","","Hook: lights out. Aus (out) + schalten: switching the current out."
"w0471","de.lex.einsteigen","to get in / to board","einsteigen","","Hook: climb in. Ein (in) + steigen (climb)."
"w0472","de.lex.aussteigen","to get off / to get out","aussteigen","","Hook: climb out. Aus (out) + steigen (climb)."
"w0473","de.lex.umsteigen","to change trains","umsteigen","","Hook: climb around. Um (around) + steigen: climbing over to another train."
"w0474","de.lex.aufmachen","to open up","aufmachen","","Hook: open up. Auf + machen: mach auf! = open up!"
"w0475","de.lex.zumachen","to close / to shut","zumachen","","Hook: shut to. Zu + machen. Archaic English still says: put the door to."
"w0476","de.lex.aufhoeren","to stop / to quit","aufhören","","Hook: listen up. Auf + hören (hear): hör auf! = stop it! Imagine: LISTEN UP... and stop."
"w0477","de.lex.aufpassen","to watch out / to pay attention","aufpassen","","Hook: pass. Auf + passen: pass auf! = watch out!"
"w0478","de.lex.abholen","to pick up / to fetch","abholen","","Hook: haul off. Ab (off) + holen (haul, fetch)."
"w0479","de.lex.ausziehen","to take off / to undress","ausziehen","","Hook: pull out of. Aus (out) + ziehen (pull): pulling out of your clothes. Also means to."
"w0480","de.lex.anziehen","to put on / to get dressed","anziehen","","Hook: pull on. An (on) + ziehen (pull): English also pulls on a sweater. Exact mirror."
"w0481","de.lex.einziehen","to move in","einziehen","","Hook: pull in. Ein (in) + ziehen: pulling your life into a new home."
"w0482","de.lex.anprobieren","to try on","anprobieren","","Hook: probe on. An (on) + probieren (try, probe): probing it on your body."
"w0483","de.lex.nachschlagen","to look up (a word)","nachschlagen","","Hook: strike after. Nach (after) + schlagen (strike, slay): striking through the pages."
"w0484","de.lex.vorbeikommen","to come by / to drop in","vorbeikommen","","Hook: come by. Vorbei (by, past) + kommen: come by later = komm vorbei!"
"w0485","de.lex.verschlafen","to oversleep","verschlafen","","Hook: mis-sleep. Ver- (mis/over) + schlafen (sleep): sleeping past the alarm."
"w0486","de.lex.ankommen","to arrive","ankommen","","Hook: come on. An (at, on) + kommen: coming on to a place. Think oncoming."
"w0487","de.lex.weitergehen","to go on / to continue","weitergehen","","Hook: go further. Weiter (further) + gehen: es geht weiter = it goes on."
"w0488","de.lex.gift","poison","Gift","das","False friend: das Gift = poison, not a present!"
"w0489","de.lex.bekommen","to receive / to get","bekommen","","False friend: bekommen = to get, not to become (that is werden)."
"w0490","de.lex.handy","mobile phone","Handy","das","Looks English but is not: das Handy = mobile phone. Hook: it fits in your hand."
"w0491","de.lex.fast","almost","fast","","False friend: fast = almost, not quick (that is schnell). fast fertig = almost done."
"w0492","de.lex.bald","soon","bald","","False friend: bald = soon, nothing to do with hair. Bis bald! = see you soon."
"w0493","de.lex.brav","well-behaved / good","brav","","False friend: brav = well-behaved (of children and dogs), not brave (that is mutig)."
"w0494","de.lex.chef","boss","Chef","der","False friend: der Chef = the boss, not the cook (that is der Koch)."
"w0495","de.lex.eventuell","possibly / perhaps","eventuell","","False friend: eventuell = possibly, NOT eventually (that is schließlich)."
"w0496","de.lex.aktuell","current / up to date","aktuell","","False friend: aktuell = current, topical - not actual (that is tatsächlich)."
"w0497","de.lex.fabrik","factory","Fabrik","die","False friend: die Fabrik = factory, not fabric (that is der Stoff)."
"w0498","de.lex.rezept.prescription-medical","prescription","Rezept","das","A medical Rezept is a prescription; the cooking sense has its own entry."
"w0499","de.lex.rente","pension","Rente","die","False friend: die Rente = pension, not rent (that is die Miete)."
"w0500","de.lex.roman","novel","Roman","der","False friend: der Roman = a novel, not a Roman (that is der Römer)."
"w0501","de.lex.gymnasium","grammar school / high school","Gymnasium","das","False friend: das Gymnasium = academic secondary school, not a gym (that is das."
"w0502","de.lex.art","kind / type / species","Art","die","False friend: die Art = kind, sort, species - not art (that is die Kunst)."
"w0503","de.lex.also","so / therefore / well","also","","False friend: also = so or therefore, not also (that is auch)."
"w0504","de.lex.spenden","to donate","spenden","","False friend: spenden = to donate, not to spend (that is ausgeben)."
"w0505","de.lex.provision","commission (payment)","Provision","die","False friend: die Provision = a sales commission, not provisions (that is der Proviant)."
"w0506","de.lex.brief","letter (mail)","Brief","der","False friend: der Brief = a letter, not Brief."
"w0507","de.lex.boot","boat","Boot","das","Cognate of boat - but a false friend of the English Boot (that is der Stiefel)."
"w0508","de.lex.billion","trillion","Billion","die","NUMBER TRAP: German Billion = English trillion."
"w0509","de.lex.mist","manure / rubbish","Mist","der","False friend: der Mist = dung or rubbish (So ein Mist!"
"w0510","de.lex.dose","can / tin","Dose","die","False friend: die Dose = a tin can, not a Dose (that is die Dosis)."
"w0511","de.lex.lokal","pub / restaurant","Lokal","das","False friend: das Lokal = an eating or drinking place. Your local pub is das Stammlokal."
"w0512","de.lex.personal","staff / personnel","Personal","das","False friend: das Personal = the staff, not Personal (that is persönlich)."
"w0513","de.lex.prospekt","brochure","Prospekt","der","False friend: der Prospekt = a brochure, not a prospect (that is die Aussicht)."
"w0514","de.lex.kaution","security deposit","Kaution","die","False friend: die Kaution = a rental deposit, not caution (that is die Vorsicht)."
"w0515","de.lex.winken","to wave","winken","","False friend: winken = to wave, not to wink (that is zwinkern)."
"w0516","de.lex.wandern.hike","to hike","wandern","","HALF false friend: wandern = purposeful hiking, English wander = aimless roaming."
"w0517","de.lex.oldtimer","classic car","Oldtimer","der","Pseudo-English: der Oldtimer = a vintage car, not an old person."
"w0518","de.lex.smoking","tuxedo","Smoking","der","Pseudo-English: der Smoking = a tuxedo, from the Victorian Smoking jacket."
"w0519","de.lex.beamer","video projector","Beamer","der","Pseudo-English: der Beamer = a projector (it beams light), not a BMW."
"w0520","de.lex.sympathisch","likeable / nice","sympathisch","","False friend: sympathisch = likeable, not sympathetic (that is mitfühlend)."
"w0521","de.lex.sensibel","sensitive","sensibel","","False friend: sensibel = sensitive, not sensible (that is vernünftig)."
"w0522","de.lex.konsequent","consistent","konsequent","","False friend: konsequent = consistent, not consequent."
"w0523","de.lex.tablett","tray","Tablett","das","THREE-WAY TRAP: das Tablett = tray, die Tablette = pill, das Tablet = the device."
"w0524","de.lex.rat","advice / council","Rat","der","False friend: der Rat = advice or a council, not a rat (that is die Ratte)."
"w0525","de.lex.irritieren","to confuse / to puzzle","irritieren","","False friend: irritieren usually means to confuse, not merely to irritate."
"w0526","de.lex.genial","brilliant / ingenious","genial","","False friend: genial = brilliant, of genius - not genial or friendly (that is."
"w0527","de.lex.messe","trade fair / mass","Messe","die","False friend: die Messe = a trade fair or a church mass, not a mess (that is das Chaos)."
"w0528","de.lex.mode","fashion","Mode","die","die Mode = fashion. Hook: French Mode, as in the English phrase a la Mode."
"w0529","de.lex.ordinaer","vulgar / crude","ordinär","","False friend: ordinär = vulgar, not ordinary (that is normal)."
"w0530","de.lex.praeservativ","condom","Präservativ","das","FAMOUS false friend: das Präservativ = condom, not a food preservative (that is das."
"w0531","de.lex.regal","shelf","Regal","das","False friend: das Regal = a shelf, not Regal or royal (that is königlich)."
"w0532","de.lex.serioes","reputable / trustworthy","seriös","","False friend: seriös = reputable, not serious (that is ernst)."
"w0533","de.lex.taste","key / button (to press)","Taste","die","False friend: die Taste = a key you press, not Taste (that is der Geschmack)."
"w0534","de.lex.termin","appointment / deadline","Termin","der","False friend: der Termin = an appointment or deadline."
"w0535","de.lex.unternehmer","entrepreneur","Unternehmer","der","Hook: undertaker. Literally under-taker: one who undertakes. English undertaker drifted."
"w0536","de.lex.knecht","servant / farmhand","Knecht","der","Hook: knight. The same word with opposite careers: the English knight rose to nobility."
"w0537","de.lex.knabe","boy / lad","Knabe","der","Hook: knave. Same word: English knave slid from boy to rogue; German Knabe stayed."
"w0538","de.lex.haben","to have","haben","","Hook: have. English v often corresponds to German b: have → haben."
"w0539","de.lex.ueber","over / above","über","","Hook: over. Sound shift: v→b."
"w0540","de.lex.grab","grave","Grab","das","Hook: grave. Sound shift: v→b."
"w0541","de.lex.graben","to dig","graben","","Hook: engrave. Digging and engraving share the root: grave → graben."
"w0542","de.lex.kalb","calf","Kalb","das","Hook: calf. Sound shift: f→b."
"w0543","de.lex.halb","half","halb","","Hook: half. Sound shift: f→b."
"w0544","de.lex.taube","dove / pigeon","Taube","die","Hook: dove. Sound shift: v→b."
"w0545","de.lex.taub","deaf","taub","","Hook: deaf. Sound shift: f→b."
"w0546","de.lex.dieb","thief","Dieb","der","Hook: thief. Two shifts at once: th→d and f→b."
"w0547","de.lex.stab","staff / rod","Stab","der","Hook: staff. Sound shift: f→b."
"w0548","de.lex.sieb","sieve","Sieb","das","Hook: sieve. Sound shift: v→b."
"w0549","de.lex.salbe","ointment / salve","Salbe","die","Hook: salve. Sound shift: v→b."
"w0550","de.lex.laub","foliage / leaves","Laub","das","Hook: leaf. Sound shift: f→b."
"w0551","de.lex.rabe","raven","Rabe","der","Hook: raven. Sound shift: v→b."
"w0552","de.lex.treiben","to drive / to drift","treiben","","Hook: drive. Double shift: d→t and v→b: drive Antrieb = drive, motivation."
"w0553","de.lex.weben","to weave","weben","","Hook: weave. Sound shift: v→b."
"w0554","de.lex.uebel","nauseous / evil","übel","","Hook: evil. Sound shift: v→b."
"w0555","de.lex.biber","beaver","Biber","der","Hook: beaver. Sound shift: v→b."
"w0556","de.lex.fieber","fever","Fieber","das","Hook: fever. Sound shift: v→b."
"w0557","de.lex.leber","liver","Leber","die","Hook: liver. Sound shift: v→b."
"w0558","de.lex.lunge","lung","Lunge","die","Sounds like ""lung""."
"w0559","de.lex.rippe","rib","Rippe","die","Sounds like ""rib""."
"w0560","de.lex.blasen","to blow","blasen","","Sounds like ""blast"" → blasen."
"w0561","de.lex.blase","bladder / bubble / blister","Blase","die","Hook: bladder. What gets blown up: blasen → Blase."
"w0562","de.lex.schweiss","sweat","Schweiß","der","Hook: sweat. Sound shift: t→ß."
"w0563","de.lex.suess","sweet","süß","","Hook: sweet. Sound shift: t→ß."
"w0564","de.lex.weizen","wheat","Weizen","der","Hook: wheat. Sound shift: t→z."
"w0565","de.lex.teig","dough","Teig","der","Hook: dough. d→t plus the gh-g pair: dough → Teig."
"w0566","de.lex.zange","tongs / pliers","Zange","die","Hook: tongs. Sound shift: t→z."
"w0567","de.lex.sattel","saddle","Sattel","der","Hook: saddle. Sound shift: d→t."
"w0568","de.lex.leiter","ladder","Leiter","die","Hook: ladder. Sound shift: d→t."
"w0569","de.lex.pflaume","plum","Pflaume","die","Hook: plum. Sound shift: p→pf."
"w0570","de.lex.pfirsich","peach","Pfirsich","der","Hook: peach. p→pf, both from Latin persica: the Persian apple."
"w0571","de.lex.pfeifen","to whistle","pfeifen","","Hook: pipe / fife. Sound shift: p→pf."
"w0572","de.lex.scharf","sharp / spicy","scharf","","Hook: sharp. Sound shift: p→f."
"w0573","de.lex.zaeh","tough","zäh","","Hook: tough. t→z plus the gh-h pair: tough → zäh."
"w0574","de.lex.rau","rough","rau","","Hook: rough. The silent gh again: rough → rau."
"w0575","de.lex.dicht","dense / tight / leakproof","dicht","","Hook: tight. th→d: tight Der Dichter (poet) is an unrelated surprise next door."
"w0576","de.lex.anders","other / different","anders","","Hook: other. th→d: other → anders."
"w0577","de.lex.dann","then","dann","","Hook: then. th→d: then → dann."
"w0578","de.lex.durch","through","durch","","Hook: through. th→d: through Thorough is its cousin."
"w0579","de.lex.gaehnen","to yawn","gähnen","","Hook: yawn. g↔y: yawn → gähnen."
"w0580","de.lex.garn","yarn / thread","Garn","das","Hook: yarn. g↔y: yarn → Garn."
"w0581","de.lex.bogen.bow-curve","bow (curve / weapon)","Bogen","der","Hook: bow. g↔w: bow , like elbow - Ellbogen."
"w0582","de.lex.eigen","own","eigen","","Hook: own. Old English agen: own Eigenvalue even entered English maths."
"w0583","de.lex.zwerg","dwarf","Zwerg","der","Sounds like ""dwarf"" → Zwerg."
"w0584","de.lex.borgen","to borrow","borgen","","Sounds like ""borrow""."
"w0585","de.lex.folgen","to follow","folgen","","Sounds like ""follow""."
"w0586","de.lex.galgen","gallows","Galgen","der","Hook: gallows. gallows Galgenhumor = gallows humour, borrowed by English."
"w0587","de.lex.knoten","knot","Knoten","der","Hook: knot. knot : German actually pronounces the K."
"w0588","de.lex.kneten","to knead","kneten","","Hook: knead. knead : the silent English kn- is spoken in German."
"w0589","de.lex.schwan","swan","Schwan","der","Sounds like ""swan""."
"w0590","de.lex.schwert","sword","Schwert","das","Hook: sword. sword : the w is silent in English, spoken in German."
"w0591","de.lex.schwoeren","to swear (an oath)","schwören","","Sounds like ""swear""."
"w0592","de.lex.schwalbe","swallow (bird)","Schwalbe","die","Sounds like ""swallow""."
"w0593","de.lex.schlitten","sled / sleigh","Schlitten","der","Sounds like ""sled""."
"w0594","de.lex.schmelzen","to melt","schmelzen","","Sounds like ""smelt"" → schmelzen."
"w0595","de.lex.schmied","smith / blacksmith","Schmied","der","Hook: smith. smith : the surnames Goldschmidt and Kleinschmidt keep it."
"w0596","de.lex.schmieren","to smear","schmieren","","Sounds like ""smear""."
"w0597","de.lex.schnappen","to snap / to catch","schnappen","","Hook: snap. snap Schnaps = a quick snap of a drink!"
"w0598","de.lex.schnecke","snail","Schnecke","die","Hook: snail. The same sn- creature: snail → Schnecke."
"w0599","de.lex.schnarchen","to snore","schnarchen","","Sounds like ""snore"" → schnarchen."
"w0600","de.lex.steif","stiff","steif","","Sounds like ""stiff""."
"w0601","de.lex.stich","stitch / sting (noun)","Stich","der","Sounds like ""stitch""."
"w0602","de.lex.stechen","to sting / to stab","stechen","","Sounds like ""sting""."
"w0603","de.lex.stecken","to stick / to put into","stecken","","Sounds like ""stick""."
"w0604","de.lex.strecken","to stretch","strecken","","Sounds like ""stretch""."
"w0605","de.lex.still","still / quiet","still","","Hook: still. Identical word: still Stille Nacht = Silent Night."
"w0606","de.lex.storch","stork","Storch","der","Sounds like ""stork""."
"w0607","de.lex.strom.electric-current","stream / electric current","Strom","der","Hook: stream. stream : in German it also means electricity!"
"w0608","de.lex.stroh","straw","Stroh","das","Sounds like ""straw""."
"w0609","de.lex.strand","beach / shore","Strand","der","Hook: Strand. London's Strand street once ran along the river bank."
"w0610","de.lex.stehlen","to steal","stehlen","","Sounds like ""steal""."
"w0611","de.lex.flut","flood / high tide","Flut","die","Sounds like ""flood""."
"w0612","de.lex.ebbe","low tide / ebb","Ebbe","die","Sounds like ""ebb""."
"w0613","de.lex.hafen.harbour","harbour","Hafen","der","Hook: haven. A safe haven is a harbour. Copenhagen = merchants harbour."
"w0614","de.lex.anker","anchor","Anker","der","Sounds like ""anchor""."
"w0615","de.lex.segel","sail","Segel","das","Sounds like ""sail""."
"w0616","de.lex.segeln","to sail","segeln","","Sounds like ""sail""."
"w0617","de.lex.wagen","car / wagon","Wagen","der","Hook: wagon. wagon : Volkswagen = the people's car."
"w0618","de.lex.nachbar.neighbour","neighbour","Nachbar","der","Hook: neighbour. Both mean nigh-dweller: the one living near. Neighbour = nigh + boor."
"w0619","de.lex.nadel","needle","Nadel","die","Sounds like ""needle""."
"w0620","de.lex.wolle","wool","Wolle","die","Sounds like ""wool""."
