sentence_id,english,target,level,tags,hint
s154,Pfff-fäh?,«Pfff-fäh?»,A1,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s155,What kind of question is that?,Was ist das denn für eine Frage?,A1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s156,Do they think I am crazy?,Halten die mich für meschugge?,B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s157,"I look at the doctor, and he looks at me, and then he bends over me and shines a flashlight into my eyes.","Ich schaue den Arzt an, und er schaut mich an, und dann beugt er sich über mich und leuchtet mir mit einer Taschenlampe in die Augen.",B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s158,Is this an interrogation?,Ist das ein Verhör?,B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s159,Should I confess my name or what?,Soll ich meinen Namen gestehen oder was?,B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s160,Is this the torture hospital?,Ist das hier das Folterkrankenhaus?,B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s161,"And if so, could he please stop pulling up my eyelids for a moment, or at least pretend to be interested in my answer?","Und wenn, kann er dann bitte mal kurz aufhören, meine Augenlider hochzuziehen, oder wenigstens so tun, als würde er sich für meine Antwort interessieren?",B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s162,"However, I do not answer at all.",Allerdings antworte ich gar nicht.,B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s163,"Because while I am still considering whether to say Maik Klingenberg or just Maik or Klinge or Attila the Hun King, which is what my father always says when he is stressed, when he has spent the whole day hearing only bad news again, then he drinks two Jägermeisters and answers the phone with Attila the Hun King, I mean, while I am still thinking about whether I should say anything at all or whether in this situation one can ultimately spare oneself that, the doctor is already talking about four of these and three of those, and I fall asleep again.","Weil, während ich noch überlege, ob ich Maik Klingenberg sagen soll oder einfach nur Maik oder Klinge oder Attila der Hunnenkönig – das sagt mein Vater immer, wenn er Stress hat, wenn er den ganzen Tag wieder nur Hiobsbotschaften gehört hat, dann trinkt er zwei Jägermeister und meldet sich am Telefon mit Attila der Hunnenkönig –, ich meine, während ich noch am Überlegen bin, ob ich überhaupt etwas sagen soll oder ob man sich das nicht letztlich sparen kann in dieser Situation, redet der Arzt schon irgendwas von «vier hiervon» und «drei davon», und ich schlafe wieder ein.",C1,literature;dialogue;colloquial,Long sentence; identify the main verb first.
s164,"You can say a lot about hospitals, but not that they are not nice.","Über Krankenhäuser kann man ja viel sagen, aber nicht, dass es da nicht schön ist.",B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s165,I always like being in the hospital very much.,Ich bin immer wahnsinnig gern im Krankenhaus.,A2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s166,"You do nothing all day, and then the nurses come.","Man macht den ganzen Tag nichts, und dann kommen die Krankenschwestern.",A2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s167,The nurses are all very young and super friendly.,Die Schwestern sind alle sehr jung und superfreundlich.,A1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s168,"And they wear these thin white coats that I like so much, where you can always immediately see what underwear they have on.","Und sie tragen diese dünnen weißen Kittel, die ich so toll finde, wo man immer gleich sieht, was für Unterwäsche sie anhaben.",B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s169,"Why I like that so much, by the way, I do not know either.","Warum ich das so toll finde, weiß ich übrigens auch nicht.",A2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s170,"Because if someone walked around on the street in a coat like that, I would find it silly.","Weil, wenn jemand mit so einem Kittel auf der Straße rumlaufen würde, würde ich das albern finden.",B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s171,But in the hospital it is great.,Aber im Krankenhaus ist es toll.,A1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s172,My opinion.,Meine Meinung.,A1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s173,"That is a little like in mafia films, where the gangsters always look at someone silently for a minute before they answer.","Das ist ein bisschen wie in Mafiafilmen, wo einen die Gangster immer eine Minute schweigend angucken, bevor sie antworten.",B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s174,Hey! One minute of silence. Look me in the eyes! Five minutes of silence.,«Hey!» Eine Minute Schweigen. «Sieh mir in die Augen!» Fünf Minuten Schweigen.,A2,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s175,In real life that is silly.,Im richtigen Leben ist das albern.,A2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s176,"But when you are in the Mafia, it is not.","Aber wenn man bei der Mafia ist, eben nicht.",A2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s177,My favorite nurse comes from Lebanon and is named Hanna.,Meine Lieblingskrankenschwester kommt aus dem Libanon und heißt Hanna.,B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s178,Hanna has short black hair and wears normal underwear.,Hanna hat kurzes schwarzes Haar und trägt normale Unterwäsche.,A2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s179,And that is great too: normal underwear.,Und das ist auch toll: normale Unterwäsche.,A2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s180,That other underwear always looks a little sad too.,Diese andere Unterwäsche sieht ja auch immer ein bisschen traurig aus.,A2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s181,On most people.,Bei den meisten.,A1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s182,"If you do not happen to have Megan Fox’s figure, it can look pretty desperate.","Wenn man nicht gerade die Figur von Megan Fox hat, kann das ziemlich verzweifelt aussehen.",B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s183,I do not know.,Ich weiß nicht.,A1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s184,Maybe I am also a pervert: I am into normal underwear.,Vielleicht bin ich auch pervers: Ich steh auf normale Unterwäsche.,B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s185,"Hanna is actually only a trainee nurse, in training or something, and when she comes into my room, she always first sticks her head around the corner and then knocks with two fingers on the doorframe; I find that very, very polite, and every day she thinks up a new name for me.","Hanna ist eigentlich auch erst Schwesternschülerin, also in der Ausbildung oder so, und wenn sie in mein Zimmer kommt, streckt sie immer zuerst den Kopf um die Ecke und klopft dann mit zwei Fingern an den Türrahmen, das finde ich sehr, sehr höflich, und sie denkt sich jeden Tag einen neuen Namen für mich aus.",C1,literature;narration;colloquial,Long sentence; identify the main verb first.
s186,"First I was called Maik, then Maiki, then Maikipaiki, where I already thought: Good grief.","Erst hieß ich Maik, dann Maiki, dann Maikipaiki, wo ich schon dachte: Alter Finne.",B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s187,But that was not the end yet.,Aber das war noch nicht das Ende.,A2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s188,"Then I was called Michael Schumacher, then Attila the Hun King, then pig murderer, and finally even the sick rabbit.","Dann hieß ich Michael Schumacher, dann Attila der Hunnenkönig, dann Schweinemörder und zuletzt sogar der kranke Hase.",B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s189,For that reason alone I would most like to stay in this hospital for another year.,Allein deshalb würde ich am liebsten noch ein Jahr in diesem Krankenhaus bleiben.,B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s190,Hanna changes my bandage every day.,Hanna wechselt jeden Tag meinen Verband.,A2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s191,"That hurts quite a lot, and it hurts Hanna too, as you can see from her face.","Das tut ziemlich weh, und Hanna tut es auch weh, wie man an ihrem Gesicht sehen kann.",B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s192,"The main thing is that you enjoy it, she always says when she is finished, and then I always say that I will probably marry her one day or something like that.","«Hauptsache, dir macht’s Spaß», sagt sie dann immer, wenn sie fertig ist, und ich sage dann immer, dass ich sie später wahrscheinlich einmal heiraten werde oder so was.",B2,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s193,But unfortunately she already has a boyfriend.,Aber leider hat sie schon einen Freund.,A2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s194,"Sometimes she also just comes over and sits down on my bed, because otherwise I practically get no visitors, and the conversations we have there are really good.","Manchmal kommt sie auch einfach so und setzt sich an mein Bett, weil ich ja sonst praktisch keinen Besuch kriege, und es sind richtig gute Unterhaltungen, die wir da führen.",B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s195,Real adult conversations.,Richtige Erwachsenenunterhaltungen.,B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s196,With women like Hanna it is always unbelievably much easier to talk than with girls my age.,"Mit Frauen wie Hanna ist es immer unfassbar viel leichter, sich zu unterhalten, als mit Mädchen in meinem Alter.",B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s197,"If someone can explain to me why that is, they are very welcome to call me, because I cannot explain it to myself.","Falls mir jemand erklären kann, warum das so ist, kann er mich übrigens gern anrufen, weil, ich kann es mir nämlich nicht erklären.",B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s198,The doctor is less entertaining.,Der Arzt ist weniger unterhaltsam.,A2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s199,"It is only a piece of flesh, he says, muscle, he says, it is not bad, it grows back. Maybe a small dent or scar will remain, he says, that will look sexy, and he says that every day.","«Das ist nur ein Stück Fleisch», sagt er, «Muskel», sagt er, «ist nicht schlimm, das wächst nach. Bleibt vielleicht ’ne kleine Delle oder Narbe», sagt er, «das sieht dann sexy aus», und das sagt er jeden Tag.",B2,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s200,"Every day he looks at the bandage and tells exactly the same thing: that a scar will remain, that it is not bad, that later it will look as if I had been in a war.","Jeden Tag guckt er sich den Verband an und erzählt genau das Gleiche, dass da ’ne Narbe bleibt, dass das nicht schlimm ist, dass das später mal aussieht, als wär ich im Krieg gewesen.",B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s201,"As if you had been in a war, young man, women go for that, he says, and it is probably supposed to be somehow profound, but I do not understand the profundity, and then he winks at me, and most of the time I wink back, although I do not understand it.","«Als wärst du im Krieg gewesen, junger Mann, da stehen die Frauen drauf», sagt er, und es soll wohl irgendwie tiefsinnig sein, aber ich versteh den Tiefsinn nicht, und dann zwinkert er mich an, und meistens zwinker ich zurück, obwohl ich’s nicht verstehe.",C1,literature;dialogue;colloquial,Long sentence; identify the main verb first.
s202,"After all, the man helped me, so I help him too.","Schließlich hat der Mann mir geholfen, da helfe ich ihm auch.",B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s203,"Later our conversations get better, mainly because they become more serious.","Später werden unsere Gespräche besser, vor allem, weil sie ernster werden.",B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s204,"Or rather, it is actually only one conversation.","Beziehungsweise, es ist eigentlich nur ein Gespräch.",B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s205,"When I can limp again, he brings me to his room, where, for once, there is a desk and no medical equipment, and then we sit opposite each other like company bosses closing the next deal.","Als ich wieder humpeln kann, holt er mich in sein Zimmer, in dem ausnahmsweise mal ein Schreibtisch steht und kein medizinisches Gerät, und da sitzen wir uns dann gegenüber wie Firmenchefs, die den nächsten Deal eintüten.",C1,literature;narration;colloquial,Long sentence; identify the main verb first.
s206,"On the table stands a human upper body made of plastic, where you can take the organs out.","Auf dem Tisch steht ein menschlicher Oberkörper aus Plastik, wo man die Organe rausnehmen kann.",B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s207,"The large intestine looks like a brain, and the paint is flaking off the stomach.","Der Dickdarm sieht aus wie ein Gehirn, und vom Magen blättert die Farbe ab.",B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s208,"I need to talk to you, says the doctor, and that is naturally the stupidest way to begin a conversation that I know.","«Ich muss mal mit dir reden», sagt der Arzt, und das ist logisch der dümmste Gesprächsanfang, den ich kenne.",B2,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s209,"And then I wait for him to start talking, but unfortunately it belongs to this opening that you say, I need to talk to you, and then first do not talk.","Und dann warte ich, dass er mit Reden anfängt, aber das gehört zu diesem Anfang leider dazu, dass man sagt, ich muss mal mir dir reden, und dann erst mal nicht redet.",B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s210,"So the doctor stares at me, then lowers his gaze and opens a green cardboard folder.","Der Arzt starrt mich also an, senkt dann seinen Blick und klappt einen grünen Pappordner auf.",B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s211,"Or he does not open it up like that, but opens it the way I imagine he cuts open a patient’s abdominal wall.","Oder klappt ihn nicht auf, sondern öffnet ihn, wie ich mir vorstelle, dass er einem Patienten die Bauchdecke aufschneidet.",B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s212,"Very careful, very complicated, very serious.","Sehr umsichtig, sehr kompliziert, sehr ernst.",B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s213,The man is a surgeon.,Der Mann ist Chirurg.,A2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s214,Congratulations.,Glückwunsch.,A2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s215,What comes after that is less interesting.,"Was danach kommt, ist schon weniger interessant.",A2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s216,"Basically he only wants to know where my head wound comes from, front right.","Im Grunde will er nur wissen, wo meine Kopfwunde herkommt, vorne rechts.",B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s217,"Also where the other wounds come from, from the highway, as I said, okay, he already knew that, but the head wound, that was where I fell off the chair at the highway police station.","Auch wo die anderen Wunden herkommen – von der Autobahn, wie gesagt, okay, das wusste er schon –, aber die Kopfwunde, da bin ich vom Stuhl gefallen, auf der Station der Autobahnpolizei.",B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s218,The doctor puts his hands together at the fingertips.,Der Arzt legt die Hände an den Fingerspitzen zusammen.,B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s219,"Yes, that is how it would also be written in the report: fallen from the chair.","Ja, so würde das da auch im Bericht drinstehen: vom Stuhl gefallen.",B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s220,At the police station.,Auf der Polizeistation.,A1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s221,He nods.,Er nickt.,A1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s222,Yes.,Ja.,A1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s223,I nod too.,Ich nicke auch.,A1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s224,"We are alone here, he says after a while.","«Wir sind hier unter uns», sagt er nach einer Weile.",B1,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s225,"I know, I say like the last idiot, and wink first at the doctor and then, just to be safe, once more at the plastic torso.","«Ist mir klar», sage ich wie der letzte Blödmann und zwinkere erst dem Arzt zu und dann zur Sicherheit auch nochmal dem Plastikoberkörper.",B2,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s226,"You can talk about anything here. I am your doctor, and in this case that means I have a duty of confidentiality.","«Du kannst hier über alles sprechen. Ich bin dein Arzt, und das heißt in diesem Fall, ich habe eine Schweigepflicht.»",B2,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s227,"Yes, good, I say.","«Ja, gut», sage ich.",A1,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s228,He had hinted at something like that to me a few days earlier; now I have understood it.,"So was Ähnliches hatte er mir vor ein paar Tagen schon mal angedeutet, ich hab’s jetzt begriffen.",B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s229,"The man has a duty of confidentiality, and now he expects me to tell him something so that he can keep silent about it.","Der Mann hat eine Schweigepflicht, und er erwartet jetzt, dass ich ihm etwas erzähle, damit er davon schweigen kann.",B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s230,But what?,Aber was?,A1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s231,How incredibly awesome it is to pee your pants from fear?,"Wie übertrieben geil es ist, sich vor Angst in die Hose zu pissen?",B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s232,"It is not just the behavior. That is a violation of the duty of supervision. They should not have relied on your statements, do you understand? They should have checked and, above all, called the doctor immediately. Do you know how critical that was? And you say you fell off the chair?","«Es ist ja nicht nur die Handlungsweise. Das ist eine Verletzung der Aufsichtspflicht. Die hätten sich nicht auf deine Angaben verlassen dürfen, verstehst du? Die hätten nachgucken und vor allem sofort den Arzt rufen müssen. Weißt du, wie kritisch das war? Und du sagst, du bist vom Stuhl gefallen?»",C1,literature;dialogue;colloquial,Long sentence; identify the main verb first.
s233,Yes.,«Ja.»,A1,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s234,"That is also what it says here. But we doctors are suspicious people. I mean, they wanted quite a lot from you. As your attending doctor . . .","«Das steht hier auch so drin. Aber wir Ärzte sind misstrauische Menschen. Ich meine, die wollten doch einiges von dir. Als dein behandelnder Arzt . . .»",B2,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s235,"Yes, yes.","Ja, ja.",A1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s236,Heavens.,Himmel.,A2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s237,Duty of confidentiality.,Schweigepflicht.,B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s238,Got it.,Schon klar.,A1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s239,But what does he want to know now?,Aber was will er denn jetzt wissen?,A1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s240,How one falls off a chair?,Wie man vom Stuhl fällt?,A2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s241,Sideways down and then plop?,Seitlich runter und dann plumps?,B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s242,"He shakes his head for a long time, then makes a tiny movement with his hand, and only then do I understand what he is getting at.","Er schüttelt erst lange den Kopf, dann macht er eine winzige Bewegung mit der Hand – und da erst wird mir klar, worauf er hinauswill.",B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s243,"My God, I am really slow on the uptake.","Mein Gott, steht bei mir einer auf der Leitung.",B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s244,Always this damn embarrassment.,Immer diese Scheißpeinlichkeit.,B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s245,Why does he not speak plainly?,Warum redet er nicht Klartext?,B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s246,"No, no! I shout, waving my hands around in the air as if I were fending off huge swarms of flies.","«Nee, nee!», rufe ich und winke mit den Händen in der Luft herum, als würde ich riesige Fliegenschwärme abwehren.",B2,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s247,"Everything correct! I sat on the chair and pulled up my pant leg, and then I saw it and then dizziness and boom. No outside influence.","«Alles korrekt! Ich hab auf dem Stuhl gesessen und mein Hosenbein hochgemacht, und dann hab ich das gesehen und dann Schwindel und rums. Keine Fremdeinwirkung.»",B2,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s248,Good word.,Gutes Wort.,A1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s249,I know it from Tatort.,Kenn ich aus dem Tatort.,A2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s250,"So, are you sure?",«Also sicher?»,A1,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s251,Sure. Yes. And the police officers were totally nice. I even got water and a tissue. Just dizziness and then sideways down.,«Sicher. Ja. Und die Polizisten total nett. Ich hab sogar ein Wasser gekriegt und ein Taschentuch. Nur eben Schwindel und dann seitlich runter.»,B1,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s252,"I straighten up in front of the desk and, with great acting talent, let myself tip halfway to the right twice.",Ich richte mich vor dem Schreibtisch auf und lasse mich schauspielerisch hochbegabt zweimal halb nach rechts kippen.,B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s253,"Good, says the doctor slowly.","«Gut», sagt der Arzt langsam.",A1,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s254,He scribbles something on a piece of paper.,Er kritzelt etwas auf ein Papier.,B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s255,I just wanted to know. Still irresponsible. Blood loss . . . one really should have . . . does not look that way either.,«Wollt ich nur wissen. Trotzdem unverantwortlich. Blutverlust . . . hätte man wirklich . . . sieht auch nicht so aus.»,B2,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s256,He closes the green folder and looks at me for a long time.,Er schließt den grünen Ordner und schaut mich lange an.,B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s257,"And I do not know, maybe it is none of my business, but I would be interested to know this now. You do not have to answer if you do not want to. But what did you actually want there? Or where were you going?","«Und ich weiß ja nicht, geht mich vielleicht auch nichts an – aber das würde mich jetzt doch mal interessieren. Du musst nicht antworten, wenn du nicht magst. Aber – was wolltet ihr denn da eigentlich? Oder wohin?»",B2,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s258,No idea.,«Keine Ahnung.»,A1,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s259,"As I said, you do not have to say it. I am only asking out of interest.","«Wie gesagt, du musst es nicht sagen. Ich frag nur interessehalber.»",B1,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s260,"I would tell you. But if I tell you, you will not believe it anyway. I think.","«Ich würd’s Ihnen sagen. Aber wenn ich’s Ihnen sage, glauben Sie’s eh nicht. Glaube ich.»",B1,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s261,I believe everything you say.,«Ich glaub dir alles.»,A2,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s262,He smiles kindly.,Er lächelt freundlich.,A1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s263,Mate-like.,Kumpelhaft.,B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s264,It is silly.,«Es ist albern.»,A1,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s265,"What is silly, anyway?",«Was ist schon albern?»,A2,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s266,"It is . . . well. We actually wanted to go to Wallachia. See, you do think it is silly.","«Das ist . . . na ja. Wir wollten eigentlich in die Walachei. Sehen Sie, Sie finden’s doch albern.»",B1,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s267,I do not think it is silly; I just did not understand it. Where to?,"«Ich find’s nicht albern, ich hab’s nur nicht verstanden. Wohin?»",B1,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s268,To Wallachia.,«In die Walachei.»,A2,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s269,"Where is that supposed to be? He looks at me with interest, and I feel that I am blushing.","«Wo soll das sein?» Er sieht mich interessiert an, und ich spüre, dass ich rot werde.",B1,literature;dialogue;colloquial,Quoted speech; watch colloquial contractions.
s270,We do not go into that any further.,Wir vertiefen das dann nicht weiter.,B1,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
s271,"At the end we shake hands like adults, and I am somehow glad that I did not have to overtax his duty of confidentiality.","Zum Schluss geben wir uns noch die Hand wie erwachsene Menschen, und ich bin irgendwie froh, dass ich seine Schweigepflicht nicht überstrapazieren musste.",B2,literature;narration;colloquial,Spoken-style narrative; hab often stands for habe.
