"id","seq","scene","english","target","hint","explanation","chunks","pattern","level"
"s085","85","4","The bride gave me a sovereign, and I intend to wear it on my watch chain as a souvenir of the occasion.”","Die Braut hat mir einen Sovereign gegeben, und ich habe vor, ihn zur Erinnerung an das Ereignis an meiner Uhrkette zu tragen.«","","","Die Braut hat mir einen Sovereign gegeben,|und ich habe vor,|ihn zur Erinnerung an das Ereignis an meiner Uhrkette zu tragen.«","","Extended"
"s086","86","4","“That really is an unexpected turn,” I said; “and what happened next?”","»Das ist ja wirklich eine unerwartete Wendung«, sagte ich; »und was geschah dann?«","","","»Das ist ja wirklich eine unerwartete Wendung«, sagte ich;|»und was geschah dann?«","","Extended"
"s087","87","4","“Well, naturally my plans were thrown rather badly into confusion by it.","»Nun, meine Pläne wurden dadurch natürlich ziemlich über den Haufen geworfen.","","","»Nun,|meine Pläne wurden dadurch natürlich ziemlich über den Haufen geworfen.","","Extended"
"s088","88","4","It looked very much as though the couple would leave at once, making extremely quick and energetic action necessary on my part.","Es sah ganz danach aus, als würde das Paar unverzüglich abreisen und so von meiner Seite äußerst schnelles und energisches Handeln nötig machen.","","","Es sah ganz danach aus,|als würde das Paar unverzüglich abreisen|und so von meiner Seite äußerst schnelles|und energisches Handeln nötig machen.","de.subordinate.als","Extended"
"s089","89","4","At the church door, however, they separated: he drove back to the Temple and she went home. ‘I shall drive in the park at five, as usual,’ she said as they parted.","An der Kirchentür haben sie sich jedoch getrennt, er ist zum Temple zurückgefahren und sie nach Hause. ›Ich fahre um fünf in den Park, wie immer‹, hat sie noch gesagt, als sie sich verabschiedet hat.","","","An der Kirchentür haben sie sich jedoch getrennt,|er ist zum Temple zurückgefahren|und sie nach Hause. ›Ich fahre um fünf in den Park,|wie immer‹,|hat sie noch gesagt,|als sie sich verabschiedet hat.","de.subordinate.als","Extended"
"s090","90","4","That was all I heard.","Mehr habe ich nicht gehört.","","","Mehr habe ich nicht gehört.","","Extended"
"s091","91","4","Then they drove off in different directions, and I went away to make my preparations.”","Dann sind sie in verschiedene Richtungen weggefahren, und ich bin los, um meine Vorbereitungen zu treffen.«","","","Dann sind sie in verschiedene Richtungen weggefahren,|und ich bin los,|um meine Vorbereitungen zu treffen.«","de.um-zu","Extended"
"s092","92","5","“What were they?”","»Welche wären?«","","","»Welche wären?«","","Extended"
"s093","93","5","“Some cold beef and a glass of beer,” he replied, ringing the bell.","»Etwas kalter Braten und ein Glas Bier«, antwortete er und läutete.","","","»Etwas kalter Braten und ein Glas Bier«,|antwortete er und läutete.","","Extended"
"s094","94","5","“I was too busy to think of food, and this evening I shall probably be busier still.","»Ich war zu beschäftigt, um ans Essen zu denken, und heute Abend werde ich wahrscheinlich noch beschäftigter sein.","","","»Ich war zu beschäftigt,|um ans Essen zu denken,|und heute Abend werde ich wahrscheinlich noch beschäftigter sein.","de.um-zu","Extended"
"s095","95","5","By the way, I shall need your cooperation, Doctor.”","Übrigens werde ich ihre Mitarbeit brauchen, Doktor.«","","","Übrigens werde ich ihre Mitarbeit brauchen, Doktor.«","","Extended"
"s096","96","5","“It will be a pleasure.”","»Es wird mir eine Freude sein.«","","","»Es wird mir eine Freude sein.«","","Extended"
"s097","97","5","“You do not mind breaking the law?”","»Es macht Ihnen doch nichts aus, das Gesetz zu brechen?«","","","»Es macht Ihnen doch nichts aus,|das Gesetz zu brechen?«","","Extended"
"s098","98","5","“Not in the least.”","»Nicht im geringsten.«","","","»Nicht im geringsten.«","","Extended"
"s099","99","5","“Or risking arrest?”","»Oder eine Verhaftung zu riskieren?«","","","»Oder eine Verhaftung zu riskieren?«","","Extended"
"s100","100","5","“Not for a good cause.”","»Nicht für eine gute Sache.«","","","»Nicht für eine gute Sache.«","","Extended"
"s101","101","5","“Oh, the cause is excellent!”","»Oh, die Sache ist ausgezeichnet!«","","","»Oh,|die Sache ist ausgezeichnet!«","","Extended"
"s102","102","5","“Then I am your man.”","»Dann bin ich Ihr Mann.«","","","»Dann bin ich Ihr Mann.«","","Extended"
"s103","103","5","“I knew I could count on you.”","»Ich wußte, daß ich auf Sie zählen kann.«","","","»Ich wußte,|daß ich auf Sie zählen kann.«","de.modal.infinitive-final","Extended"
"s104","104","5","“But what exactly am I to do?”","»Aber was soll ich denn eigentlich tun?«","","","»Aber was soll ich denn eigentlich tun?«","de.modal.infinitive-final","Extended"
"s105","105","5","“As soon as Mrs Turner has brought the food, I shall explain it to you.","»Sobald Mrs. Turner aufgetragen hat, werde ich es Ihnen erklären.","","","»Sobald Mrs. Turner aufgetragen hat,|werde ich es Ihnen erklären.","","Extended"
"s106","106","5","So,” he said, attacking hungrily the simple meal our landlady had prepared, “I must discuss it while I eat, for I have little time.","Also«, sagte er, als er sich hungrig über das einfache Mahl hermachte, das unsere Hauswirtin bereitet hatte, »ich muß es beim Essen besprechen, denn ich habe nicht viel Zeit.","","","Also«, sagte er,|als er sich hungrig über das einfache Mahl hermachte,|das unsere Hauswirtin bereitet hatte,|»ich muß es beim Essen besprechen,|denn ich habe nicht viel Zeit.","de.subordinate.als|de.modal.infinitive-final","Extended"
"s107","107","5","It is already almost five.","Es ist schon fast fünf.","","","Es ist schon fast fünf.","","Extended"
"s108","108","5","In two hours we must be at the scene.","In zwei Stunden müssen wir am Ort des Geschehens sein.","","","In zwei Stunden müssen wir am Ort des Geschehens sein.","de.modal.infinitive-final","Extended"
"s109","109","5","Miss Irene, or rather Madame, returns from her drive at seven.","Miß Irene, oder besser Madame, kommt um sieben von ihrer Spazierfahrt zurück.","","","Miß Irene,|oder besser Madame,|kommt um sieben von ihrer Spazierfahrt zurück.","","Extended"
"s110","110","5","Then we must be at Briony Lodge to receive her.”","Dann müssen wir bei der Briony Lodge sein und sie empfangen.«","","","Dann müssen wir bei der Briony Lodge sein|und sie empfangen.«","de.modal.infinitive-final","Extended"
"s111","111","6","“And then?”","»Und was dann?«","","","»Und was dann?«","","Extended"
"s112","112","6","“You must leave that to me.","»Das müssen Sie mir überlassen.","","","»Das müssen Sie mir überlassen.","de.modal.infinitive-final","Extended"
"s113","113","6","I have already arranged everything that is to happen.","Ich habe schon alles arrangiert, was geschehen soll.","","","Ich habe schon alles arrangiert,|was geschehen soll.","de.modal.infinitive-final","Extended"
"s114","114","6","There is one thing on which I must insist.","Auf eines muß ich allerdings bestehen.","","","Auf eines muß ich allerdings bestehen.","de.modal.infinitive-final","Extended"
"s115","115","6","You must not interfere, whatever happens.","Sie dürfen sich nicht einmischen, komme, was da wolle.","","","Sie dürfen sich nicht einmischen, komme,|was da wolle.","de.modal.infinitive-final","Extended"
"s116","116","6","Do you understand?”","Haben Sie verstanden?«","","","Haben Sie verstanden?«","","Extended"
"s117","117","6","“So I am to remain neutral?”","»Ich soll also neutral bleiben?«","","","»Ich soll also neutral bleiben?«","de.modal.infinitive-final","Extended"
"s118","118","6","“You simply keep out of everything.","»Sie halten sich einfach aus allem heraus.","","","»Sie halten sich einfach aus allem heraus.","","Extended"
"s119","119","6","There will probably be a small unpleasant incident.","Es wird wahrscheinlich einen kleinen unerfreulichen Zwischenfall geben.","","","Es wird wahrscheinlich einen kleinen unerfreulichen Zwischenfall geben.","","Extended"
"s120","120","6","Do not interfere with it.","Mischen Sie sich da nicht ein.","","","Mischen Sie sich da nicht ein.","","Extended"
"s121","121","6","It will end with my being carried into the house.","Es wird damit enden, daß ich ins Haus getragen werde.","","","Es wird damit enden,|daß ich ins Haus getragen werde.","","Extended"
"s122","122","6","Four or five minutes later the sitting-room window will open.","Vier oder fünf Minuten später wird das Wohnzimmerfenster aufgehen.","","","Vier oder fünf Minuten später wird das Wohnzimmerfenster aufgehen.","","Extended"
"s123","123","6","You then station yourself as close to that window as possible.”","Sie postieren sich dann möglichst nah an diesem Fenster.«","","","Sie postieren sich dann möglichst nah an diesem Fenster.«","","Extended"
"s124","124","6","“Very good.”","»Jawohl.«","","","»Jawohl.«","","Extended"
"s125","125","6","“Keep your eyes on me, because you will be able to see me.”","»Sie behalten mich im Auge, denn Sie werden mich sehen können.«","","","»Sie behalten mich im Auge,|denn Sie werden mich sehen können.«","de.modal.infinitive-final","Extended"
"s126","126","6","“Very good.”","»Jawohl.«","","","»Jawohl.«","","Extended"
"s127","127","6","“And when I raise my hand—like this—throw what I am about to give you into the room and at the same time raise the alarm of fire.","»Und wenn ich meine Hand hebe – so –, werfen Sie das, was ich Ihnen gleich geben werde, ins Zimmer und geben gleichzeitig Feueralarm.","","","»Und wenn ich meine Hand hebe – so –,|werfen Sie das,|was ich Ihnen gleich geben werde,|ins Zimmer und geben gleichzeitig Feueralarm.","de.subordinate.wenn","Extended"
"s128","128","6","Can you follow me?”","Können Sie mir folgen?«","","","Können Sie mir folgen?«","de.modal.infinitive-final","Extended"
"s129","129","6","“Completely.”","»Voll und ganz.«","","","»Voll und ganz.«","","Extended"
"s130","130","6","“It is nothing special,” he said, drawing a long cigar-shaped roll from his pocket.","»Es ist nichts Besonderes«, sagte er und zog eine lange zigarrenförmige Rolle aus der Tasche.","","","»Es ist nichts Besonderes«,|sagte er und zog eine lange zigarrenförmige Rolle aus der Tasche.","","Extended"
"s131","131","6","“Only an ordinary plumber's smoke rocket, with a cap at each end so that it ignites itself.","»Nur eine gewöhnliche Klempner-Rauchbombe mit Zündern an beiden Enden, damit sie sich selbst entzündet.","","","»Nur eine gewöhnliche Klempner-Rauchbombe mit Zündern an beiden Enden,|damit sie sich selbst entzündet.","","Extended"
"s132","132","6","That is your whole task.","Das ist Ihre ganze Aufgabe.","","","Das ist Ihre ganze Aufgabe.","","Extended"
"s133","133","6","When you raise the fire alarm, quite a number of people will take it up.","Wenn Sie Ihren Feueralarm geben, werden ihn eine ganze Anzahl Leute aufgreifen.","","","Wenn Sie Ihren Feueralarm geben,|werden ihn eine ganze Anzahl Leute aufgreifen.","de.subordinate.wenn","Extended"
"s134","134","6","Then you may walk to the end of the street, and I shall join you ten minutes later.","Dann können Sie zum Ende der Straße gehen, und ich werde zehn Minuten später bei Ihnen sein.","","","Dann können Sie zum Ende der Straße gehen,|und ich werde zehn Minuten später bei Ihnen sein.","de.modal.infinitive-final","Extended"
"s135","135","6","I hope everything is clear?”","Ich hoffe doch, daß alles klar ist?«","","","Ich hoffe doch,|daß alles klar ist?«","","Extended"
"s136","136","6","“I remain neutral, stand by the window, keep my eye on you, and at your signal throw this thing inside, then shout fire and wait for you at the corner.”","»Ich bleibe neutral, stelle mich vors Fenster, behalte Sie im Auge, und auf Ihr Zeichen werfe ich dieses Ding hinein, dann gebe ich Feueralarm und warte auf Sie an der Ecke.«","","","»Ich bleibe neutral,|stelle mich vors Fenster,|behalte Sie im Auge,|und auf Ihr Zeichen werfe ich dieses Ding hinein,|dann gebe ich Feueralarm und warte auf Sie an der Ecke.«","","Extended"
"s137","137","6","“Exactly.”","»Genau.«","","","»Genau.«","","Extended"
"s138","138","6","“You can rely on me completely.”","»Sie können sich ganz auf mich verlassen.«","","","»Sie können sich ganz auf mich verlassen.«","de.modal.infinitive-final","Extended"
"s139","139","6","“Excellent.","»Ausgezeichnet.","","","»Ausgezeichnet.","","Extended"
"s140","140","6","Then I think it is about time I prepared for the new role I have to play.”","Dann wird es jetzt, denke ich, langsam Zeit, daß ich mich auf die neue Rolle vorbereite, die ich spielen muß.«","","","Dann wird es jetzt, denke ich, langsam Zeit,|daß ich mich auf die neue Rolle vorbereite,|die ich spielen muß.«","de.modal.infinitive-final","Extended"
"s141","141","7","He disappeared into his bedroom and a few minutes later emerged in the guise of an amiable and simple-minded Nonconformist clergyman.","Er verschwand in seinem Schlafzimmer, und nach ein paar Minuten erschien er in der Gestalt eines liebenswürdigen und einfältigen Freikirchen-Priesters.","","","Er verschwand in seinem Schlafzimmer,|und nach ein paar Minuten erschien er in der Gestalt|eines liebenswürdigen und einfältigen Freikirchen-Priesters.","","Extended"
"s142","142","7","With his broad black hat, baggy trousers, white tie, kindly smile, and general air of benevolent curiosity, he was as convincing as only Mr John Hare could have been.","Mit seinem weiten schwarzen Hut, seinen ausgebeulten Hosen, seiner weißen Fliege, seinem gütigen Lächeln und seinem allgemeinen Ausdruck wohlmeinender Neugier wirkte er so überzeugend, wie es sonst allein Mr. John Hare hätte sein können.","","","Mit seinem weiten schwarzen Hut,|seinen ausgebeulten Hosen,|seiner weißen Fliege,|seinem gütigen Lächeln und seinem allgemeinen Ausdruck wohlmeinender Neugier wirkte|er so überzeugend,|wie es sonst allein Mr. John Hare hätte sein können.","de.modal.infinitive-final","Extended"
"s143","143","7","Holmes did not simply put on a costume.","Holmes zog nicht einfach bloß ein Kostüm an.","","","Holmes zog nicht einfach bloß ein Kostüm an.","","Extended"
"s144","144","7","His expression, his manner, his whole soul seemed to change with every new role he played.","Seine Mimik, sein Gehabe, seine ganze Seele schienen sich mit jeder neuen Rolle, die er spielte, zu verändern.","","","Seine Mimik, sein Gehabe,|seine ganze Seele schienen sich mit jeder neuen Rolle,|die er spielte, zu verändern.","","Extended"
"s145","145","7","The stage truly lost a fine actor, just as science lost a keen thinker, when he became a specialist in crime.","Die Bühne hat wahrhaftig einen feinen Schauspieler verloren, ebenso wie die Wissenschaft einen scharfen Denker verloren hat, als er zu einem Spezialisten für das Verbrechen wurde.","","","Die Bühne hat wahrhaftig einen feinen Schauspieler verloren,|ebenso wie die Wissenschaft einen scharfen Denker verloren hat,|als er zu einem Spezialisten für das Verbrechen wurde.","de.subordinate.als","Extended"
"s146","146","7","It was a quarter past six when we left Baker Street, and ten minutes remained before seven when we reached Serpentine Avenue.","Es war Viertel nach sechs, als wir die Baker Street verließen, und es fehlten noch zehn Minuten zur vollen Stunde, als wir in der Serpentine Avenue waren.","","","Es war Viertel nach sechs,|als wir die Baker Street verließen,|und es fehlten noch zehn Minuten zur vollen Stunde,|als wir in der Serpentine Avenue waren.","de.subordinate.als","Extended"
"s147","147","7","Dusk was already falling, and as we paced up and down before Briony Lodge waiting for its occupant, the lamps were being lit.","Es dämmerte schon, und während wir vor der Briony Lodge in Erwartung ihrer Bewohnerin auf und ab gingen, wurden gerade die Laternen entzündet.","","","Es dämmerte schon,|und während wir vor der Briony Lodge in Erwartung ihrer|Bewohnerin auf und ab gingen,|wurden gerade die Laternen entzündet.","","Extended"
"s148","148","7","The house looked exactly as I had imagined it from Sherlock Holmes's brief description, but it seemed to stand in a less quiet position than I had expected.","Das Haus sah genau so aus, wie ich es mir nach Sherlock Holmes' knapper Beschreibung vorgestellt hatte, doch es schien sich in weniger ruhiger Lage zu befinden, als ich erwartet hatte.","","","Das Haus sah genau so aus,|wie ich es mir nach Sherlock Holmes' knapper Beschreibung vorgestellt hatte,|doch es schien sich in weniger ruhiger Lage zu befinden,|als ich erwartet hatte.","de.subordinate.als","Extended"
"s149","149","7","On the contrary, for a small street in a quiet neighbourhood it was remarkably lively.","Im Gegenteil, für eine kleine Straße in einer ruhigen Nachbarschaft war es hier bemerkenswert belebt.","","","Im Gegenteil,|für eine kleine Straße in einer ruhigen Nachbarschaft war es|hier bemerkenswert belebt.","","Extended"
"s150","150","7","There was a group of shabbily dressed men smoking and laughing in a corner, a scissors-grinder with his wheel, two guardsmen flirting with a nursemaid, and several well-dressed young men strolling up and down with cigars in their mouths.","Da waren eine Gruppe schäbig gekleideter Männer, die rauchend und lachend in einer Ecke standen, ein Scherenschleifer mit seinem Rad, zwei Gardisten, die mit einem Kindermädchen poussierten, und mehrere gut gekleidete junge Männer, die mit Zigarre im Mund auf und ab schlenderten.","","","Da waren eine Gruppe schäbig gekleideter Männer,|die rauchend und lachend in einer Ecke standen,|ein Scherenschleifer mit seinem Rad, zwei Gardisten,|die mit einem Kindermädchen poussierten,|und mehrere gut gekleidete junge Männer,|die mit Zigarre im Mund auf und ab schlenderten.","","Extended"
"s151","151","7","“You know,” Holmes remarked as we paced before the house, “this marriage simplifies matters considerably.","»Wissen Sie«, bemerkte Holmes, während wir vor dem Haus hin und her gingen, »diese Heirat vereinfacht die Sache ziemlich.","","","»Wissen Sie«, bemerkte Holmes,|während wir vor dem Haus hin und her gingen,|»diese Heirat vereinfacht die Sache ziemlich.","","Extended"
"s152","152","7","The photograph is now a double-edged weapon.","Das Photo ist jetzt ein zweischneidiges Schwert.","","","Das Photo ist jetzt ein zweischneidiges Schwert.","","Extended"
"s153","153","7","In all probability Miss Adler is as anxious that Mr Godfrey Norton should not see it as our client is that it should not come before his princess.","Aller Wahrscheinlichkeit nach dürfte es Miß Adler ebenso unerwünscht sein, daß Mr. Godfrey Norton es sieht, wie unserem Klienten, daß es seiner Prinzessin unter die Augen kommt.","","","Aller Wahrscheinlichkeit nach dürfte es Miß Adler ebenso unerwünscht sein,|daß Mr. Godfrey Norton es sieht,|wie unserem Klienten,|daß es seiner Prinzessin unter die Augen kommt.","","Extended"
"s154","154","7","The only question is, where do we find the photograph?”","Die Frage ist nur, wo finden wir das Photo?«","","","Die Frage ist nur,|wo finden wir das Photo?«","","Extended"
"s155","155","7","“Indeed, where?”","»Allerdings, wo?«","","","»Allerdings, wo?«","","Extended"
"s156","156","7","“It is highly unlikely that she carries it with her.","»Es ist höchst unwahrscheinlich, daß sie es mit sich herumträgt.","","","»Es ist höchst unwahrscheinlich,|daß sie es mit sich herumträgt.","","Extended"
"s157","157","7","It is cabinet size.","Es ist ein Kabinettformat.","","","Es ist ein Kabinettformat.","","Extended"
"s158","158","7","Too large to conceal easily in a woman's dress.","Zu groß, um es leicht in einem Damenkleid verstecken zu können.","","","Zu groß,|um es leicht in einem Damenkleid verstecken zu können.","de.modal.infinitive-final|de.um-zu","Extended"
"s159","159","7","And she knows that the King is capable of having her stopped and searched.","Und sie weiß, daß der König dazu fähig ist, sie überfallen und durchsuchen zu lassen.","","","Und sie weiß,|daß der König dazu fähig ist,|sie überfallen und durchsuchen zu lassen.","","Extended"
"s160","160","7","Two attempts of that kind have already been made.","Zwei Versuche dieser Art sind ja schon gemacht worden.","","","Zwei Versuche dieser Art sind ja schon gemacht worden.","","Extended"
"s161","161","7","So we may assume that she does not carry it on her person.”","Wir können also davon ausgehen, daß sie es nicht bei sich trägt.«","","","Wir können also davon ausgehen,|daß sie es nicht bei sich trägt.«","de.modal.infinitive-final","Extended"
"s162","162","7","“Where is it, then?”","»Wo ist es dann?«","","","»Wo ist es dann?«","","Extended"
"s163","163","7","“At her bank or with her lawyer.","»Bei ihrer Bank oder ihrem Anwalt.","","","»Bei ihrer Bank oder ihrem Anwalt.","","Extended"
"s164","164","7","Either is possible.","Beides wäre eine Möglichkeit.","","","Beides wäre eine Möglichkeit.","","Extended"
"s165","165","7","But I incline to the belief that it is with neither.","Aber ich neige zu der Vermutung, daß es keins von beiden ist.","","","Aber ich neige zu der Vermutung,|daß es keins von beiden ist.","","Extended"
"s166","166","7","Women are naturally secretive, and they like to keep their secrets themselves.","Frauen sind von Natur aus geheimniskrämerisch, und sie hüten ihre Geheimnisse gern selbst.","","","Frauen sind von Natur aus geheimniskrämerisch,|und sie hüten ihre Geheimnisse gern selbst.","","Extended"
"s167","167","7","Why should she give the photograph to anyone else?","Weshalb sollte sie das Photo jemand anderem geben?","","","Weshalb sollte sie das Photo jemand anderem geben?","de.modal.infinitive-final","Extended"
"s168","168","7","She can trust herself, but she could not foresee what indirect or political influence might be brought to bear upon a businessman.","Sich selbst kann sie vertrauen, aber sie könnte nicht voraussehen, welcher indirekte oder politische Einfluß möglicherweise auf einen Geschäftsmann ausgeübt werden mag.","","","Sich selbst kann sie vertrauen,|aber sie könnte nicht voraussehen,|welcher indirekte oder politische Einfluß möglicherweise auf einen Geschäftsmann ausgeübt werden mag.","de.modal.infinitive-final","Extended"
"s169","169","7","Besides, remember that she has resolved to use it within a few days.","Außerdem, bedenken Sie, daß sie sich entschlossen hat, es in ein paar Tagen zu benutzen.","","","Außerdem, bedenken Sie,|daß sie sich entschlossen hat,|es in ein paar Tagen zu benutzen.","","Extended"
"s170","170","7","It must be somewhere she can reach at any moment.","Es muß dort sein, wo sie jederzeit Zugang dazu hat.","","","Es muß dort sein,|wo sie jederzeit Zugang dazu hat.","de.modal.infinitive-final","Extended"
"s171","171","7","It must be in her own house.”","Es muß in ihrem eigenen Haus sein.«","","","Es muß in ihrem eigenen Haus sein.«","de.modal.infinitive-final","Extended"
"s172","172","7","“But the house has already been burgled twice.”","»Aber dort ist doch schon zweimal eingebrochen worden.«","","","»Aber dort ist doch schon zweimal eingebrochen worden.«","","Extended"
"s173","173","7","“What of it!","»Und wenn schon!","","","»Und wenn schon!","de.subordinate.wenn","Extended"
"s174","174","7","They had no idea where to look.”","Die wußten doch gar nicht, wo sie suchen sollten.«","","","Die wußten doch gar nicht,|wo sie suchen sollten.«","","Extended"
"s175","175","7","“And where will you look?”","»Und wo werden Sie suchen?«","","","»Und wo werden Sie suchen?«","","Extended"
"s176","176","7","“I shall not look at all.”","»Ich werde überhaupt nicht suchen.«","","","»Ich werde überhaupt nicht suchen.«","","Extended"
"s177","177","7","“What then?”","»Was dann?«","","","»Was dann?«","","Extended"
"s178","178","7","“I shall make her show it to me.”","»Ich werde es mir von ihr zeigen lassen.«","","","»Ich werde es mir von ihr zeigen lassen.«","","Extended"
"s179","179","7","“But she will refuse.”","»Aber sie wird sich weigern.«","","","»Aber sie wird sich weigern.«","","Extended"
"s180","180","7","“She will not be able to.","»Das wird sie nicht können.","","","»Das wird sie nicht können.","de.modal.infinitive-final","Extended"
"s181","181","7","But I hear wheels.","Aber ich höre Räder klappern.","","","Aber ich höre Räder klappern.","","Extended"
"s182","182","7","It is her carriage.","Es ist ihre Kutsche.","","","Es ist ihre Kutsche.","","Extended"
"s183","183","7","Now follow my instructions exactly.”","Also, befolgen Sie jetzt haargenau meine Anweisungen.«","","","Also,|befolgen Sie jetzt haargenau meine Anweisungen.«","","Extended"
"s184","184","8","Even as he spoke, the light of carriage lamps swung around the corner of the street.","Noch während er sprach, fiel das Licht von Kutschenlaternen um die Ecke der Straße.","","","Noch während er sprach,|fiel das Licht von Kutschenlaternen um die Ecke der Straße.","","Extended"
"s185","185","8","It was a pretty little landau that rattled up to the door of Briony Lodge.","Es war ein hübscher kleiner Landauer, der ratternd vor die Tür der Briony Lodge rollte.","","","Es war ein hübscher kleiner Landauer,|der ratternd vor die Tür der Briony Lodge rollte.","","Extended"
"s186","186","8","As it stopped, one of the loafers from the corner ran forward to open the door in the hope of earning a coin, but he was shoved aside by another loafer who had hurried up with the same intention.","Als er anhielt, rannte einer der Herumtreiber aus der Ecke herbei, um die Tür zu öffnen, in der Hoffnung, sich einen Groschen zu verdienen, doch er wurde von einem der anderen Herumtreiber zur Seite gedrängt, der in der selben Absicht hinzugeeilt war.","","","Als er anhielt,|rannte einer der Herumtreiber aus der Ecke herbei,|um die Tür zu öffnen,|in der Hoffnung,|sich einen Groschen zu verdienen,|doch er wurde von einem der anderen Herumtreiber zur Seite gedrängt,|der in der selben Absicht hinzugeeilt war.","de.subordinate.als|de.um-zu","Extended"
"s187","187","8","A fierce quarrel broke out, made worse by the two guardsmen, who took the side of one of the loafers, and by the scissors-grinder, who just as hotly supported the other side.","Ein wilder Streit brach aus, der von den beiden Gardisten noch verstärkt wurde, welche sich auf die Seite des einen Gammlers schlugen, und von dem Scherenschleifer, der ebenso hitzig die Gegenpartei ergriff.","","","Ein wilder Streit brach aus,|der von den beiden Gardisten noch verstärkt wurde,|welche sich auf die Seite des einen Gammlers schlugen,|und von dem Scherenschleifer,|der ebenso hitzig die Gegenpartei ergriff.","","Extended"
"s188","188","8","Someone struck the first blow, and the next moment the lady who had stepped from the carriage found herself in the middle of a small crowd of fighting men wildly striking one another with fists and sticks.","Irgend jemand schlug als Erster zu, und im nächsten Moment befand sich die Dame, die aus ihrer Kutsche gestiegen war, inmitten eines kleinen Haufens raufender Männer, die mit Fäusten und Stöcken wild aufeinander einprügelten.","","","Irgend jemand schlug als Erster zu,|und im nächsten Moment befand sich die Dame,|die aus ihrer Kutsche gestiegen war,|inmitten eines kleinen Haufens raufender Männer,|die mit Fäusten und Stöcken wild aufeinander einprügelten.","de.subordinate.als","Extended"
"s189","189","8","Holmes rushed into the struggle to protect the lady, but as he reached her he gave a cry and fell to the ground.","Holmes stürzte sich in das Getümmel, um die Dame zu beschützen, doch als er sie erreichte, stieß er einen Schrei aus und fiel zu Boden.","","","Holmes stürzte sich in das Getümmel,|um die Dame zu beschützen,|doch als er sie erreichte,|stieß er einen Schrei aus und fiel zu Boden.","de.subordinate.als|de.um-zu","Extended"
"s190","190","8","Blood streamed over his face.","Blut strömte ihm übers Gesicht.","","","Blut strömte ihm übers Gesicht.","","Extended"
"s191","191","8","After he fell, the guardsmen ran off in one direction and the loafers in the other, while several better-dressed people who had watched the fight without joining in crowded forward to help the lady and attend to the injured man.","Nach seinem Sturz machten sich die Gardisten in die eine Richtung und die Gammler in die andere davon, während einige besser gekleidete Leute, die der Rauferei zugesehen hatten, ohne sich zu beteiligen, herbeidrängten, um der Dame zu helfen und sich um den Verletzten zu kümmern.","","","Nach seinem Sturz machten sich die Gardisten in die eine|Richtung und die Gammler in die andere davon,|während einige besser gekleidete Leute,|die der Rauferei zugesehen hatten,|ohne sich zu beteiligen, herbeidrängten,|um der Dame zu helfen|und sich um den Verletzten zu kümmern.","de.um-zu","Extended"
"s192","192","8","Irene Adler, as I shall continue to call her, had hurried up the steps; but at the top she stopped, a beautiful silhouette against the light from the entrance hall, and looked back into the street.","Irene Adler, wie ich sie weiterhin nennen will, war die Stufen hinaufgeeilt; doch oben blieb sie stehen, eine wunderhübsche Silhouette vor dem Licht, das aus der Eingangshalle fiel, und schaute auf die Straße zurück.","","","Irene Adler,|wie ich sie weiterhin nennen will,|war die Stufen hinaufgeeilt;|doch oben blieb sie stehen,|eine wunderhübsche Silhouette vor dem Licht,|das aus der Eingangshalle fiel,|und schaute auf die Straße zurück.","de.modal.infinitive-final","Extended"
"s193","193","8","“Is the poor gentleman badly hurt?” she asked.","»Ist der arme Gentleman schwer verletzt?« fragte sie.","","","»Ist der arme Gentleman schwer verletzt?« fragte sie.","","Extended"
"s194","194","8","“He is dead,” several voices cried.","»Er ist tot«, riefen mehrere Stimmen.","","","»Er ist tot«,|riefen mehrere Stimmen.","","Extended"
"s195","195","8","“No, no, he is alive!” cried another.","»Nein, nein, er lebt noch!« rief eine andere.","","","»Nein, nein,|er lebt noch!« rief eine andere.","","Extended"
"s196","196","8","“But he will never make it to the hospital.”","»Aber bis ins Krankenhaus schafft er's nicht mehr.«","","","»Aber bis ins Krankenhaus schafft er's nicht mehr.«","","Extended"
"s197","197","8","“That is a brave fellow,” said a woman.","»Das ist ein tapferer Bursche«, sagte eine Frau.","","","»Das ist ein tapferer Bursche«,|sagte eine Frau.","","Extended"
"s198","198","8","“They would have stolen the lady's purse and watch if it had not been for him.","»Die hätten der Dame die Geldbörse und die Uhr gestohlen, wenn er nicht gewesen wäre.","","","»Die hätten der Dame die Geldbörse und die Uhr gestohlen,|wenn er nicht gewesen wäre.","de.subordinate.wenn","Extended"
"s199","199","8","They were a gang, and a particularly nasty one.","Das war eine Bande, und eine von der ganz üblen Sorte.","","","Das war eine Bande,|und eine von der ganz üblen Sorte.","","Extended"
"s200","200","8","Ah, he is breathing again.”","Ach, er atmet ja wieder.«","","","Ach,|er atmet ja wieder.«","","Extended"
"s201","201","8","“He cannot lie here in the street.","»Hier auf der Straße kann er nicht liegenbleiben.","","","»Hier auf der Straße kann er nicht liegenbleiben.","de.modal.infinitive-final","Extended"
"s202","202","8","May we carry him inside, ma'am?”","Dürfen wir ihn reinbringen, gnä' Frau?«","","","Dürfen wir ihn reinbringen, gnä' Frau?«","de.modal.infinitive-final","Extended"
"s203","203","8","“Certainly.","»Sicher.","","","»Sicher.","","Extended"
